Number,Name,Position,Date of Birth/Age,Nationality,Height,Foot,Signed,Previous Team,Contract Until,Market Value,Link
13,Rogério,Left-Back,"Jan 13, 1998 (27)","Brazil, Italy","1,78m",left,"Aug 5, 2023",,"Jun 30, 2027",€3.50m,https://www.transfermarkt.com/rogerio/profil/spieler/401527
5,Mads Roerslev,Right-Back,"Jun 24, 1999 (25)",Denmark,"1,84m",right,"Jan 27, 2025",,"Jun 30, 2025",€8.00m,https://www.transfermarkt.com/mads-roerslev/profil/spieler/391005
2,Kilian Fischer,Right-Back,"Oct 12, 2000 (24)",Germany,"1,82m",both,"Jul 1, 2022",,"Jun 30, 2027",€6.00m,https://www.transfermarkt.com/kilian-fischer/profil/spieler/435796
32,Mattias Svanberg,Central Midfield,"Jan 5, 1999 (26)",Sweden,"1,85m",right,"Jul 16, 2022",,"Jun 30, 2027",€12.00m,https://www.transfermarkt.com/mattias-svanberg/profil/spieler/342405
6,Aster Vranckx,Central Midfield,"Oct 4, 2002 (22)","Belgium, DR Congo","1,83m",right,"Jul 1, 2021",,"Jun 30, 2029",€9.00m,https://www.transfermarkt.com/aster-vranckx/profil/spieler/503881
27,Maximilian Arnold,Central Midfield,"May 27, 1994 (30)",Germany,"1,84m",left,"Jan 1, 2012",,"Jun 30, 2026",€7.00m,https://www.transfermarkt.com/maximilian-arnold/profil/spieler/117674
31,Yannick Gerhardt,Central Midfield,"Mar 13, 1994 (31)",Germany,"1,84m",left,"Jul 1, 2016",,-,€3.00m,https://www.transfermarkt.com/yannick-gerhardt/profil/spieler/119277
40,Kevin Paredes,Left Midfield,"May 7, 2003 (21)","United States, Dominican Republic","1,75m",left,"Jan 28, 2022",,"Jun 30, 2026",€7.50m,https://www.transfermarkt.com/kevin-paredes/profil/spieler/711517
19,Lovro Majer,Attacking Midfield,"Jan 17, 1998 (27)",Croatia,"1,78m",left,"Aug 16, 2023",,"Jun 30, 2028",€20.00m,https://www.transfermarkt.com/lovro-majer/profil/spieler/387106
24,Bence Dárdai,Attacking Midfield,"Jan 24, 2006 (19)","Hungary, Germany","1,89m",right,"Jul 1, 2024",,-,€9.00m,https://www.transfermarkt.com/bence-dardai/profil/spieler/789252
38,Bennit Bröger,Attacking Midfield,"Jul 1, 2006 (18)",Germany,"1,81m",,,,"Jun 30, 2025",€500k,https://www.transfermarkt.com/bennit-broger/profil/spieler/897479
16,Jakub Kaminski,Left Winger,"Jun 5, 2002 (22)",Poland,"1,79m",right,"Jul 1, 2022",,"Jun 30, 2027",€6.00m,https://www.transfermarkt.com/jakub-kaminski/profil/spieler/407098
7,Andreas Skov Olsen,Right Winger,"Dec 29, 1999 (25)",Denmark,"1,87m",left,"Jan 17, 2025",,"Jun 30, 2029",€16.00m,https://www.transfermarkt.com/andreas-skov-olsen/profil/spieler/432982
39,Patrick Wimmer,Right Winger,"May 30, 2001 (23)",Austria,"1,82m",right,"Jul 1, 2022",,"Jun 30, 2027",€15.00m,https://www.transfermarkt.com/patrick-wimmer/profil/spieler/533295
9,Mohamed Amoura,Centre-Forward,"May 9, 2000 (24)",Algeria,"1,70m",right,"Jul 8, 2024",,"Jun 30, 2025",€32.00m,https://www.transfermarkt.com/mohamed-amoura/profil/spieler/746910
23,Jonas Wind,Centre-Forward,"Feb 7, 1999 (26)",Denmark,"1,90m",right,"Jan 31, 2022",,"Jun 30, 2026",€15.00m,https://www.transfermarkt.com/jonas-wind/profil/spieler/391004
11,Tiago Tomás,Centre-Forward,"Jun 16, 2002 (22)",Portugal,"1,80m",right,"Jul 5, 2023",,"Jun 30, 2027",€12.00m,https://www.transfermarkt.com/tiago-tomas/profil/spieler/616344
10,Lukas Nmecha,Centre-Forward,"Dec 14, 1998 (26)","Germany, England","1,85m",right,"Jul 16, 2021",,"Jun 30, 2025",€3.00m,https://www.transfermarkt.com/lukas-nmecha/profil/spieler/314288
17,Kevin Behrens,Centre-Forward,"Feb 3, 1991 (34)",Germany,"1,85m",both,"Jan 31, 2024",,"Jun 30, 2025",€1.50m,https://www.transfermarkt.com/kevin-behrens/profil/spieler/117432
14,Bartosz Bialek,Centre-Forward,"Nov 11, 2001 (23)",Poland,"1,91m",right,"Aug 19, 2020",,"Jun 30, 2025",€800k,https://www.transfermarkt.com/bartosz-bialek/profil/spieler/535551
