Number,Name,Position,Date of Birth/Age,Nationality,Height,Foot,Signed,Previous Team,Contract Until,Market Value,Link
1,Gregor Kobel,Goalkeeper,"Dec 6, 1997 (27)",Switzerland,"1,96m",right,"Jul 1, 2021",,"Jun 30, 2028",€40.00m,https://www.transfermarkt.com/gregor-kobel/profil/spieler/257814
35,Marcel Lotka,Goalkeeper,"May 25, 2001 (23)","Germany, Poland","1,90m",right,"Jul 1, 2022",,"Jun 30, 2025",€1.30m,https://www.transfermarkt.com/marcel-lotka/profil/spieler/453737
33,Alexander Meyer,Goalkeeper,"Apr 13, 1991 (34)",Germany,"1,95m",right,"Jul 1, 2022",,"Jun 30, 2026",€800k,https://www.transfermarkt.com/alexander-meyer/profil/spieler/76158
31,Silas Ostrzinski,Goalkeeper,"Nov 19, 2003 (21)","Germany, Poland","1,98m",right,"Jan 4, 2025",,"Jun 30, 2025",€200k,https://www.transfermarkt.com/silas-ostrzinski/profil/spieler/684116
4,Nico Schlotterbeck,Centre-Back,"Dec 1, 1999 (25)",Germany,"1,91m",left,"Jul 1, 2022",,"Jun 30, 2027",€40.00m,https://www.transfermarkt.com/nico-schlotterbeck/profil/spieler/388198
3,Waldemar Anton,Centre-Back,"Jul 20, 1996 (28)",Germany,"1,89m",right,"Jul 8, 2024",,"Jun 30, 2028",€18.00m,https://www.transfermarkt.com/waldemar-anton/profil/spieler/193004
25,Niklas Süle,Centre-Back,"Sep 3, 1995 (29)",Germany,"1,95m",right,"Jul 1, 2022",,"Jun 30, 2026",€8.00m,https://www.transfermarkt.com/niklas-sule/profil/spieler/166601
39,Filippo Mané,Centre-Back,"Mar 8, 2005 (20)","Italy, Senegal","1,88m",right,"Jan 6, 2025",,"Jun 30, 2028",€600k,https://www.transfermarkt.com/filippo-mane/profil/spieler/883007
5,Ramy Bensebaini,Left-Back,"Apr 16, 1995 (30)",Algeria,"1,87m",left,"Jul 1, 2023",,"Jun 30, 2027",€7.00m,https://www.transfermarkt.com/ramy-bensebaini/profil/spieler/284732
24,Daniel Svensson,Left-Back,"Feb 12, 2002 (23)",Sweden,"1,83m",left,"Feb 3, 2025",,"Jun 30, 2025",€5.50m,https://www.transfermarkt.com/daniel-svensson/profil/spieler/579287
42,Almugera Kabar,Left-Back,"Jun 6, 2006 (18)","Germany, Libya","1,86m",left,"Aug 7, 2024",,"Jun 30, 2028",€1.00m,https://www.transfermarkt.com/almugera-kabar/profil/spieler/884820
2,Yan Couto,Right-Back,"Jun 3, 2002 (22)","Brazil, Portugal","1,68m",right,"Aug 3, 2024",,"Jun 30, 2025",€20.00m,https://www.transfermarkt.com/yan-couto/profil/spieler/627228
26,Julian Ryerson,Right-Back,"Nov 17, 1997 (27)","Norway, United States","1,83m",right,"Jan 17, 2023",,"Jun 30, 2028",€20.00m,https://www.transfermarkt.com/julian-ryerson/profil/spieler/370789
23,Emre Can,Defensive Midfield,"Jan 12, 1994 (31)","Germany, Türkiye","1,86m",right,"Jul 1, 2020",,"Jun 30, 2026",€7.00m,https://www.transfermarkt.com/emre-can/profil/spieler/119296
6,Salih Özcan,Defensive Midfield,"Jan 11, 1998 (27)","Türkiye, Germany","1,83m",right,"Jul 1, 2022",,"Jun 30, 2026",€5.00m,https://www.transfermarkt.com/salih-ozcan/profil/spieler/244940
8,Felix Nmecha,Central Midfield,"Oct 10, 2000 (24)","Germany, England","1,90m",right,"Jul 3, 2023",,"Jun 30, 2028",€28.00m,https://www.transfermarkt.com/felix-nmecha/profil/spieler/406640
17,Carney Chukwuemeka,Central Midfield,"Oct 20, 2003 (21)","England, Nigeria","1,88m",right,"Feb 3, 2025",,"Jun 30, 2025",€15.00m,https://www.transfermarkt.com/carney-chukwuemeka/profil/spieler/659459
