Number,Name,Position,Date of Birth/Age,Nationality,Height,Foot,Signed,Previous Team,Contract Until,Market Value,Link
1,Oliver Baumann,Goalkeeper,"Jun 2, 1990 (34)",Germany,"1,87m",right,"Jul 1, 2014",,"Jun 30, 2026",€3.00m,https://www.transfermarkt.com/oliver-baumann/profil/spieler/55089
37,Luca Philipp,Goalkeeper,"Nov 28, 2000 (24)",Germany,"1,92m",,"Jul 31, 2020",,"Jun 30, 2025",€750k,https://www.transfermarkt.com/luca-philipp/profil/spieler/432671
32,Jakob Busk,Goalkeeper,"Sep 12, 1993 (31)",Denmark,"1,89m",right,"Feb 1, 2025",,"Jun 30, 2025",€250k,https://www.transfermarkt.com/jakob-busk/profil/spieler/203411
36,Lúkas Petersson,Goalkeeper,"Feb 9, 2004 (21)","Iceland, Germany","1,95m",,"Jul 1, 2024",,"Jun 30, 2027",€150k,https://www.transfermarkt.com/lukas-petersson/profil/spieler/718460
5,Ozan Kabak,Centre-Back,"Mar 25, 2000 (25)",Türkiye,"1,87m",right,"Jul 23, 2022",,"Jun 30, 2026",€7.50m,https://www.transfermarkt.com/ozan-kabak/profil/spieler/361260
4,Leo Østigård,Centre-Back,"Nov 28, 1999 (25)",Norway,"1,83m",right,"Feb 3, 2025",,"Jun 30, 2025",€7.00m,https://www.transfermarkt.com/leo-ostigard/profil/spieler/367284
2,Robin Hranac,Centre-Back,"Jan 29, 2000 (25)",Czech Republic,"1,90m",right,"Aug 25, 2024",,-,€3.50m,https://www.transfermarkt.com/robin-hranac/profil/spieler/620217
35,Arthur Chaves,Centre-Back,"Jan 29, 2001 (24)",Brazil,"1,88m",right,"Aug 30, 2024",,-,€3.00m,https://www.transfermarkt.com/arthur-chaves/profil/spieler/875332
25,Kevin Akpoguma,Centre-Back,"Apr 19, 1995 (30)","Nigeria, Germany","1,92m",right,"Jul 1, 2013",,"Jun 30, 2026",€2.50m,https://www.transfermarkt.com/kevin-akpoguma/profil/spieler/160241
34,Stanley Nsoki,Centre-Back,"Apr 9, 1999 (26)","France, DR Congo","1,84m",left,"Aug 3, 2022",,"Jun 30, 2027",€2.50m,https://www.transfermarkt.com/stanley-nsoki/profil/spieler/371141
19,David Jurásek,Left-Back,"Aug 7, 2000 (24)",Czech Republic,"1,83m",left,"Jan 22, 2024",,"Jun 30, 2025",€7.00m,https://www.transfermarkt.com/david-jurasek/profil/spieler/500054
22,Alexander Prass,Left-Back,"May 26, 2001 (23)",Austria,"1,80m",left,"Aug 5, 2024",,"Jun 30, 2028",€6.50m,https://www.transfermarkt.com/alexander-prass/profil/spieler/434116
13,Christopher Lenz,Left-Back,"Sep 22, 1994 (30)",Germany,"1,80m",left,"Sep 12, 2024",,-,€800k,https://www.transfermarkt.com/christopher-lenz/profil/spieler/159844
15,Valentin Gendrey,Right-Back,"Jun 21, 2000 (24)","France, Guadeloupe","1,79m",right,"Aug 27, 2024",,-,€8.50m,https://www.transfermarkt.com/valentin-gendrey/profil/spieler/569387
3,Pavel Kaderabek,Right-Back,"Apr 25, 1992 (33)",Czech Republic,"1,82m",right,"Jul 1, 2015",,"Jun 30, 2025",€2.50m,https://www.transfermarkt.com/pavel-kaderabek/profil/spieler/143798
16,Anton Stach,Defensive Midfield,"Nov 15, 1998 (26)",Germany,"1,94m",right,"Sep 1, 2023",,"Jun 30, 2027",€14.00m,https://www.transfermarkt.com/anton-stach/profil/spieler/344069
18,Diadié Samassékou,Defensive Midfield,"Jan 11, 1996 (29)",Mali,"1,77m",right,"Aug 15, 2019",,"Jun 30, 2025",€1.00m,https://www.transfermarkt.com/diadie-samassekou/profil/spieler/315604
7,Tom Bischof,Central Midfield,"Jun 28, 2005 (19)",Germany,"1,76m",left,"Jul 1, 2021",,"Jun 30, 2025",€25.00m,https://www.transfermarkt.com/tom-bischof/profil/spieler/822959
17,Umut Tohumcu,Central Midfield,"Aug 11, 2004 (20)","Germany, Türkiye","1,75m",right,"Jan 18, 2023",,"Jun 30, 2028",€7.00m,https://www.transfermarkt.com/umut-tohumcu/profil/spieler/569031
6,Grischa Prömel,Central Midfield,"Jan 9, 1995 (30)",Germany,"1,84m",right,"Jul 1, 2022",,"Jun 30, 2026",€4.50m,https://www.transfermarkt.com/grischa-promel/profil/spieler/234029
8,Dennis Geiger,Central Midfield,"Jun 10, 1998 (26)",Germany,"1,73m",right,"Jul 1, 2016",,"Jun 30, 2027",€3.00m,https://www.transfermarkt.com/dennis-geiger/profil/spieler/251309
20,Finn Becker,Central Midfield,"Jun 8, 2000 (24)",Germany,"1,77m",left,"Jul 1, 2022",,"Jun 30, 2026",€2.00m,https://www.transfermarkt.com/finn-becker/profil/spieler/334999
28,Florian Micheler,Central Midfield,"May 17, 2005 (19)",Austria,"1,85m",right,"Jul 1, 2024",,"Jun 30, 2026",€500k,https://www.transfermarkt.com/florian-micheler/profil/spieler/808664
27,Andrej Kramaric,Attacking Midfield,"Jun 19, 1991 (33)",Croatia,"1,77m",right,"Jul 1, 2016",,"Jun 30, 2026",€4.00m,https://www.transfermarkt.com/andrej-kramaric/profil/spieler/46580
29,Bazoumana Touré,Left Winger,"Mar 2, 2006 (19)",Cote d'Ivoire,-,left,"Feb 1, 2025",,"Jun 30, 2029",€9.00m,https://www.transfermarkt.com/bazoumana-toure/profil/spieler/1067904
21,Marius Bülter,Left Winger,"Mar 29, 1993 (32)",Germany,"1,88m",right,"Jul 6, 2023",,"Jun 30, 2026",€2.50m,https://www.transfermarkt.com/marius-bulter/profil/spieler/116088
23,Adam Hlozek,Second Striker,"Jul 25, 2002 (22)",Czech Republic,"1,88m",right,"Aug 17, 2024",,"Jun 30, 2029",€18.00m,https://www.transfermarkt.com/adam-hlozek/profil/spieler/552057
14,Gift Orban,Centre-Forward,"Jul 17, 2002 (22)","Nigeria, Togo","1,78m",right,"Jan 2, 2025",,"Jun 30, 2029",€10.00m,https://www.transfermarkt.com/gift-orban/profil/spieler/1018259
33,Max Moerstedt,Centre-Forward,"Jan 15, 2006 (19)",Germany,"1,94m",right,"Jan 1, 2024",,"Jun 30, 2027",€7.00m,https://www.transfermarkt.com/max-moerstedt/profil/spieler/923595
