Number,Name,Position,Date of Birth/Age,Nationality,Height,Foot,Signed,Previous Team,Contract Until,Market Value,Link
27,Robin Zentner,Goalkeeper,"Oct 28, 1994 (30)",Germany,"1,95m",right,"Jul 1, 2014",,"Jun 30, 2028",€4.00m,https://www.transfermarkt.com/robin-zentner/profil/spieler/160963
33,Daniel Batz,Goalkeeper,"Jan 12, 1991 (34)",Germany,"1,91m",both,"Jul 1, 2023",,"Jun 30, 2026",€350k,https://www.transfermarkt.com/daniel-batz/profil/spieler/90317
1,Lasse Rieß,Goalkeeper,"Jul 27, 2001 (23)",Germany,"1,92m",right,"Jul 1, 2021",,"Jun 30, 2027",€200k,https://www.transfermarkt.com/lasse-riess/profil/spieler/490609
3,Moritz Jenz,Centre-Back,"Apr 30, 1999 (26)","Germany, Nigeria","1,90m",right,"Aug 28, 2024",,"Jun 30, 2025",€6.00m,https://www.transfermarkt.com/moritz-jenz/profil/spieler/460245
25,Andreas Hanche-Olsen,Centre-Back,"Jan 17, 1997 (28)",Norway,"1,85m",right,"Jan 13, 2023",,"Jun 30, 2026",€6.00m,https://www.transfermarkt.com/andreas-hanche-olsen/profil/spieler/370683
5,Maxim Leitsch,Centre-Back,"May 18, 1998 (26)",Germany,"1,89m",left,"Jul 1, 2022",,"Jun 30, 2026",€2.00m,https://www.transfermarkt.com/maxim-leitsch/profil/spieler/334207
21,Danny da Costa,Centre-Back,"Jul 13, 1993 (31)","Germany, Angola","1,87m",right,"Jul 1, 2022",,"Jun 30, 2026",€1.50m,https://www.transfermarkt.com/danny-da-costa/profil/spieler/85906
16,Stefan Bell,Centre-Back,"Aug 24, 1991 (33)",Germany,"1,92m",right,"Jul 1, 2010",,"Jun 30, 2026",€800k,https://www.transfermarkt.com/stefan-bell/profil/spieler/82350
47,Maxim Dal,Centre-Back,"Jan 26, 2006 (19)","Germany, Türkiye","1,88m",left,,,"Jun 30, 2027",€150k,https://www.transfermarkt.com/maxim-dal/profil/spieler/934317
2,Phillipp Mwene,Left-Back,"Jan 29, 1994 (31)","Austria, Kenya","1,70m",right,"Aug 23, 2023",,"Jun 30, 2026",€1.80m,https://www.transfermarkt.com/phillipp-mwene/profil/spieler/127573
30,Silvan Widmer,Right-Back,"Mar 5, 1993 (32)",Switzerland,"1,83m",right,"Jul 9, 2021",,"Jun 30, 2026",€1.50m,https://www.transfermarkt.com/silvan-widmer/profil/spieler/168989
22,Nikolas Veratschnig,Right-Back,"Jan 24, 2003 (22)",Austria,"1,80m",right,"Jul 1, 2024",,"Jun 30, 2028",€800k,https://www.transfermarkt.com/nikolas-veratschnig/profil/spieler/601143
6,Kaishu Sano,Defensive Midfield,"Dec 30, 2000 (24)",Japan,"1,76m",right,"Jul 3, 2024",,"Jun 30, 2028",€17.00m,https://www.transfermarkt.com/kaishu-sano/profil/spieler/643574
15,Lennard Maloney,Defensive Midfield,"Oct 8, 1999 (25)","United States, Germany","1,88m",right,"Jan 21, 2025",,"Jun 30, 2028",€5.00m,https://www.transfermarkt.com/lennard-maloney/profil/spieler/392710
31,Dominik Kohr,Defensive Midfield,"Jan 31, 1994 (31)",Germany,"1,83m",right,"Jul 1, 2022",,"Jun 30, 2028",€3.50m,https://www.transfermarkt.com/dominik-kohr/profil/spieler/118847
18,Nadiem Amiri,Central Midfield,"Oct 27, 1996 (28)",Germany,"1,80m",right,"Jan 31, 2024",,"Jun 30, 2028",€18.00m,https://www.transfermarkt.com/nadiem-amiri/profil/spieler/232454
19,Anthony Caci,Right Midfield,"Jul 1, 1997 (27)",France,"1,84m",right,"Jul 1, 2022",,"Jun 30, 2026",€10.00m,https://www.transfermarkt.com/anthony-caci/profil/spieler/453016
8,Paul Nebel,Attacking Midfield,"Oct 10, 2002 (22)","Germany, Ireland","1,69m",both,"Jul 1, 2020",,"Jun 30, 2027",€17.00m,https://www.transfermarkt.com/paul-nebel/profil/spieler/503160
14,Hyun-seok Hong,Attacking Midfield,"Jun 16, 1999 (25)","Korea, South","1,77m",left,"Aug 29, 2024",,"Jun 30, 2028",€3.50m,https://www.transfermarkt.com/hyun-seok-hong/profil/spieler/562948
7,Jae-sung Lee,Attacking Midfield,"Aug 10, 1992 (32)","Korea, South","1,80m",left,"Jul 8, 2021",,"Jun 30, 2026",€2.50m,https://www.transfermarkt.com/jae-sung-lee/profil/spieler/314398
9,Arnaud Nordin,Right Winger,"Jun 17, 1998 (26)","France, Martinique","1,70m",both,"Jan 28, 2025",,"Jun 30, 2028",€6.00m,https://www.transfermarkt.com/arnaud-nordin/profil/spieler/324811
11,Armindo Sieb,Second Striker,"Feb 17, 2003 (22)","Germany, Mozambique","1,75m",both,"Jul 2, 2024",,"Jun 30, 2026",€4.00m,https://www.transfermarkt.com/armindo-sieb/profil/spieler/569033
29,Jonathan Burkardt,Centre-Forward,"Jul 11, 2000 (24)",Germany,"1,83m",right,"Jul 1, 2018",,"Jun 30, 2027",€35.00m,https://www.transfermarkt.com/jonathan-burkardt/profil/spieler/333647
44,Nelson Weiper,Centre-Forward,"Mar 17, 2005 (20)","Germany, Albania","1,92m",right,"Jul 1, 2022",,"Jun 30, 2025",€6.00m,https://www.transfermarkt.com/nelson-weiper/profil/spieler/796213
