Number,Name,Position,Date of Birth/Age,Nationality,Height,Foot,Signed,Previous Team,Contract Until,Market Value,Link
1,Timo Horn,Goalkeeper,"May 12, 1993 (31)",Germany,"1,92m",left,"Aug 1, 2024",,"Jun 30, 2026",€800k,https://www.transfermarkt.com/timo-horn/profil/spieler/84938
27,Patrick Drewes,Goalkeeper,"Feb 4, 1993 (32)",Germany,"1,94m",right,"Jul 1, 2024",,"Jun 30, 2026",€800k,https://www.transfermarkt.com/patrick-drewes/profil/spieler/94192
34,Paul Grave,Goalkeeper,"Apr 10, 2001 (24)",Germany,"1,93m",right,"Jul 1, 2019",,"Jun 30, 2025",€50k,https://www.transfermarkt.com/paul-grave/profil/spieler/452192
5,Bernardo,Centre-Back,"May 14, 1995 (29)",Brazil,"1,86m",left,"Aug 2, 2023",,"Jun 30, 2025",€5.50m,https://www.transfermarkt.com/bernardo/profil/spieler/364258
14,Tim Oermann,Centre-Back,"Oct 6, 2003 (21)",Germany,"1,89m",right,"Jul 1, 2022",,"Jun 30, 2026",€5.00m,https://www.transfermarkt.com/tim-oermann/profil/spieler/696164
4,Erhan Masovic,Centre-Back,"Nov 22, 1998 (26)",Serbia,"1,89m",both,"Oct 5, 2020",,"Jun 30, 2026",€3.00m,https://www.transfermarkt.com/erhan-masovic/profil/spieler/343959
13,Jakov Medic,Centre-Back,"Sep 7, 1998 (26)",Croatia,"1,93m",right,"Aug 20, 2024",,"Jun 30, 2025",€2.00m,https://www.transfermarkt.com/jakov-medic/profil/spieler/488755
20,Ivan Ordets,Centre-Back,"Jul 8, 1992 (32)",Ukraine,"1,95m",right,"Jul 1, 2024",,"Jun 30, 2026",€1.80m,https://www.transfermarkt.com/ivan-ordets/profil/spieler/118850
25,Mohammed Tolba,Centre-Back,"Jul 19, 2004 (20)","Germany, Egypt","1,85m",right,"Jul 1, 2022",,"Jun 30, 2025",€200k,https://www.transfermarkt.com/mohammed-tolba/profil/spieler/813730
32,Maximilian Wittek,Left-Back,"Aug 21, 1995 (29)",Germany,"1,73m",left,"Aug 14, 2023",,"Jun 30, 2026",€2.00m,https://www.transfermarkt.com/maximilian-wittek/profil/spieler/196793
15,Felix Passlack,Right-Back,"May 29, 1998 (26)",Germany,"1,70m",right,"Jul 1, 2023",,"Jun 30, 2025",€2.50m,https://www.transfermarkt.com/felix-passlack/profil/spieler/274461
2,Cristian Gamboa,Right-Back,"Oct 24, 1989 (35)",Costa Rica,"1,75m",right,"Aug 27, 2019",,"Jun 30, 2025",€500k,https://www.transfermarkt.com/cristian-gamboa/profil/spieler/121686
6,Ibrahima Sissoko,Defensive Midfield,"Oct 27, 1997 (27)","Mali, France","1,93m",right,"Jul 1, 2024",,"Jun 30, 2027",€6.00m,https://www.transfermarkt.com/ibrahima-sissoko/profil/spieler/372712
8,Anthony Losilla,Defensive Midfield,"Mar 10, 1986 (39)",France,"1,85m",right,"Jul 1, 2014",,"Jun 30, 2025",€500k,https://www.transfermarkt.com/anthony-losilla/profil/spieler/111266
16,Niklas Jahn,Defensive Midfield,"Jul 26, 2004 (20)",Germany,"1,72m",right,"Jul 1, 2024",,"Jun 30, 2027",€200k,https://www.transfermarkt.com/niklas-jahn/profil/spieler/744600
17,Tom Krauß,Central Midfield,"Jun 22, 2001 (23)",Germany,"1,82m",right,"Jan 30, 2025",,"Jun 30, 2025",€4.00m,https://www.transfermarkt.com/tom-krauss/profil/spieler/405687
19,Matus Bero,Central Midfield,"Sep 6, 1995 (29)",Slovakia,"1,81m",right,"Jul 1, 2023",,"Jun 30, 2026",€3.50m,https://www.transfermarkt.com/matus-bero/profil/spieler/204047
24,Mats Pannewig,Central Midfield,"Oct 28, 2004 (20)",Germany,"1,95m",,"Jul 1, 2023",,"Jun 30, 2026",€600k,https://www.transfermarkt.com/mats-pannewig/profil/spieler/796221
23,Koji Miyoshi,Right Midfield,"Mar 26, 1997 (28)",Japan,"1,67m",left,"Aug 30, 2024",,"Jun 30, 2028",€1.80m,https://www.transfermarkt.com/koji-miyoshi/profil/spieler/295060
10,Dani de Wit,Attacking Midfield,"Jan 28, 1998 (27)",Netherlands,"1,84m",right,"Jul 3, 2024",,"Jun 30, 2028",€3.00m,https://www.transfermarkt.com/dani-de-wit/profil/spieler/340459
28,Lennart Koerdt,Attacking Midfield,"Jan 7, 2005 (20)",Germany,"1,87m",right,"Jul 1, 2024",,"Jun 30, 2027",-,https://www.transfermarkt.com/lennart-koerdt/profil/spieler/930008
