Jugador,Bruto Semanal,Bruto Anual,Bonus,Expiración,Años Restantes,Remanente Bruto,Cláusula De Rescisión
Iñaki Williams,"€ 219,231","€ 11,400,000",,"Jun 30, 2028",4,"€ 45,600,000","€ 135,000,000"
Nico Williams,"€ 200,385","€ 10,420,000",,"Jun 30, 2027",3,"€ 31,260,000","€ 58,000,000"
Unai Simón,"€ 82,308","€ 4,280,000",,"Jun 30, 2029",5,"€ 21,400,000",
Yuri Berchiche,"€ 82,308","€ 4,280,000",,"Jun 30, 2025",1,"€ 4,280,000","€ 100,000,000"
Dani Vivian,"€ 60,192","€ 3,130,000",,"Jun 30, 2032",8,"€ 25,040,000",
Oihan Sancet,"€ 48,077","€ 2,500,000",,"Jun 30, 2032",8,"€ 20,000,000","€ 80,000,000"
Yeray Álvarez,"€ 46,154","€ 2,400,000",,"Jun 30, 2026",2,"€ 4,800,000","€ 70,000,000"
Mikel Vesga,"€ 40,000","€ 2,080,000",,"Jun 30, 2027",3,"€ 6,240,000","€ 50,000,000"
Gorka Guruzeta,"€ 40,000","€ 2,080,000",,"Jun 30, 2028",4,"€ 8,320,000",
Álvaro Djaló,"€ 36,154","€ 1,880,000",,"Jun 30, 2029",5,"€ 9,400,000",
Unai Núñez,"€ 32,692","€ 1,700,000",,"Jun 30, 2025",1,"€ 1,700,000",
Andoni Gorosabel,"€ 30,000","€ 1,560,000",,"Jun 30, 2028",4,"€ 6,240,000",
Óscar de Marcos,"€ 24,038","€ 1,250,000",,"Jun 30, 2025",1,"€ 1,250,000",
Aitor Paredes,"€ 24,038","€ 1,250,000",,"Jun 30, 2029",5,"€ 6,250,000",
Álex Berenguer,"€ 24,038","€ 1,250,000",,"Jun 30, 2027",3,"€ 3,750,000",
Beñat Prados,"€ 20,000","€ 1,040,000","€ 210,000","Jun 30, 2031",7,"€ 7,280,000",
Iñigo Lekue,"€ 19,231","€ 1,000,000",,"Jun 30, 2025",1,"€ 1,000,000","€ 45,000,000"
Iñigo Ruiz de Galarreta,"€ 14,615","€ 760,000",,"Jun 30, 2025",1,"€ 760,000",
Julen Agirrezabala,"€ 14,038","€ 730,000",,"Jun 30, 2027",3,"€ 2,190,000",
Maroan Sannadi,"€ 11,923","€ 620,000",,"Jun 30, 2029",5,"€ 3,100,000",
Unai Gómez,"€ 5,769","€ 300,000","€ 200,000","Jun 30, 2028",4,"€ 1,200,000",
Mikel Jauregizar,"€ 4,038","€ 210,000",,"Jun 30, 2027",3,"€ 630,000",
Adama Boiro,"€ 4,038","€ 210,000",,"Jun 30, 2029",5,"€ 1,050,000",
