Jugador,Bruto Semanal,Bruto Anual,Bonus,Expiración,Años Restantes,Remanente Bruto,Cláusula De Rescisión
Riccardo Orsolini,"€ 71,154","€ 3,700,000",,"Jun 30, 2027",3,"€ 11,100,000",
Thijs Dallinga,"€ 56,923","€ 2,960,000",,"Jun 30, 2028",4,"€ 11,840,000",
Juan Miranda,"€ 42,692","€ 2,220,000","€ 740,000","Jun 30, 2027",3,"€ 6,660,000",
Tommaso Pobega,"€ 35,577","€ 1,850,000",,"Jun 30, 2025",1,"€ 1,850,000",
Davide Calabria,"€ 35,577","€ 1,850,000",,"Jun 30, 2025",1,"€ 1,850,000",
Remo Freuler,"€ 35,577","€ 1,850,000",,"Jun 30, 2026",2,"€ 3,700,000",
Nicolò Casale,"€ 35,577","€ 1,850,000",,"Jun 30, 2025",1,"€ 1,850,000",
Lukasz Skorupski,"€ 32,115","€ 1,670,000",,"Jun 30, 2026",2,"€ 3,340,000",
Lewis Ferguson,"€ 24,615","€ 1,280,000",,"Jun 30, 2028",4,"€ 5,120,000",
Nikola Moro,"€ 23,846","€ 1,240,000",,"Jun 30, 2027",3,"€ 3,720,000",
Nicolò Cambiaghi,"€ 21,346","€ 1,110,000",,"Jun 30, 2029",5,"€ 5,550,000",
Jens Odgaard,"€ 21,346","€ 1,110,000",,"Jun 30, 2027",3,"€ 3,330,000",
Dan Ndoye,"€ 19,808","€ 1,030,000",,"Jun 30, 2027",3,"€ 3,090,000",
Emil Holm,"€ 19,808","€ 1,030,000",,"Jun 30, 2028",4,"€ 4,120,000",
Michel Aebischer,"€ 19,808","€ 1,030,000","€ 260,000","Jun 30, 2027",3,"€ 3,090,000",
Jhon Lucumí,"€ 18,462","€ 960,000",,"Jun 30, 2026",2,"€ 1,920,000",
Martin Erlić,"€ 17,885","€ 930,000",,"Jun 30, 2029",5,"€ 4,650,000",
Charalampos Lykogiannis,"€ 17,885","€ 930,000",,"Jun 30, 2025",1,"€ 930,000",
Santiago Castro,"€ 17,885","€ 930,000",,"Jun 30, 2028",4,"€ 3,720,000",
Sam Beukema,"€ 17,308","€ 900,000",,"Jun 30, 2027",3,"€ 2,700,000",
Benjamín Domínguez,"€ 14,231","€ 740,000",,"Jun 30, 2029",5,"€ 3,700,000",
Federico Ravaglia,"€ 14,231","€ 740,000",,"Jun 30, 2028",4,"€ 2,960,000",
Giovanni Fabbian,"€ 14,231","€ 740,000",,"Jun 30, 2028",4,"€ 2,960,000",
Oussama El Azzouzi,"€ 11,154","€ 580,000",,"Jun 30, 2027",3,"€ 1,740,000",
Estanis Pedrola,"€ 8,846","€ 460,000",,"Jun 30, 2025",1,"€ 460,000",
Lorenzo De Silvestri,"€ 7,115","€ 370,000",,"Jun 30, 2025",1,"€ 370,000",
Andri Fannar Baldursson,"€ 6,346","€ 330,000",,"Jun 30, 2025",1,"€ 330,000",
Nicola Bagnolini,"€ 5,385","€ 280,000",,"Jun 30, 2027",3,"€ 840,000",
