Jugador,Bruto Semanal,Bruto Anual,Bonus,Expiración,Años Restantes,Remanente Bruto,Cláusula De Rescisión
André Ayew,"€ 35,000","€ 1,820,000",,"Jun 30, 2025",1,"€ 1,820,000",
Daler Kuzyaev,"€ 35,000","€ 1,820,000",,"Jun 30, 2025",1,"€ 1,820,000",
Fodé Ballo-Touré,"€ 24,615","€ 1,280,000",,"Jun 30, 2025",1,"€ 1,280,000",
Abdoulaye Touré,"€ 21,154","€ 1,100,000",,"Jun 30, 2025",1,"€ 1,100,000",
Ahmed Hassan,"€ 17,308","€ 900,000",,"Jun 30, 2025",1,"€ 900,000",
Junior Mwanga,"€ 13,077","€ 680,000",,"Jun 30, 2025",1,"€ 680,000",
Gautier Lloris,"€ 10,385","€ 540,000",,"Jun 30, 2026",2,"€ 1,080,000",
Étienne Youté Kinkoué,"€ 10,385","€ 540,000",,"Jun 30, 2026",2,"€ 1,080,000",
Yassine Kechta,"€ 10,000","€ 520,000",,"Jun 30, 2026",2,"€ 1,040,000",
Timothée Pembélé,"€ 8,846","€ 460,000",,"Jun 30, 2025",1,"€ 460,000",
Arouna Sangante,"€ 8,077","€ 420,000",,"Jun 30, 2026",2,"€ 840,000",
Mahamadou Diawara,"€ 7,692","€ 400,000",,"Jun 30, 2025",1,"€ 400,000",
Loïc Nego,"€ 7,692","€ 400,000",,"Jun 30, 2025",1,"€ 400,000",
Ilyes Housni,"€ 6,923","€ 360,000",,"Jun 30, 2025",1,"€ 360,000",
Mathieu Gorgelin,"€ 6,731","€ 350,000",,"Jun 30, 2025",1,"€ 350,000",
Rassoul Ndiaye,"€ 6,346","€ 330,000",,"Jun 30, 2026",2,"€ 660,000",
Oualid El Hajjam,"€ 6,154","€ 320,000",,"Jun 30, 2026",2,"€ 640,000",
Josué Casimir,"€ 5,769","€ 300,000",,"Jun 30, 2025",1,"€ 300,000",
Arthur Desmas,"€ 5,769","€ 300,000",,"Jun 30, 2025",1,"€ 300,000",
Emmanuel Sabbi,"€ 5,000","€ 260,000",,"Jun 30, 2027",3,"€ 780,000",
Issa Soumaré,"€ 4,808","€ 250,000",,"Jun 30, 2026",2,"€ 500,000",
Yanis Zouaoui,"€ 4,808","€ 250,000",,"Jun 30, 2027",3,"€ 750,000",
Elysée Logbo,"€ 4,231","€ 220,000",,"Jun 30, 2027",3,"€ 660,000",
Yann Kitala,"€ 4,038","€ 210,000",,"Jun 30, 2025",1,"€ 210,000",
Antoine Joujou,"€ 3,269","€ 170,000",,"Jun 30, 2025",1,"€ 170,000",
Aloïs Confais,"€ 2,308","€ 120,000",,"Jun 30, 2025",1,"€ 120,000",
Ruben Londja,"€ 1,538","€ 80,000",,"Jun 30, 2028",4,"€ 320,000",
Ismaïl Bouneb,"€ 1,538","€ 80,000",,"Jun 30, 2028",4,"€ 320,000",
