Jugador,Bruto Semanal,Bruto Anual,Bonus,Expiración,Años Restantes,Remanente Bruto,Cláusula De Rescisión
Sébastien Haller,"€ 48,077","€ 2,500,000",,"Jun 30, 2025",1,"€ 2,500,000",
Paxten Aaronson,"€ 16,154","€ 840,000",,"Jun 30, 2025",1,"€ 840,000",
Noah Ohio,"€ 15,000","€ 780,000",,"Jun 30, 2027",3,"€ 2,340,000",
Oscar Fraulo,"€ 15,000","€ 780,000",,"Jun 30, 2025",1,"€ 780,000",
Miguel Rodríguez,"€ 9,615","€ 500,000",,"Jun 30, 2025",1,"€ 500,000",
Siebe Horemans,"€ 9,423","€ 490,000",,"Jun 30, 2027",3,"€ 1,470,000",
Vasilios Barkas,"€ 9,423","€ 490,000",,"Jun 30, 2028",4,"€ 1,960,000",
Mike van der Hoorn,"€ 9,423","€ 490,000",,"Jun 30, 2026",2,"€ 980,000",
David Min,"€ 7,692","€ 400,000",,"Jun 30, 2028",4,"€ 1,600,000",
Can Bozdogan,"€ 7,308","€ 380,000",,"Jun 30, 2026",2,"€ 760,000",
Jens Toornstra,"€ 6,923","€ 360,000",,"Jun 30, 2025",1,"€ 360,000",
Nick Viergever,"€ 6,731","€ 350,000",,"Jun 30, 2025",1,"€ 350,000",
Niklas Vesterlund,"€ 6,731","€ 350,000",,"Jun 30, 2027",3,"€ 1,050,000",
Victor Jensen,"€ 5,769","€ 300,000",,"Jun 30, 2026",2,"€ 600,000",
Yoann Cathline,"€ 5,769","€ 300,000",,"Jun 30, 2025",1,"€ 300,000",
Miliano Jonathans,"€ 5,769","€ 300,000",,"Jun 30, 2028",4,"€ 1,200,000",
Kolbeinn Finnsson,"€ 5,769","€ 300,000",,"Jun 30, 2027",3,"€ 900,000",
Matisse Didden,"€ 4,615","€ 240,000",,"Jun 30, 2028",4,"€ 960,000",
Alonzo Engwanda,"€ 4,615","€ 240,000",,"Jun 30, 2028",4,"€ 960,000",
Michael Brouwer,"€ 3,846","€ 200,000",,"Jun 30, 2026",2,"€ 400,000",
Zidane Iqbal,"€ 3,462","€ 180,000",,"Jun 30, 2027",3,"€ 540,000",
Anthony Descotte,"€ 3,462","€ 180,000",,"Jun 30, 2025",1,"€ 180,000",
Souffian El Karouani,"€ 3,462","€ 180,000",,"Jun 30, 2026",2,"€ 360,000",
Joshua Mukeh,"€ 2,885","€ 150,000",,"Jun 30, 2027",3,"€ 450,000",
Tom de Graaff,"€ 1,731","€ 90,000",,"Jun 30, 2027",3,"€ 270,000",
Kevin Gadellaa,"€ 1,731","€ 90,000",,"Jun 30, 2027",3,"€ 270,000",
Adrian Blake,"€ 1,346","€ 70,000",,"Jun 30, 2027",3,"€ 210,000",
