Jugador,Bruto Semanal,Bruto Anual,Bonus,Expiración,Años Restantes,Remanente Bruto,Cláusula De Rescisión
Matt Miazga,"€ 25,886","€ 1,346,080",,"Dec 31, 2025",1,"€ 1,346,080",
Miles Robinson,"€ 24,304","€ 1,263,832",,"Dec 31, 2025",1,"€ 1,263,832",
Obinna Nwobodo,"€ 22,237","€ 1,156,304",,"Dec 31, 2025",1,"€ 1,156,304",
DeAndre Yedlin,"€ 14,428","€ 750,274",,"Dec 31, 2025",1,"€ 750,274",
Sergio Santos,"€ 13,580","€ 706,140",,"Dec 31, 2025",1,"€ 706,140",
Teenage Hadebe,"€ 11,966","€ 622,244",,"Dec 31, 2025",1,"€ 622,244",
Yuya Kubo,"€ 11,033","€ 573,739",,"Dec 31, 2025",1,"€ 573,739",
Corey Baird,"€ 10,937","€ 568,724",,"Dec 31, 2025",1,"€ 568,724",
Pavel Bucha,"€ 7,639","€ 397,204",,"Dec 31, 2026",2,"€ 794,408",
Roman Celentano,"€ 6,790","€ 353,070",,"Dec 31, 2027",3,"€ 1,059,210",
Alec Kann,"€ 4,244","€ 220,669",,"Dec 31, 2025",1,"€ 220,669",
Alvas Powell,"€ 4,244","€ 220,669",,"Dec 31, 2025",1,"€ 220,669",
Evan Louro,"€ 1,523","€ 79,190",,"Dec 31, 2025",1,"€ 79,190",
Stiven Jimenez,"€ 1,523","€ 79,190",,"Dec 31, 2025",1,"€ 79,190",
Nick Hagglund,"€ 1,523","€ 79,190",,"Dec 31, 2027",3,"€ 237,570",
Luca Orellano,"€ 1,523","€ 79,190",,"Dec 31, 2029",5,"€ 395,950",
Paul Walters,"€ 1,212","€ 63,024",,"Dec 31, 2026",2,"€ 126,048",
Gerardo Valenzuela,"€ 1,212","€ 63,024",,"Dec 31, 2026",2,"€ 126,048",
Evander,,,,"Dec 31, 2027",3,,
Brad Smith,,,,"Dec 31, 2025",1,,
Stefan Chirila,,,,"Dec 31, 2028",4,,
Lukas Engel,,,,"Dec 31, 2025",1,,
Tah Anunga,,,,"Dec 31, 2025",1,,
Kévin Denkey,,,,"Dec 31, 2028",4,,
Gilberto Flores,,,,"Dec 31, 2027",3,,
