Jugador,Bruto Semanal,Bruto Anual,Bonus,Expiración,Años Restantes,Remanente Bruto,Cláusula De Rescisión
Gonçalo Guedes,"€ 106,737","€ 5,550,342",,"Jun 30, 2027",3,"€ 16,651,026",
Matheus Cunha,"€ 106,737","€ 5,550,342",,"Jun 30, 2029",5,"€ 27,751,710","€ 74,123,156"
Pablo Sarabia,"€ 106,737","€ 5,550,342",,"Jun 30, 2025",1,"€ 5,550,342",
Nélson Semedo,"€ 94,878","€ 4,933,637",,"Jun 30, 2025",1,"€ 4,933,637",
João Gomes,"€ 83,018","€ 4,316,933",,"Jun 30, 2030",6,"€ 25,901,596",
Hee-chan Hwang,"€ 83,018","€ 4,316,933",,"Jun 30, 2028",4,"€ 17,267,730",
Boubacar Traoré,"€ 65,228","€ 3,391,876",,"Jun 30, 2027",3,"€ 10,175,627",
Matt Doherty,"€ 59,299","€ 3,083,523",,"Jun 30, 2026",2,"€ 6,167,047",
Marshall Munetsi,"€ 59,299","€ 3,083,523",,"Jun 30, 2028",4,"€ 12,334,093",
Emmanuel Agbadou,"€ 53,369","€ 2,775,171",,"Jun 30, 2029",5,"€ 13,875,855",
Craig Dawson,"€ 53,369","€ 2,775,171",,"Jun 30, 2025",1,"€ 2,775,171",
Sam Johnstone,"€ 47,439","€ 2,466,819",,"Jun 30, 2028",4,"€ 9,867,275",
José Sá,"€ 47,439","€ 2,466,819",,"Jun 30, 2027",3,"€ 7,400,456",
André Trindade,"€ 41,509","€ 2,158,466",,"Jun 30, 2029",5,"€ 10,792,332",
Sasa Kalajdzic,"€ 41,509","€ 2,158,466",,"Jun 30, 2027",3,"€ 6,475,399",
Jean-Ricner Bellegarde,"€ 41,509","€ 2,158,466",,"Jun 30, 2028",4,"€ 8,633,865",
Santiago Bueno,"€ 35,579","€ 1,850,114",,"Jun 30, 2028",4,"€ 7,400,456",
Toti Gomes,"€ 29,649","€ 1,541,762",,"Jun 30, 2029",5,"€ 7,708,808",
Rodrigo Gomes,"€ 29,649","€ 1,541,762",,"Jun 30, 2029",5,"€ 7,708,808",
Yerson Mosquera,"€ 23,719","€ 1,233,409",,"Jun 30, 2030",6,"€ 7,400,456",
Carlos Forbs,"€ 23,719","€ 1,233,409",,"Jun 30, 2025",1,"€ 1,233,409",
Daniel Bentley,"€ 23,719","€ 1,233,409",,"Jun 30, 2027",3,"€ 3,700,228",
Nasser Djiga,"€ 17,790","€ 925,057",,"Jun 30, 2030",6,"€ 5,550,342",
Jørgen Strand Larsen,"€ 17,790","€ 925,057",,"Jun 30, 2025",1,"€ 925,057",
Ki-Jana Hoever,"€ 17,790","€ 925,057",,"Jun 30, 2026",2,"€ 1,850,114",
Pedro Lima,"€ 17,790","€ 925,057",,"Jun 30, 2029",5,"€ 4,625,285",
Enso González,"€ 14,825","€ 770,881",,"Jun 30, 2029",5,"€ 3,854,404",
Tom King,"€ 11,860","€ 616,705",,"Jun 30, 2027",3,"€ 1,850,114",
Tommy Doyle,"€ 11,860","€ 616,705",,"Jun 30, 2028",4,"€ 2,466,819",
Rayan Aït-Nouri,"€ 11,860","€ 616,705",,"Jun 30, 2026",2,"€ 1,233,409",
Bastien Meupiyou,"€ 9,488","€ 493,364",,"Jun 30, 2029",5,"€ 2,466,819",
Joe Hodge,"€ 7,116","€ 370,023",,"Jun 30, 2027",3,"€ 1,110,068",
Nigel Lonwijk,"€ 5,930","€ 308,352",,"Jun 30, 2025",1,"€ 308,352",
Chem Campbell,"€ 3,558","€ 185,011",,"Jun 30, 2026",2,"€ 370,023",
Dexter Lembikisa,"€ 3,558","€ 185,011",,"Jun 30, 2026",2,"€ 370,023",
Nathan Fraser,"€ 2,965","€ 154,176",,"Jun 30, 2028",4,"€ 616,705",
Tawanda Chirewa,,,,"Jun 30, 2027",3,,
Chiquinho,,,,"Jun 30, 2026",2,,
Finn Ashworth,,,,"Jun 30, 2025",1,,
Hugo Bueno,,,,"Jun 30, 2028",4,,
Marvin Kaleta,,,,"Jun 30, 2025",1,,
