Jugador,Bruto Semanal,Bruto Anual,Bonus,Expiración,Años Restantes,Remanente Bruto,Cláusula De Rescisión
Duván Zapata,"€ 96,154","€ 5,000,000",,"Jun 30, 2027",3,"€ 15,000,000",
Samuele Ricci,"€ 64,038","€ 3,330,000",,"Jun 30, 2028",4,"€ 13,320,000",
Ché Adams,"€ 64,038","€ 3,330,000",,"Jun 30, 2027",3,"€ 9,990,000",
Guillermo Maripán,"€ 60,577","€ 3,150,000",,"Jun 30, 2026",2,"€ 6,300,000",
Cristiano Biraghi,"€ 60,577","€ 3,150,000",,"Jun 30, 2025",1,"€ 3,150,000",
Antonio Sanabria,"€ 56,923","€ 2,960,000",,"Jun 30, 2026",2,"€ 5,920,000",
Cesare Casadei,"€ 53,462","€ 2,780,000",,"Jun 30, 2029",5,"€ 13,900,000",
Eljif Elmas,"€ 53,462","€ 2,780,000",,"Jun 30, 2025",1,"€ 2,780,000",
Karol Linetty,"€ 49,808","€ 2,590,000",,"Jun 30, 2025",1,"€ 2,590,000",
Nikola Vlašić,"€ 49,231","€ 2,560,000",,"Jun 30, 2027",3,"€ 7,680,000",
Valentino Lazaro,"€ 36,923","€ 1,920,000",,"Jun 30, 2025",1,"€ 1,920,000",
Borna Sosa,"€ 35,577","€ 1,850,000",,"Jun 30, 2025",1,"€ 1,850,000",
Yann Karamoh,"€ 35,577","€ 1,850,000",,"Jun 30, 2025",1,"€ 1,850,000",
Perr Schuurs,"€ 34,423","€ 1,790,000",,"Jun 30, 2026",2,"€ 3,580,000",
Saúl Coco,"€ 32,115","€ 1,670,000",,"Jun 30, 2028",4,"€ 6,680,000",
Ivan Ilić,"€ 29,615","€ 1,540,000",,"Jun 30, 2027",3,"€ 4,620,000",
Vanja Milinković-Savić,"€ 25,000","€ 1,300,000",,"Jun 30, 2026",2,"€ 2,600,000","€ 20,000,000"
Marcus Holmgren Pedersen,"€ 25,000","€ 1,300,000",,"Jun 30, 2025",1,"€ 1,300,000",
Adam Masina,"€ 24,615","€ 1,280,000",,"Jun 30, 2026",2,"€ 2,560,000",
Adrien Tamèze,"€ 24,615","€ 1,280,000",,"Jun 30, 2026",2,"€ 2,560,000",
Gvidas Gineitis,"€ 21,346","€ 1,110,000",,"Jun 30, 2028",4,"€ 4,440,000",
Sebastian Walukiewicz,"€ 21,346","€ 1,110,000",,"Jun 30, 2027",3,"€ 3,330,000",
Antonio Donnarumma,"€ 10,769","€ 560,000",,"Jun 30, 2026",2,"€ 1,120,000",
Alberto Paleari,"€ 10,769","€ 560,000",,"Jun 30, 2026",2,"€ 1,120,000",
Amine Salama,"€ 7,885","€ 410,000",,"Jun 30, 2025",1,"€ 410,000",
Emirhan İlkhan,"€ 6,731","€ 350,000",,"Jun 30, 2026",2,"€ 700,000",
Alieu Njie,"€ 5,769","€ 300,000",,"Jun 30, 2027",3,"€ 900,000",
Ali Dembélé,"€ 5,385","€ 280,000",,"Jun 30, 2026",2,"€ 560,000",
Zanos Savva,"€ 5,385","€ 280,000",,"Jun 30, 2026",2,"€ 560,000",
Brian Bayeye,,,,"Jun 30, 2025",1,,
