Jugador,Bruto Semanal,Bruto Anual,Bonus,Expiración,Años Restantes,Remanente Bruto,Cláusula De Rescisión
Bryan Zaragoza,"€ 120,192","€ 6,250,000",,"Jun 30, 2025",1,"€ 6,250,000",
Rubén García,"€ 25,962","€ 1,350,000",,"Jun 30, 2026",2,"€ 2,700,000","€ 8,000,000"
Ante Budimir,"€ 25,962","€ 1,350,000",,"Jun 30, 2027",3,"€ 4,050,000","€ 20,000,000"
Lucas Torró,"€ 20,000","€ 1,040,000",,"Jun 30, 2027",3,"€ 3,120,000",
Jon Moncayola,"€ 19,231","€ 1,000,000","€ 500,000","Jun 30, 2031",7,"€ 7,000,000","€ 22,000,000"
Alejandro Catena,"€ 19,231","€ 1,000,000",,"Jun 30, 2028",4,"€ 4,000,000",
Sergio Herrera,"€ 18,269","€ 950,000",,"Jun 30, 2026",2,"€ 1,900,000",
Aimar Oroz,"€ 18,269","€ 950,000",,"Jun 30, 2029",5,"€ 4,750,000","€ 30,000,000"
Moi Gómez,"€ 17,308","€ 900,000",,"Jun 30, 2027",3,"€ 2,700,000","€ 20,000,000"
Rubén Peña,"€ 16,154","€ 840,000",,"Jun 30, 2025",1,"€ 840,000",
Aitor Fernández,"€ 16,154","€ 840,000",,"Jun 30, 2027",3,"€ 2,520,000","€ 14,000,000"
Abel Bretones,"€ 13,846","€ 720,000",,"Jun 30, 2029",5,"€ 3,600,000",
José Manuel Arnáiz,"€ 13,077","€ 680,000",,"Jun 30, 2025",1,"€ 680,000",
Raúl García,"€ 11,538","€ 600,000",,"Jun 30, 2028",4,"€ 2,400,000",
Unai García,"€ 10,192","€ 530,000",,"Jun 30, 2025",1,"€ 530,000","€ 20,000,000"
Iker Muñoz,"€ 10,192","€ 530,000",,"Jun 30, 2027",3,"€ 1,590,000",
Enzo Boyomo,"€ 10,000","€ 520,000",,"May 30, 2029",5,"€ 2,600,000",
Kike Barja,"€ 8,077","€ 420,000",,"Jun 30, 2026",2,"€ 840,000",
Juan Cruz,"€ 7,692","€ 400,000",,"Jun 30, 2026",2,"€ 800,000","€ 15,000,000"
Jesús Areso,"€ 7,692","€ 400,000",,"Jun 30, 2026",2,"€ 800,000",
Jorge Herrando,"€ 3,846","€ 200,000",,"Jun 30, 2027",3,"€ 600,000",
Pablo Ibáñez,"€ 3,462","€ 180,000",,"Jun 30, 2025",1,"€ 180,000","€ 25,000,000"
