Jugador,Bruto Semanal,Bruto Anual,Bonus,Expiración,Años Restantes,Remanente Bruto,Cláusula De Rescisión
Ferdi Kadıoğlu,"€ 103,772","€ 5,396,166",,"Jun 30, 2028",4,"€ 21,584,663",
Lewis Dunk,"€ 94,878","€ 4,933,637",,"Jun 30, 2026",2,"€ 9,867,275",
Kaoru Mitoma,"€ 94,878","€ 4,933,637",,"Jun 30, 2027",3,"€ 14,800,912",
Georginio Rutter,"€ 88,948","€ 4,625,285",,"Jun 30, 2028",4,"€ 18,501,140",
Danny Welbeck,"€ 71,158","€ 3,700,228",,"Jun 30, 2026",2,"€ 7,400,456",
James Milner,"€ 71,158","€ 3,700,228",,"Jun 30, 2025",1,"€ 3,700,228",
Mats Wieffer,"€ 71,158","€ 3,700,228",,"Jun 30, 2029",5,"€ 18,501,140",
Adam Webster,"€ 65,228","€ 3,391,876",,"Jun 30, 2026",2,"€ 6,783,751",
João Pedro,"€ 59,299","€ 3,083,523",,"Jun 30, 2028",4,"€ 12,334,093",
Pervis Estupiñán,"€ 59,299","€ 3,083,523",,"Jun 30, 2027",3,"€ 9,250,570",
Brajan Gruda,"€ 59,299","€ 3,083,523",,"Jun 30, 2028",4,"€ 12,334,093",
Matt O'Riley,"€ 59,299","€ 3,083,523",,"Jun 30, 2029",5,"€ 15,417,616",
Solly March,"€ 59,299","€ 3,083,523",,"Jun 30, 2026",2,"€ 6,167,047",
Joël Veltman,"€ 59,299","€ 3,083,523",,"Jun 30, 2025",1,"€ 3,083,523",
Igor,"€ 53,369","€ 2,775,171",,"Jun 30, 2027",3,"€ 8,325,513",
Yankuba Minteh,"€ 47,439","€ 2,466,819",,"Jun 30, 2029",5,"€ 12,334,093",
Bart Verbruggen,"€ 41,509","€ 2,158,466",,"Jun 30, 2028",4,"€ 8,633,865",
Tariq Lamptey,"€ 41,509","€ 2,158,466",,"Jun 30, 2025",1,"€ 2,158,466",
Jan Paul van Hecke,"€ 35,579","€ 1,850,114",,"Jun 30, 2027",3,"€ 5,550,342",
Diego Gómez,"€ 29,649","€ 1,541,762",,"Jun 30, 2025",1,"€ 1,541,762",
Ibrahim Osman,"€ 23,719","€ 1,233,409",,"Jun 30, 2029",5,"€ 6,167,047",
Jason Steele,"€ 23,719","€ 1,233,409",,"Jun 30, 2026",2,"€ 2,466,819",
Tom McGill,"€ 17,790","€ 925,057",,"Jun 30, 2027",3,"€ 2,775,171",
Eiran Cashin,"€ 17,790","€ 925,057",,"Jun 30, 2030",6,"€ 5,550,342",
Simon Adingra,"€ 14,825","€ 770,881",,"Jun 30, 2026",2,"€ 1,541,762",
Carlos Baleba,"€ 14,825","€ 770,881",,"Jun 30, 2028",4,"€ 3,083,523",
Jack Hinshelwood,"€ 11,860","€ 616,705",,"Jun 30, 2028",4,"€ 2,466,819",
Valentín Barco,"€ 11,860","€ 616,705",,"Jun 30, 2028",4,"€ 2,466,819",
Yasin Ayari,"€ 9,488","€ 493,364",,"Jun 30, 2027",3,"€ 1,480,091",
Carl Rushworth,"€ 5,930","€ 308,352",,"Jun 30, 2027",3,"€ 925,057",
Jeremy Sarmiento,"€ 5,930","€ 308,352",,"Jun 30, 2027",3,"€ 925,057",
Stefanos Tzimas,"€ 3,558","€ 185,011",,"Jun 30, 2030",6,"€ 1,110,068",
Amario Cozier-Duberry,"€ 3,558","€ 185,011",,"Jun 30, 2028",4,"€ 740,046",
Samy Chouchane,"€ 3,558","€ 185,011",,"Jun 30, 2025",1,"€ 185,011",
Luca Barrington,"€ 2,668","€ 138,759",,"Jun 30, 2025",1,"€ 138,759",
Odeluga Offiah,"€ 2,372","€ 123,341",,"Jun 30, 2025",1,"€ 123,341",
Kamari Doyle,"€ 2,372","€ 123,341",,"Jun 30, 2025",1,"€ 123,341",
Caylan Vickers,,,,"Jun 30, 2027",3,,
James Beadle,,,,"Jun 30, 2028",4,,
Abdallah Sima,,,,"Jun 30, 2026",2,,
Mark O'Mahony,,,,"Jun 30, 2027",3,,
Andrew Moran,,,,"Jun 30, 2028",4,,
