Jugador,Bruto Semanal,Bruto Anual,Bonus,Expiración,Años Restantes,Remanente Bruto,Cláusula De Rescisión
Loïs Diony,"€ 26,154","€ 1,360,000",,"Jun 30, 2025",1,"€ 1,360,000",
Zinedine Ferhat,"€ 25,385","€ 1,320,000",,"Jun 30, 2025",1,"€ 1,320,000",
Jordan Lefort,"€ 19,615","€ 1,020,000",,"Jun 30, 2026",2,"€ 2,040,000",
Adrien Hunou,"€ 18,462","€ 960,000",,"Jun 30, 2025",1,"€ 960,000",
Jim Allevinah,"€ 17,308","€ 900,000",,"Jun 30, 2027",3,"€ 2,700,000",
Bamba Dieng,"€ 17,308","€ 900,000",,"Jun 30, 2025",1,"€ 900,000",
Jean-Eudes Aholou,"€ 17,308","€ 900,000",,"Jun 30, 2026",2,"€ 1,800,000",
Haris Belkebla,"€ 15,769","€ 820,000",,"Jun 30, 2026",2,"€ 1,640,000",
Cédric Hountondji,"€ 12,115","€ 630,000",,"Jun 30, 2026",2,"€ 1,260,000",
Ibrahima Niane,"€ 11,538","€ 600,000",,"Jun 30, 2025",1,"€ 600,000",
Florent Hanin,"€ 10,385","€ 540,000",,"Jun 30, 2025",1,"€ 540,000",
Pierrick Capelle,"€ 10,385","€ 540,000",,"Jun 30, 2025",1,"€ 540,000",
Farid El Melali,"€ 8,077","€ 420,000",,"Jun 30, 2025",1,"€ 420,000",
Carlens Arcus,"€ 7,500","€ 390,000",,"Jun 30, 2026",2,"€ 780,000",
Jacques Ekomié,"€ 6,923","€ 360,000",,"Jun 30, 2027",3,"€ 1,080,000",
Abdoulaye Bamba,"€ 5,192","€ 270,000",,"Jun 30, 2025",1,"€ 270,000",
Estéban Lepaul,"€ 5,192","€ 270,000",,"Jun 30, 2027",3,"€ 810,000",
Yahia Fofana,"€ 4,615","€ 240,000",,"Jun 30, 2026",2,"€ 480,000",
Halid Sabanovic,"€ 3,462","€ 180,000",,"Jun 30, 2025",1,"€ 180,000",
Ousmane Camara,"€ 3,462","€ 180,000",,"Jun 30, 2026",2,"€ 360,000",
Yassin Belkhdim,"€ 3,462","€ 180,000",,"Jun 30, 2027",3,"€ 540,000",
Zinédine Ould Khaled,"€ 2,885","€ 150,000",,"Jun 30, 2025",1,"€ 150,000",
Lilian Raolisoa,"€ 2,885","€ 150,000",,"Jun 30, 2026",2,"€ 300,000",
Melvin Zinga,"€ 2,308","€ 120,000",,"Jun 30, 2026",2,"€ 240,000",
Himad Abdelli,"€ 2,308","€ 120,000",,"Jun 30, 2026",2,"€ 240,000",
Emmanuel Biumla,"€ 2,308","€ 120,000",,"Jun 30, 2027",3,"€ 360,000",
Sidiki Chérif,"€ 1,923","€ 100,000",,"Jun 30, 2028",4,"€ 400,000",
Justin-Noël Kalumba,"€ 1,923","€ 100,000",,"Jun 30, 2026",2,"€ 200,000",
Oumar Pona,"€ 1,538","€ 80,000",,"Jun 30, 2027",3,"€ 240,000",
