Jugador,Bruto Semanal,Bruto Anual,Bonus,Expiración,Años Restantes,Remanente Bruto,Cláusula De Rescisión
Todd Cantwell,"€ 35,579","€ 1,850,114",,"Jun 30, 2027",3,"€ 5,550,342",
Emmanuel Dennis,"€ 33,207","€ 1,726,773",,"May 31, 2025",1,"€ 1,726,773",
Cauley Woodrow,"€ 23,719","€ 1,233,409",,"May 31, 2025",1,"€ 1,233,409",
Dominic Hyam,"€ 23,719","€ 1,233,409",,"Jun 30, 2026",2,"€ 2,466,819",
Andreas Weimann,"€ 20,754","€ 1,079,233",,"Jun 30, 2025",1,"€ 1,079,233",
Augustus Kargbo,"€ 17,790","€ 925,057",,"Jun 30, 2027",3,"€ 2,775,171",
Harry Pickering,"€ 17,790","€ 925,057",,"Jun 30, 2027",3,"€ 2,775,171",
Yuki Ohashi,"€ 17,790","€ 925,057",,"Jun 30, 2027",3,"€ 2,775,171",
Yuri Ribeiro,"€ 14,825","€ 770,881",,"Jun 30, 2027",3,"€ 2,312,642",
Adam Forshaw,"€ 11,860","€ 616,705",,"Jun 30, 2025",1,"€ 616,705",
Balázs Tóth,"€ 11,860","€ 616,705",,"Jun 30, 2027",3,"€ 1,850,114",
Callum Brittain,"€ 11,860","€ 616,705",,"Jun 30, 2026",2,"€ 1,233,409",
Danny Batth,"€ 11,860","€ 616,705",,"Jun 30, 2025",1,"€ 616,705",
Dion Sanderson,"€ 11,860","€ 616,705",,"May 31, 2025",1,"€ 616,705",
Makhtar Gueye,"€ 11,860","€ 616,705",,"Jun 30, 2027",3,"€ 1,850,114",
Joe Rankin-Costello,"€ 10,081","€ 524,199",,"Jun 30, 2027",3,"€ 1,572,597",
Hayden Carter,"€ 8,895","€ 462,528",,"Jun 30, 2027",3,"€ 1,387,585",
Ryan Hedges,"€ 8,895","€ 462,528",,"Jun 30, 2025",1,"€ 462,528",
Aynsley Pears,"€ 8,895","€ 462,528",,"Jun 30, 2027",3,"€ 1,387,585",
Amario Cozier-Duberry,"€ 8,302","€ 431,693",,"May 31, 2025",1,"€ 431,693",
Sondre Tronstad,"€ 5,930","€ 308,352",,"Jun 30, 2026",2,"€ 616,705",
John Buckley,"€ 5,930","€ 308,352",,"Jun 30, 2027",3,"€ 925,057",
Harry Leonard,"€ 4,744","€ 246,682",,"Jun 30, 2027",3,"€ 740,046",
Owen Beck,"€ 4,151","€ 215,847",,"May 31, 2025",1,"€ 215,847",
Lewis Travis,"€ 4,105","€ 213,475",,"Jun 30, 2026",2,"€ 426,949",
Scott Wharton,"€ 1,825","€ 94,878",,"Jun 30, 2027",3,"€ 284,633",
Jack Barrett,"€ 1,779","€ 92,506",,"Jun 30, 2025",1,"€ 92,506",
Tyrhys Dolan,€ 684,"€ 35,579",,"Jun 30, 2025",1,"€ 35,579",
