Jugador,Bruto Semanal,Bruto Anual,Bonus,Expiración,Años Restantes,Remanente Bruto,Cláusula De Rescisión
Ché Nunnely,"€ 10,385","€ 540,000",,"Jun 30, 2025",1,"€ 540,000",
Alireza Jahanbakhsh,"€ 9,423","€ 490,000",,"Jun 30, 2025",1,"€ 490,000",
Jordy de Wijs,"€ 9,038","€ 470,000",,"Jun 30, 2025",1,"€ 470,000",
Milos Lukovic,"€ 6,923","€ 360,000",,"Jun 30, 2025",1,"€ 360,000",
Ilias Sebaoui,"€ 6,923","€ 360,000",,"Jun 30, 2025",1,"€ 360,000",
Ion Nicolaescu,"€ 6,923","€ 360,000",,"Jun 30, 2026",2,"€ 720,000",
Jacob Trenskow,"€ 6,923","€ 360,000",,"Jun 30, 2028",4,"€ 1,440,000",
Amara Condé,"€ 6,923","€ 360,000",,"Jun 30, 2026",2,"€ 720,000",
Andries Noppert,"€ 6,923","€ 360,000",,"Jun 30, 2027",3,"€ 1,080,000",
Marcus Linday,"€ 5,769","€ 300,000",,"Jun 30, 2029",5,"€ 1,500,000",
Pawel Bochniewicz,"€ 5,769","€ 300,000",,"Jun 30, 2026",2,"€ 600,000",
Sam Kersten,"€ 5,769","€ 300,000",,"Jun 30, 2027",3,"€ 900,000",
Mickey van der Hart,"€ 5,192","€ 270,000",,"Jun 30, 2025",1,"€ 270,000",
Espen van Ee,"€ 4,615","€ 240,000",,"Jun 30, 2026",2,"€ 480,000",
Hussein Ali,"€ 3,654","€ 190,000",,"Jun 30, 2025",1,"€ 190,000",
Levi Smans,"€ 3,462","€ 180,000",,"Jun 30, 2028",4,"€ 720,000",
Denzel Hall,"€ 2,885","€ 150,000",,"Jun 30, 2027",3,"€ 450,000",
Oliver Braude,"€ 2,885","€ 150,000",,"Jun 30, 2027",3,"€ 450,000",
Hristiyan Petrov,"€ 2,885","€ 150,000",,"Jun 30, 2029",5,"€ 750,000",
Nikolai Hopland,"€ 2,308","€ 120,000",,"Jun 30, 2025",1,"€ 120,000",
Mats Köhlert,"€ 2,308","€ 120,000",,"Jun 30, 2025",1,"€ 120,000",
Luuk Brouwers,"€ 2,115","€ 110,000",,"Jun 30, 2027",3,"€ 330,000",
Mateja Milovanovic,"€ 2,115","€ 110,000",,"Jun 30, 2026",2,"€ 220,000",
Ties Oostra,"€ 1,731","€ 90,000",,"Jun 30, 2025",1,"€ 90,000",
Jan Bekkema,"€ 1,731","€ 90,000",,"Jun 30, 2025",1,"€ 90,000",
Melle Witteveen,"€ 1,731","€ 90,000",,"Jun 30, 2025",1,"€ 90,000",
Isaiah Ahmed,"€ 1,346","€ 70,000",,"Jun 30, 2027",3,"€ 210,000",
Dimitris Rallis,"€ 1,346","€ 70,000",,"Jun 30, 2025",1,"€ 70,000",
Bernt Klaverboer,"€ 1,346","€ 70,000",,"Jun 30, 2025",1,"€ 70,000",
