Jugador,Bruto Semanal,Bruto Anual,Bonus,Expiración,Años Restantes,Remanente Bruto,Cláusula De Rescisión
Romelu Lukaku,"€ 147,885","€ 7,690,000","€ 2,560,000","Jun 30, 2027",3,"€ 23,070,000",
Matteo Politano,"€ 114,038","€ 5,930,000",,"Jun 30, 2027",3,"€ 17,790,000",
David Neres,"€ 106,923","€ 5,560,000","€ 930,000","Jun 30, 2028",4,"€ 22,240,000",
Scott McTominay,"€ 106,923","€ 5,560,000",,"Jun 30, 2028",4,"€ 22,240,000",
Giovanni Di Lorenzo,"€ 106,923","€ 5,560,000","€ 930,000","Jun 30, 2028",4,"€ 22,240,000",
Victor Osimhen,"€ 98,654","€ 5,130,000","€ 2,560,000","Jun 30, 2026",2,"€ 10,260,000","€ 75,000,000"
Alessandro Buongiorno,"€ 89,038","€ 4,630,000",,"Jun 30, 2029",5,"€ 23,150,000",
Giacomo Raspadori,"€ 89,038","€ 4,630,000","€ 930,000","Jun 30, 2028",4,"€ 18,520,000",
Alex Meret,"€ 71,154","€ 3,700,000","€ 930,000","Jun 30, 2025",1,"€ 3,700,000",
Stanislav Lobotka,"€ 69,038","€ 3,590,000","€ 640,000","Jun 30, 2027",3,"€ 10,770,000","€ 25,000,000"
André Zambo Anguissa,"€ 66,538","€ 3,460,000","€ 380,000","Jun 30, 2025",1,"€ 3,460,000",
Leonardo Spinazzola,"€ 64,038","€ 3,330,000",,"Jun 30, 2026",2,"€ 6,660,000",
Giovanni Simeone,"€ 64,038","€ 3,330,000",,"Jun 30, 2026",2,"€ 6,660,000",
Billy Gilmour,"€ 64,038","€ 3,330,000",,"Jun 30, 2029",5,"€ 16,650,000",
Amir Rrahmani,"€ 61,731","€ 3,210,000",,"Jun 30, 2027",3,"€ 9,630,000",
Mathías Olivera,"€ 49,231","€ 2,560,000","€ 640,000","Jun 30, 2030",6,"€ 15,360,000",
Rafa Marín,"€ 42,692","€ 2,220,000","€ 560,000","Jun 30, 2029",5,"€ 11,100,000",
Philip Billing,"€ 35,577","€ 1,850,000",,"Jun 30, 2025",1,"€ 1,850,000",
Juan Jesus,"€ 35,577","€ 1,850,000","€ 370,000","Jun 30, 2025",1,"€ 1,850,000",
Pasquale Mazzocchi,"€ 35,577","€ 1,850,000",,"Jun 30, 2027",3,"€ 5,550,000",
Cyril Ngonge,"€ 29,615","€ 1,540,000",,"Jun 30, 2028",4,"€ 6,160,000",
Noah Okafor,"€ 24,615","€ 1,280,000",,"Jun 30, 2025",1,"€ 1,280,000",
Nikita Contini,"€ 10,769","€ 560,000",,"Jun 30, 2025",1,"€ 560,000",
Luis Hasa,"€ 10,769","€ 560,000",,"Jun 30, 2029",5,"€ 2,800,000",
Simone Scuffet,"€ 7,308","€ 380,000",,"Jun 30, 2025",1,"€ 380,000",
Claudio Turi,"€ 2,885","€ 150,000",,"Jun 30, 2025",1,"€ 150,000",
Jesper Lindstrøm,,,,"Jun 30, 2028",4,,
Jens Cajuste,,,,"Jun 30, 2028",4,,
