Jugador,Bruto Semanal,Bruto Anual,Bonus,Expiración,Años Restantes,Remanente Bruto,Cláusula De Rescisión
Saúl Ñíguez,"€ 96,154","€ 5,000,000",,"Jun 30, 2025",1,"€ 5,000,000",
Marcão,"€ 84,231","€ 4,380,000",,"Jun 30, 2027",3,"€ 13,140,000",
Tanguy Nianzou,"€ 80,192","€ 4,170,000",,"Jun 30, 2027",3,"€ 12,510,000","€ 90,000,000"
Djibril Sow,"€ 80,192","€ 4,170,000","€ 830,000","Jun 30, 2028",4,"€ 16,680,000",
Loïc Badé,"€ 80,192","€ 4,170,000",,"Jun 30, 2029",5,"€ 20,850,000","€ 60,000,000"
Nemanja Gudelj,"€ 78,846","€ 4,100,000",,"Jun 30, 2026",2,"€ 8,200,000",
Albert Sambi Lokonga,"€ 60,192","€ 3,130,000",,"Jun 30, 2025",1,"€ 3,130,000",
Dodi Lukébakio,"€ 57,692","€ 3,000,000",,"Jun 30, 2028",4,"€ 12,000,000",
Suso,"€ 53,846","€ 2,800,000",,"Jun 30, 2025",1,"€ 2,800,000",
Isaac Romero,"€ 40,000","€ 2,080,000",,"Jun 30, 2028",4,"€ 8,320,000","€ 30,000,000"
Akor Adams,"€ 36,154","€ 1,880,000",,"Jun 30, 2029",5,"€ 9,400,000",
Chidera Ejuke,"€ 34,231","€ 1,780,000",,"Jun 30, 2027",3,"€ 5,340,000",
Rubén Vargas,"€ 31,923","€ 1,660,000",,"Jun 30, 2029",5,"€ 8,300,000",
Juanlu Sánchez,"€ 24,038","€ 1,250,000",,"Jun 30, 2029",5,"€ 6,250,000","€ 40,000,000"
Kike Salas,"€ 24,038","€ 1,250,000",,"Jun 30, 2029",5,"€ 6,250,000",
José Ángel Carmona,"€ 24,038","€ 1,250,000",,"Jun 30, 2028",4,"€ 5,000,000","€ 30,000,000"
Adrià Pedrosa,"€ 21,154","€ 1,100,000",,"Jun 30, 2028",4,"€ 4,400,000",
Lucien Agoume,"€ 20,000","€ 1,040,000",,"Jun 30, 2028",4,"€ 4,160,000",
Ørjan Nyland,"€ 14,038","€ 730,000",,"Jun 30, 2026",2,"€ 1,460,000",
Álvaro Fernández,"€ 13,846","€ 720,000",,"Jun 30, 2025",1,"€ 720,000",
Peque Fernández,"€ 11,923","€ 620,000",,"Jun 30, 2028",4,"€ 2,480,000",
Stanis Idumbo,"€ 8,077","€ 420,000",,"Jun 30, 2028",4,"€ 1,680,000",
Manu Bueno,"€ 3,462","€ 180,000",,"Jun 30, 2026",2,"€ 360,000",
