Number,Name,Position,Date of Birth/Age,Nationality,Height,Foot,Signed,Previous Team,Contract Until,Market Value,Link
1,Alisson,Goalkeeper,"Oct 2, 1992 (32)",Brazil,"1,93m",right,"Jul 19, 2018",,"Jun 30, 2027",€25.00m,https://www.transfermarkt.com/alisson/profil/spieler/105470
62,Caoimhín Kelleher,Goalkeeper,"Nov 23, 1998 (26)",Ireland,"1,88m",right,"Jul 1, 2019",,"Jun 30, 2026",€22.00m,https://www.transfermarkt.com/caoimhin-kelleher/profil/spieler/340918
56,Vitezslav Jaros,Goalkeeper,"Jul 23, 2001 (23)",Czech Republic,"1,90m",right,"Jul 1, 2022",,"Jun 30, 2026",€5.00m,https://www.transfermarkt.com/vitezslav-jaros/profil/spieler/486604
95,Harvey Davies,Goalkeeper,"Sep 3, 2003 (21)",England,"1,90m",left,"Jul 1, 2024",,"Jun 30, 2025",€500k,https://www.transfermarkt.com/harvey-davies/profil/spieler/706815
5,Ibrahima Konaté,Centre-Back,"May 25, 1999 (25)","France, Mali","1,94m",right,"Jul 1, 2021",,"Jun 30, 2026",€60.00m,https://www.transfermarkt.com/ibrahima-konate/profil/spieler/357119
4,Virgil van Dijk,Centre-Back,"Jul 8, 1991 (33)","Netherlands, Suriname","1,95m",right,"Jan 1, 2018",,"Jun 30, 2027",€28.00m,https://www.transfermarkt.com/virgil-van-dijk/profil/spieler/139208
2,Joe Gomez,Centre-Back,"May 23, 1997 (27)","England, The Gambia","1,88m",right,"Jul 1, 2015",,"Jun 30, 2027",€25.00m,https://www.transfermarkt.com/joe-gomez/profil/spieler/256178
78,Jarell Quansah,Centre-Back,"Jan 29, 2003 (22)","England, Scotland","1,90m",right,"Jul 1, 2023",,"Jun 30, 2029",€22.00m,https://www.transfermarkt.com/jarell-quansah/profil/spieler/632349
21,Konstantinos Tsimikas,Left-Back,"May 12, 1996 (28)",Greece,"1,79m",left,"Aug 10, 2020",,"Jun 30, 2027",€20.00m,https://www.transfermarkt.com/konstantinos-tsimikas/profil/spieler/338070
26,Andrew Robertson,Left-Back,"Mar 11, 1994 (31)",Scotland,"1,78m",left,"Jul 21, 2017",,"Jun 30, 2026",€20.00m,https://www.transfermarkt.com/andrew-robertson/profil/spieler/234803
66,Trent Alexander-Arnold,Right-Back,"Oct 7, 1998 (26)",England,"1,75m",right,"Jul 1, 2016",,"Jun 30, 2025",€75.00m,https://www.transfermarkt.com/trent-alexander-arnold/profil/spieler/314353
84,Conor Bradley,Right-Back,"Jul 9, 2003 (21)",Northern Ireland,"1,81m",right,"Jul 1, 2023",,"Jun 30, 2027",€25.00m,https://www.transfermarkt.com/conor-bradley/profil/spieler/624258
38,Ryan Gravenberch,Defensive Midfield,"May 16, 2002 (22)","Netherlands, Suriname","1,90m",right,"Sep 1, 2023",,"Jun 30, 2028",€70.00m,https://www.transfermarkt.com/ryan-gravenberch/profil/spieler/478573
3,Wataru Endo,Defensive Midfield,"Feb 9, 1993 (32)",Japan,"1,78m",right,"Aug 18, 2023",,"Jun 30, 2027",€10.00m,https://www.transfermarkt.com/wataru-endo/profil/spieler/146310
80,Tyler Morton,Defensive Midfield,"Oct 31, 2002 (22)",England,"1,85m",right,"Jul 1, 2024",,-,€8.00m,https://www.transfermarkt.com/tyler-morton/profil/spieler/618494
10,Alexis Mac Allister,Central Midfield,"Dec 24, 1998 (26)","Argentina, Italy","1,76m",right,"Jul 1, 2023",,"Jun 30, 2028",€90.00m,https://www.transfermarkt.com/alexis-mac-allister/profil/spieler/534033
8,Dominik Szoboszlai,Central Midfield,"Oct 25, 2000 (24)",Hungary,"1,87m",right,"Jul 2, 2023",,"Jun 30, 2028",€80.00m,https://www.transfermarkt.com/dominik-szoboszlai/profil/spieler/451276
17,Curtis Jones,Central Midfield,"Jan 30, 2001 (24)",England,"1,85m",right,"Jul 1, 2020",,"Jun 30, 2027",€50.00m,https://www.transfermarkt.com/curtis-jones/profil/spieler/433188
19,Harvey Elliott,Central Midfield,"Apr 4, 2003 (22)",England,"1,70m",left,"Jul 1, 2021",,"Jun 30, 2027",€35.00m,https://www.transfermarkt.com/harvey-elliott/profil/spieler/565822
7,Luis Díaz,Left Winger,"Jan 13, 1997 (28)",Colombia,"1,80m",right,"Jan 30, 2022",,"Jun 30, 2027",€85.00m,https://www.transfermarkt.com/luis-diaz/profil/spieler/480692
18,Cody Gakpo,Left Winger,"May 7, 1999 (25)","Netherlands, Togo","1,93m",right,"Jan 1, 2023",,"Jun 30, 2028",€70.00m,https://www.transfermarkt.com/cody-gakpo/profil/spieler/434675
11,Mohamed Salah,Right Winger,"Jun 15, 1992 (32)",Egypt,"1,75m",left,"Jul 1, 2017",,"Jun 30, 2027",€55.00m,https://www.transfermarkt.com/mohamed-salah/profil/spieler/148455
14,Federico Chiesa,Right Winger,"Oct 25, 1997 (27)",Italy,"1,75m",right,"Aug 29, 2024",,"Jun 30, 2028",€18.00m,https://www.transfermarkt.com/federico-chiesa/profil/spieler/341092
9,Darwin Núñez,Centre-Forward,"Jun 24, 1999 (25)",Uruguay,"1,87m",right,"Jul 1, 2022",,"Jun 30, 2028",€50.00m,https://www.transfermarkt.com/darwin-nunez/profil/spieler/546543
20,Diogo Jota,Centre-Forward,"Dec 4, 1996 (28)",Portugal,"1,78m",right,"Sep 19, 2020",,"Jun 30, 2027",€45.00m,https://www.transfermarkt.com/diogo-jota/profil/spieler/340950
