Number,Name,Position,Date of Birth/Age,Nationality,Height,Foot,Signed,Previous Team,Contract Until,Market Value,Link
1,Jordan Pickford,Goalkeeper,"Mar 7, 1994 (31)",England,"1,85m",left,"Jul 1, 2017",,"Jun 30, 2027",€20.00m,https://www.transfermarkt.com/jordan-pickford/profil/spieler/130164
12,João Virgínia,Goalkeeper,"Oct 10, 1999 (25)",Portugal,"1,92m",left,"Jul 1, 2020",,"Jun 30, 2025",€800k,https://www.transfermarkt.com/joao-virginia/profil/spieler/329813
31,Asmir Begovic,Goalkeeper,"Jun 20, 1987 (37)","Bosnia-Herzegovina, Canada","1,99m",right,"Aug 23, 2024",,"Jun 30, 2025",€300k,https://www.transfermarkt.com/asmir-begovic/profil/spieler/33873
32,Jarrad Branthwaite,Centre-Back,"Jun 27, 2002 (22)",England,"1,95m",left,"Jan 13, 2020",,"Jun 30, 2027",€50.00m,https://www.transfermarkt.com/jarrad-branthwaite/profil/spieler/661053
6,James Tarkowski,Centre-Back,"Nov 19, 1992 (32)","England, Poland","1,85m",right,"Jul 2, 2022",,"Jun 30, 2026",€10.00m,https://www.transfermarkt.com/james-tarkowski/profil/spieler/173504
5,Michael Keane,Centre-Back,"Jan 11, 1993 (32)","England, Ireland","1,88m",right,"Jul 3, 2017",,"Jun 30, 2025",€6.00m,https://www.transfermarkt.com/michael-keane/profil/spieler/118534
19,Vitaliy Mykolenko,Left-Back,"May 29, 1999 (25)",Ukraine,"1,80m",left,"Jan 1, 2022",,"Jun 30, 2026",€28.00m,https://www.transfermarkt.com/vitaliy-mykolenko/profil/spieler/404842
2,Nathan Patterson,Right-Back,"Oct 16, 2001 (23)",Scotland,"1,89m",right,"Jan 4, 2022",,"Jun 30, 2027",€15.00m,https://www.transfermarkt.com/nathan-patterson/profil/spieler/424015
15,Jake O'Brien,Right-Back,"May 15, 2001 (23)",Ireland,"1,97m",right,"Jul 30, 2024",,"Jun 30, 2028",€15.00m,https://www.transfermarkt.com/jake-obrien/profil/spieler/711544
18,Ashley Young,Right-Back,"Jul 9, 1985 (39)","England, Jamaica","1,75m",both,"Jul 13, 2023",,"Jun 30, 2025",€500k,https://www.transfermarkt.com/ashley-young/profil/spieler/14086
23,Séamus Coleman,Right-Back,"Oct 11, 1988 (36)",Ireland,"1,77m",right,"Jan 1, 2009",,"Jun 30, 2025",€500k,https://www.transfermarkt.com/seamus-coleman/profil/spieler/68390
8,Orel Mangala,Defensive Midfield,"Mar 18, 1998 (27)","Belgium, DR Congo","1,78m",right,"Aug 30, 2024",,"Jun 30, 2025",€20.00m,https://www.transfermarkt.com/orel-mangala/profil/spieler/289592
37,James Garner,Defensive Midfield,"Mar 13, 2001 (24)",England,"1,82m",right,"Sep 1, 2022",,"Jun 30, 2026",€20.00m,https://www.transfermarkt.com/james-garner/profil/spieler/505219
27,Idrissa Gueye,Defensive Midfield,"Sep 26, 1989 (35)",Senegal,"1,74m",right,"Sep 1, 2022",,"Jun 30, 2025",€2.00m,https://www.transfermarkt.com/idrissa-gueye/profil/spieler/126665
24,Carlos Alcaraz,Central Midfield,"Nov 30, 2002 (22)",Argentina,"1,76m",right,"Feb 3, 2025",,"Jun 30, 2025",€14.00m,https://www.transfermarkt.com/carlos-alcaraz/profil/spieler/748319
42,Tim Iroegbunam,Central Midfield,"Jun 30, 2003 (21)","England, Nigeria","1,83m",right,"Jul 1, 2024",,"Jun 30, 2027",€10.00m,https://www.transfermarkt.com/tim-iroegbunam/profil/spieler/696589
16,Abdoulaye Doucouré,Central Midfield,"Jan 1, 1993 (32)","Mali, France","1,83m",right,"Sep 8, 2020",,"Jun 30, 2025",€8.00m,https://www.transfermarkt.com/abdoulaye-doucoure/profil/spieler/127187
7,Dwight McNeil,Attacking Midfield,"Nov 22, 1999 (25)","England, Jamaica","1,83m",left,"Jul 28, 2022",,"Jun 30, 2027",€25.00m,https://www.transfermarkt.com/dwight-mcneil/profil/spieler/584769
10,Iliman Ndiaye,Left Winger,"Mar 6, 2000 (25)","Senegal, France","1,80m",right,"Jul 3, 2024",,"Jun 30, 2029",€22.00m,https://www.transfermarkt.com/iliman-ndiaye/profil/spieler/623570
29,Jesper Lindstrøm,Right Winger,"Feb 29, 2000 (25)",Denmark,"1,82m",right,"Jul 26, 2024",,"Jun 30, 2025",€20.00m,https://www.transfermarkt.com/jesper-lindstrom/profil/spieler/513245
11,Jack Harrison,Right Winger,"Nov 20, 1996 (28)",England,"1,75m",left,"Aug 14, 2023",,"May 31, 2025",€16.00m,https://www.transfermarkt.com/jack-harrison/profil/spieler/417346
9,Dominic Calvert-Lewin,Centre-Forward,"Mar 16, 1997 (28)",England,"1,89m",right,"Aug 31, 2016",,"Jun 30, 2025",€20.00m,https://www.transfermarkt.com/dominic-calvert-lewin/profil/spieler/306024
14,Beto,Centre-Forward,"Jan 31, 1998 (27)","Guinea-Bissau, Portugal","1,94m",right,"Aug 29, 2023",,"Jun 30, 2027",€20.00m,https://www.transfermarkt.com/beto/profil/spieler/595809
22,Armando Broja,Centre-Forward,"Sep 10, 2001 (23)","Albania, England","1,91m",right,"Aug 30, 2024",,"May 31, 2025",€13.00m,https://www.transfermarkt.com/armando-broja/profil/spieler/571743
17,Chermiti,Centre-Forward,"May 24, 2004 (20)","Portugal, Tunisia","1,92m",right,"Aug 11, 2023",,"Jun 30, 2027",€9.00m,https://www.transfermarkt.com/chermiti/profil/spieler/670688
