Number,Name,Position,Date of Birth/Age,Nationality,Height,Foot,Signed,Previous Team,Contract Until,Market Value,Link
22,David Raya,Goalkeeper,"Sep 15, 1995 (29)",Spain,"1,83m",right,"Jul 4, 2024",,"Jun 30, 2028",€40.00m,https://www.transfermarkt.com/david-raya/profil/spieler/262749
32,Neto,Goalkeeper,"Jul 19, 1989 (35)","Brazil, Italy","1,90m",right,"Aug 30, 2024",,"Jun 30, 2025",€2.00m,https://www.transfermarkt.com/neto/profil/spieler/111819
2,William Saliba,Centre-Back,"Mar 24, 2001 (24)","France, Cameroon","1,92m",right,"Jul 25, 2019",,"Jun 30, 2027",€80.00m,https://www.transfermarkt.com/william-saliba/profil/spieler/495666
6,Gabriel Magalhães,Centre-Back,"Dec 19, 1997 (27)",Brazil,"1,90m",left,"Sep 1, 2020",,"Jun 30, 2027",€75.00m,https://www.transfermarkt.com/gabriel-magalhaes/profil/spieler/435338
15,Jakub Kiwior,Centre-Back,"Feb 15, 2000 (25)",Poland,"1,89m",left,"Jan 23, 2023",,"Jun 30, 2028",€22.00m,https://www.transfermarkt.com/jakub-kiwior/profil/spieler/425918
33,Riccardo Calafiori,Left-Back,"May 19, 2002 (22)",Italy,"1,88m",left,"Jul 29, 2024",,"Jun 30, 2029",€40.00m,https://www.transfermarkt.com/riccardo-calafiori/profil/spieler/502821
49,Myles Lewis-Skelly,Left-Back,"Sep 26, 2006 (18)","England, Barbados","1,78m",left,"Jul 1, 2024",,-,€28.00m,https://www.transfermarkt.com/myles-lewis-skelly/profil/spieler/890721
17,Oleksandr Zinchenko,Left-Back,"Dec 15, 1996 (28)",Ukraine,"1,75m",left,"Jul 22, 2022",,"Jun 30, 2026",€22.00m,https://www.transfermarkt.com/oleksandr-zinchenko/profil/spieler/203853
3,Kieran Tierney,Left-Back,"Jun 5, 1997 (27)","Scotland, Isle of Man","1,80m",left,"Aug 8, 2019",,"Jun 30, 2025",€10.00m,https://www.transfermarkt.com/kieran-tierney/profil/spieler/300716
4,Ben White,Right-Back,"Oct 8, 1997 (27)",England,"1,86m",right,"Jul 30, 2021",,"Jun 30, 2028",€50.00m,https://www.transfermarkt.com/ben-white/profil/spieler/335721
12,Jurrien Timber,Right-Back,"Jun 17, 2001 (23)","Netherlands, Curacao","1,79m",right,"Jul 14, 2023",,"Jun 30, 2028",€50.00m,https://www.transfermarkt.com/jurrien-timber/profil/spieler/420243
18,Takehiro Tomiyasu,Right-Back,"Nov 5, 1998 (26)",Japan,"1,88m",right,"Aug 31, 2021",,"Jun 30, 2026",€25.00m,https://www.transfermarkt.com/takehiro-tomiyasu/profil/spieler/331560
5,Thomas Partey,Defensive Midfield,"Jun 13, 1993 (31)",Ghana,"1,85m",right,"Oct 5, 2020",,"Jun 30, 2025",€15.00m,https://www.transfermarkt.com/thomas-partey/profil/spieler/230784
20,Jorginho,Defensive Midfield,"Dec 20, 1991 (33)","Italy, Brazil","1,78m",right,"Jan 31, 2023",,"Jun 30, 2025",€8.00m,https://www.transfermarkt.com/jorginho/profil/spieler/102017
41,Declan Rice,Central Midfield,"Jan 14, 1999 (26)","England, Ireland","1,88m",right,"Jul 15, 2023",,"Jun 30, 2028",€110.00m,https://www.transfermarkt.com/declan-rice/profil/spieler/357662
23,Mikel Merino,Central Midfield,"Jun 22, 1996 (28)",Spain,"1,89m",left,"Aug 27, 2024",,"Jun 30, 2028",€35.00m,https://www.transfermarkt.com/mikel-merino/profil/spieler/338424
8,Martin Ødegaard,Attacking Midfield,"Dec 17, 1998 (26)",Norway,"1,78m",left,"Aug 20, 2021",,"Jun 30, 2028",€100.00m,https://www.transfermarkt.com/martin-odegaard/profil/spieler/316264
11,Gabriel Martinelli,Left Winger,"Jun 18, 2001 (23)","Brazil, Italy","1,78m",right,"Jul 2, 2019",,"Jun 30, 2027",€55.00m,https://www.transfermarkt.com/gabriel-martinelli/profil/spieler/655488
19,Leandro Trossard,Left Winger,"Dec 4, 1994 (30)",Belgium,"1,72m",right,"Jan 20, 2023",,"Jun 30, 2026",€30.00m,https://www.transfermarkt.com/leandro-trossard/profil/spieler/144028
7,Bukayo Saka,Right Winger,"Sep 5, 2001 (23)","England, Nigeria","1,78m",left,"Jul 1, 2019",,"Jun 30, 2027",€150.00m,https://www.transfermarkt.com/bukayo-saka/profil/spieler/433177
53,Ethan Nwaneri,Right Winger,"Mar 21, 2007 (18)","England, Nigeria","1,76m",left,"Jul 1, 2024",,"Jun 30, 2030",€55.00m,https://www.transfermarkt.com/ethan-nwaneri/profil/spieler/890719
30,Raheem Sterling,Right Winger,"Dec 8, 1994 (30)","England, Jamaica","1,70m",right,"Aug 30, 2024",,"May 31, 2025",€15.00m,https://www.transfermarkt.com/raheem-sterling/profil/spieler/134425
29,Kai Havertz,Centre-Forward,"Jun 11, 1999 (25)",Germany,"1,93m",left,"Jul 1, 2023",,"Jun 30, 2028",€70.00m,https://www.transfermarkt.com/kai-havertz/profil/spieler/309400
9,Gabriel Jesus,Centre-Forward,"Apr 3, 1997 (28)",Brazil,"1,75m",right,"Jul 4, 2022",,"Jun 30, 2027",€40.00m,https://www.transfermarkt.com/gabriel-jesus/profil/spieler/363205
