Number,Name,Position,Date of Birth/Age,Nationality,Height,Foot,Signed,Previous Team,Contract Until,Market Value,Link
24,André Onana,Goalkeeper,"Apr 2, 1996 (29)",Cameroon,"1,90m",right,"Jul 20, 2023",,"Jun 30, 2028",€32.00m,https://www.transfermarkt.com/andre-onana/profil/spieler/234509
1,Altay Bayındır,Goalkeeper,"Apr 14, 1998 (27)",Türkiye,"1,98m",right,"Sep 1, 2023",,"Jun 30, 2027",€10.00m,https://www.transfermarkt.com/altay-bayindir/profil/spieler/336077
22,Tom Heaton,Goalkeeper,"Apr 15, 1986 (39)",England,"1,88m",right,"Jul 2, 2021",,"Jun 30, 2025",€250k,https://www.transfermarkt.com/tom-heaton/profil/spieler/34130
15,Leny Yoro,Centre-Back,"Nov 13, 2005 (19)","France, Cote d'Ivoire","1,90m",right,"Jul 18, 2024",,"Jun 30, 2029",€55.00m,https://www.transfermarkt.com/leny-yoro/profil/spieler/923831
6,Lisandro Martínez,Centre-Back,"Jan 18, 1998 (27)",Argentina,"1,75m",left,"Jul 27, 2022",,"Jun 30, 2027",€45.00m,https://www.transfermarkt.com/lisandro-martinez/profil/spieler/480762
4,Matthijs de Ligt,Centre-Back,"Aug 12, 1999 (25)",Netherlands,"1,89m",right,"Aug 13, 2024",,"Jun 30, 2029",€40.00m,https://www.transfermarkt.com/matthijs-de-ligt/profil/spieler/326031
5,Harry Maguire,Centre-Back,"Mar 5, 1993 (32)",England,"1,94m",right,"Aug 5, 2019",,"Jun 30, 2026",€15.00m,https://www.transfermarkt.com/harry-maguire/profil/spieler/177907
2,Victor Lindelöf,Centre-Back,"Jul 17, 1994 (30)",Sweden,"1,87m",right,"Jul 1, 2017",,"Jun 30, 2025",€10.00m,https://www.transfermarkt.com/victor-lindelof/profil/spieler/184573
26,Ayden Heaven,Centre-Back,"Sep 22, 2006 (18)",England,"1,89m",left,"Feb 1, 2025",,"Jun 30, 2029",€1.50m,https://www.transfermarkt.com/ayden-heaven/profil/spieler/1078163
35,Jonny Evans,Centre-Back,"Jan 3, 1988 (37)",Northern Ireland,"1,88m",both,"Jul 18, 2023",,"Jun 30, 2025",€1.50m,https://www.transfermarkt.com/jonny-evans/profil/spieler/42412
13,Patrick Dorgu,Left-Back,"Oct 26, 2004 (20)","Denmark, Nigeria","1,85m",left,"Feb 2, 2025",,"Jun 30, 2030",€25.00m,https://www.transfermarkt.com/patrick-dorgu/profil/spieler/926952
23,Luke Shaw,Left-Back,"Jul 12, 1995 (29)",England,"1,78m",left,"Jul 1, 2014",,"Jun 30, 2027",€16.00m,https://www.transfermarkt.com/luke-shaw/profil/spieler/183288
41,Harry Amass,Left-Back,"Mar 16, 2007 (18)",England,"1,81m",left,"Jul 1, 2024",,"Jun 30, 2027",-,https://www.transfermarkt.com/harry-amass/profil/spieler/1011738
20,Diogo Dalot,Right-Back,"Mar 18, 1999 (26)",Portugal,"1,83m",right,"Jul 1, 2018",,"Jun 30, 2028",€35.00m,https://www.transfermarkt.com/diogo-dalot/profil/spieler/357147
3,Noussair Mazraoui,Right-Back,"Nov 14, 1997 (27)","Morocco, Netherlands","1,83m",right,"Aug 13, 2024",,"Jun 30, 2028",€32.00m,https://www.transfermarkt.com/noussair-mazraoui/profil/spieler/340456
25,Manuel Ugarte,Defensive Midfield,"Apr 11, 2001 (24)",Uruguay,"1,82m",right,"Aug 30, 2024",,"Jun 30, 2029",€50.00m,https://www.transfermarkt.com/manuel-ugarte/profil/spieler/476701
18,Casemiro,Defensive Midfield,"Feb 23, 1992 (33)","Brazil, Spain","1,85m",right,"Aug 22, 2022",,"Jun 30, 2026",€12.00m,https://www.transfermarkt.com/casemiro/profil/spieler/16306
43,Toby Collyer,Defensive Midfield,"Jan 3, 2004 (21)",England,"1,80m",right,"Jul 1, 2024",,"Jun 30, 2027",€5.00m,https://www.transfermarkt.com/toby-collyer/profil/spieler/654253
37,Kobbie Mainoo,Central Midfield,"Apr 19, 2005 (20)","England, Ghana","1,80m",right,"Jan 1, 2023",,"Jun 30, 2027",€55.00m,https://www.transfermarkt.com/kobbie-mainoo/profil/spieler/820374
14,Christian Eriksen,Central Midfield,"Feb 14, 1992 (33)",Denmark,"1,82m",right,"Jul 15, 2022",,"Jun 30, 2025",€6.00m,https://www.transfermarkt.com/christian-eriksen/profil/spieler/69633
8,Bruno Fernandes,Attacking Midfield,"Sep 8, 1994 (30)",Portugal,"1,79m",right,"Jan 29, 2020",,"Jun 30, 2027",€55.00m,https://www.transfermarkt.com/bruno-fernandes/profil/spieler/240306
17,Alejandro Garnacho,Attacking Midfield,"Jul 1, 2004 (20)","Argentina, Spain","1,80m",right,"Jul 1, 2022",,"Jun 30, 2028",€45.00m,https://www.transfermarkt.com/alejandro-garnacho/profil/spieler/811779
7,Mason Mount,Attacking Midfield,"Jan 10, 1999 (26)",England,"1,81m",right,"Jul 5, 2023",,"Jun 30, 2028",€28.00m,https://www.transfermarkt.com/mason-mount/profil/spieler/346483
16,Amad Diallo,Right Winger,"Jul 11, 2002 (22)","Cote d'Ivoire, Italy","1,73m",left,"Jan 2, 2021",,"Jun 30, 2030",€40.00m,https://www.transfermarkt.com/amad-diallo/profil/spieler/536835
9,Rasmus Højlund,Centre-Forward,"Feb 4, 2003 (22)",Denmark,"1,91m",left,"Aug 5, 2023",,"Jun 30, 2028",€45.00m,https://www.transfermarkt.com/rasmus-hojlund/profil/spieler/610442
11,Joshua Zirkzee,Centre-Forward,"May 22, 2001 (23)","Netherlands, Nigeria","1,93m",right,"Jul 14, 2024",,"Jun 30, 2029",€35.00m,https://www.transfermarkt.com/joshua-zirkzee/profil/spieler/435648
