Number,Name,Position,Date of Birth/Age,Nationality,Height,Foot,Signed,Previous Team,Contract Until,Market Value,Link
1,Mark Flekken,Goalkeeper,"Jun 13, 1993 (31)",Netherlands,"1,95m",both,"Jul 1, 2023",,"Jun 30, 2027",€10.00m,https://www.transfermarkt.com/mark-flekken/profil/spieler/125714
12,Hákon Rafn Valdimarsson,Goalkeeper,"Oct 13, 2001 (23)",Iceland,"1,95m",right,"Jan 26, 2024",,"Jun 30, 2028",€2.50m,https://www.transfermarkt.com/hakon-rafn-valdimarsson/profil/spieler/488935
22,Nathan Collins,Centre-Back,"Apr 30, 2001 (24)",Ireland,"1,93m",right,"Jul 4, 2023",,"Jun 30, 2029",€28.00m,https://www.transfermarkt.com/nathan-collins/profil/spieler/469050
4,Sepp van den Berg,Centre-Back,"Dec 20, 2001 (23)",Netherlands,"1,92m",right,"Aug 22, 2024",,"Jun 30, 2029",€20.00m,https://www.transfermarkt.com/sepp-van-den-berg/profil/spieler/541231
20,Kristoffer Ajer,Centre-Back,"Apr 17, 1998 (27)",Norway,"1,98m",right,"Jul 21, 2021",,"Jun 30, 2028",€18.00m,https://www.transfermarkt.com/kristoffer-ajer/profil/spieler/328658
5,Ethan Pinnock,Centre-Back,"May 29, 1993 (31)","Jamaica, England","1,94m",left,"Jul 2, 2019",,"Jun 30, 2027",€8.00m,https://www.transfermarkt.com/ethan-pinnock/profil/spieler/442248
16,Ben Mee,Centre-Back,"Sep 21, 1989 (35)",England,"1,80m",left,"Jul 22, 2022",,"Jun 30, 2025",€900k,https://www.transfermarkt.com/ben-mee/profil/spieler/74810
36,Ji-soo Kim,Centre-Back,"Dec 24, 2004 (20)","Korea, South","1,92m",both,"Jul 1, 2024",,"Jun 30, 2027",€600k,https://www.transfermarkt.com/ji-soo-kim/profil/spieler/709767
3,Rico Henry,Left-Back,"Jul 8, 1997 (27)","England, Jamaica","1,70m",left,"Aug 31, 2016",,"Jun 30, 2026",€17.00m,https://www.transfermarkt.com/rico-henry/profil/spieler/339556
2,Aaron Hickey,Right-Back,"Jun 10, 2002 (22)",Scotland,"1,85m",both,"Jul 9, 2022",,"Jun 30, 2028",€18.00m,https://www.transfermarkt.com/aaron-hickey/profil/spieler/591949
33,Michael Kayode,Right-Back,"Jul 10, 2004 (20)","Italy, Nigeria","1,79m",right,"Jan 24, 2025",,"Jun 30, 2025",€18.00m,https://www.transfermarkt.com/michael-kayode/profil/spieler/823486
27,Vitaly Janelt,Defensive Midfield,"May 10, 1998 (26)","Germany, Bosnia-Herzegovina","1,84m",left,"Oct 3, 2020",,"Jun 30, 2026",€22.00m,https://www.transfermarkt.com/vitaly-janelt/profil/spieler/270171
