Number,Name,Position,Date of Birth/Age,Nationality,Height,Foot,Signed,Previous Team,Contract Until,Market Value,Link
13,Destiny Udogie,Left-Back,"Nov 28, 2002 (22)","Italy, Nigeria","1,88m",left,"Aug 16, 2022",,"Jun 30, 2030",€45.00m,https://www.transfermarkt.com/destiny-udogie/profil/spieler/556385
3,Sergio Reguilón,Left-Back,"Dec 16, 1996 (28)",Spain,"1,78m",left,"Sep 19, 2020",,"Jun 30, 2025",€8.00m,https://www.transfermarkt.com/sergio-reguilon/profil/spieler/282429
23,Pedro Porro,Right-Back,"Sep 13, 1999 (25)",Spain,"1,73m",right,"Jul 1, 2023",,"Jun 30, 2028",€45.00m,https://www.transfermarkt.com/pedro-porro/profil/spieler/553875
14,Archie Gray,Right-Back,"Mar 12, 2006 (19)","England, Scotland","1,87m",right,"Jul 2, 2024",,"Jun 30, 2030",€35.00m,https://www.transfermarkt.com/archie-gray/profil/spieler/922693
24,Djed Spence,Right-Back,"Aug 9, 2000 (24)","England, Jamaica","1,84m",right,"Jul 19, 2022",,"Jun 30, 2028",€15.00m,https://www.transfermarkt.com/djed-spence/profil/spieler/483348
30,Rodrigo Bentancur,Defensive Midfield,"Jun 25, 1997 (27)",Uruguay,"1,87m",right,"Jan 31, 2022",,"Jun 30, 2026",€30.00m,https://www.transfermarkt.com/rodrigo-bentancur/profil/spieler/354362
8,Yves Bissouma,Defensive Midfield,"Aug 30, 1996 (28)","Mali, Cote d'Ivoire","1,82m",right,"Jul 1, 2022",,"Jun 30, 2026",€28.00m,https://www.transfermarkt.com/yves-bissouma/profil/spieler/410425
29,Pape Matar Sarr,Central Midfield,"Sep 14, 2002 (22)",Senegal,"1,84m",right,"Aug 27, 2021",,"Jun 30, 2030",€40.00m,https://www.transfermarkt.com/pape-matar-sarr/profil/spieler/568693
15,Lucas Bergvall,Central Midfield,"Feb 2, 2006 (19)",Sweden,"1,87m",right,"Jul 1, 2024",,"Jun 30, 2031",€25.00m,https://www.transfermarkt.com/lucas-bergvall/profil/spieler/866246
21,Dejan Kulusevski,Attacking Midfield,"Apr 25, 2000 (25)","Sweden, North Macedonia","1,86m",left,"Jul 1, 2023",,"Jun 30, 2028",€60.00m,https://www.transfermarkt.com/dejan-kulusevski/profil/spieler/431755
10,James Maddison,Attacking Midfield,"Nov 23, 1996 (28)",England,"1,75m",right,"Jul 1, 2023",,"Jun 30, 2028",€50.00m,https://www.transfermarkt.com/james-maddison/profil/spieler/294057
7,Heung-min Son,Left Winger,"Jul 8, 1992 (32)","Korea, South","1,84m",both,"Aug 28, 2015",,"Jun 30, 2026",€30.00m,https://www.transfermarkt.com/heung-min-son/profil/spieler/91845
28,Wilson Odobert,Left Winger,"Nov 28, 2004 (20)","France, Martinique","1,82m",right,"Aug 16, 2024",,"Jun 30, 2029",€18.00m,https://www.transfermarkt.com/wilson-odobert/profil/spieler/743498
47,Mikey Moore,Left Winger,"Aug 11, 2007 (17)",England,"1,80m",right,"Jul 1, 2024",,"Jun 30, 2027",€15.00m,https://www.transfermarkt.com/mikey-moore/profil/spieler/1011147
16,Timo Werner,Left Winger,"Mar 6, 1996 (29)",Germany,"1,80m",right,"Jan 9, 2024",,"Jun 30, 2025",€10.00m,https://www.transfermarkt.com/timo-werner/profil/spieler/170527
22,Brennan Johnson,Right Winger,"May 23, 2001 (23)","Wales, England","1,86m",right,"Sep 1, 2023",,"Jun 30, 2028",€50.00m,https://www.transfermarkt.com/brennan-johnson/profil/spieler/470607
19,Dominic Solanke,Centre-Forward,"Sep 14, 1997 (27)","England, Nigeria","1,86m",right,"Aug 10, 2024",,"Jun 30, 2030",€45.00m,https://www.transfermarkt.com/dominic-solanke/profil/spieler/258889
11,Mathys Tel,Centre-Forward,"Apr 27, 2005 (20)","France, Guadeloupe","1,83m",right,"Feb 3, 2025",,"Jun 30, 2025",€40.00m,https://www.transfermarkt.com/mathys-tel/profil/spieler/801734
9,Richarlison,Centre-Forward,"May 10, 1997 (27)",Brazil,"1,84m",right,"Jul 1, 2022",,"Jun 30, 2027",€25.00m,https://www.transfermarkt.com/richarlison/profil/spieler/378710
44,Dane Scarlett,Centre-Forward,"Mar 24, 2004 (21)","England, Jamaica","1,80m",right,"Jul 1, 2023",,"Jun 30, 2027",€1.80m,https://www.transfermarkt.com/dane-scarlett/profil/spieler/670883
