Number,Name,Position,Date of Birth/Age,Nationality,Height,Foot,Signed,Previous Team,Contract Until,Market Value,Link
1,Guglielmo Vicario,Goalkeeper,"Oct 7, 1996 (28)",Italy,"1,94m",right,"Jul 1, 2023",,"Jun 30, 2028",€35.00m,https://www.transfermarkt.com/guglielmo-vicario/profil/spieler/286047
31,Antonín Kinský,Goalkeeper,"Mar 13, 2003 (22)",Czech Republic,"1,90m",right,"Jan 5, 2025",,"Jun 30, 2031",€15.00m,https://www.transfermarkt.com/antonin-kinsky/profil/spieler/725912
20,Fraser Forster,Goalkeeper,"Mar 17, 1988 (37)",England,"2,01m",right,"Jul 1, 2022",,"Jun 30, 2025",€1.20m,https://www.transfermarkt.com/fraser-forster/profil/spieler/52570
40,Brandon Austin,Goalkeeper,"Jan 8, 1999 (26)","England, United States","1,88m",right,"Aug 1, 2021",,"Jun 30, 2029",€600k,https://www.transfermarkt.com/brandon-austin/profil/spieler/428016
41,Alfie Whiteman,Goalkeeper,"Oct 2, 1998 (26)",England,"1,88m",right,"Jul 1, 2019",,"Jun 30, 2025",€500k,https://www.transfermarkt.com/alfie-whiteman/profil/spieler/282823
17,Cristian Romero,Centre-Back,"Apr 27, 1998 (27)",Argentina,"1,85m",right,"Aug 30, 2022",,"Jun 30, 2027",€55.00m,https://www.transfermarkt.com/cristian-romero/profil/spieler/355915
37,Micky van de Ven,Centre-Back,"Apr 19, 2001 (24)",Netherlands,"1,93m",left,"Aug 8, 2023",,"Jun 30, 2029",€55.00m,https://www.transfermarkt.com/micky-van-de-ven/profil/spieler/557459
4,Kevin Danso,Centre-Back,"Sep 19, 1998 (26)",Austria,"1,90m",right,"Feb 2, 2025",,"Jun 30, 2025",€25.00m,https://www.transfermarkt.com/kevin-danso/profil/spieler/263236
6,Radu Drăgușin,Centre-Back,"Feb 3, 2002 (23)",Romania,"1,91m",right,"Jan 11, 2024",,"Jun 30, 2030",€25.00m,https://www.transfermarkt.com/radu-dragusin/profil/spieler/568559
33,Ben Davies,Centre-Back,"Apr 24, 1993 (32)",Wales,"1,81m",left,"Jul 23, 2014",,"Jun 30, 2025",€8.00m,https://www.transfermarkt.com/ben-davies/profil/spieler/192765
