Number,Name,Position,Date of Birth/Age,Nationality,Height,Foot,Signed,Previous Team,Contract Until,Market Value,Link
23,Alphonse Areola,Goalkeeper,"Feb 27, 1993 (32)","France, Philippines","1,95m",right,"Jul 1, 2022",,"Jun 30, 2027",€10.00m,https://www.transfermarkt.com/alphonse-areola/profil/spieler/120629
21,Wes Foderingham,Goalkeeper,"Jan 14, 1991 (34)",England,"1,85m",left,"Jul 1, 2024",,"Jun 30, 2026",€900k,https://www.transfermarkt.com/wes-foderingham/profil/spieler/61697
1,Lukasz Fabianski,Goalkeeper,"Apr 18, 1985 (40)",Poland,"1,90m",right,"Jul 1, 2018",,"Jun 30, 2025",€700k,https://www.transfermarkt.com/lukasz-fabianski/profil/spieler/29692
26,Maximilian Kilman,Centre-Back,"May 23, 1997 (27)","England, Ukraine","1,94m",left,"Jul 6, 2024",,"Jun 30, 2031",€30.00m,https://www.transfermarkt.com/maximilian-kilman/profil/spieler/525247
25,Jean-Clair Todibo,Centre-Back,"Dec 30, 1999 (25)","France, French Guiana","1,90m",right,"Aug 10, 2024",,"Jun 30, 2025",€28.00m,https://www.transfermarkt.com/jean-clair-todibo/profil/spieler/605184
15,Konstantinos Mavropanos,Centre-Back,"Dec 11, 1997 (27)",Greece,"1,94m",right,"Aug 22, 2023",,"Jun 30, 2028",€17.00m,https://www.transfermarkt.com/konstantinos-mavropanos/profil/spieler/415912
42,Kaelan Casey,Centre-Back,"Oct 28, 2004 (20)",England,"1,85m",right,,,"Jun 30, 2027",€1.00m,https://www.transfermarkt.com/kaelan-casey/profil/spieler/845321
33,Emerson,Left-Back,"Aug 3, 1994 (30)","Italy, Brazil","1,76m",left,"Aug 23, 2022",,"Jun 30, 2026",€12.00m,https://www.transfermarkt.com/emerson/profil/spieler/181778
57,Oliver Scarles,Left-Back,"Dec 12, 2005 (19)",England,"1,80m",left,"Jan 1, 2025",,"Jun 30, 2028",€4.00m,https://www.transfermarkt.com/oliver-scarles/profil/spieler/922563
3,Aaron Cresswell,Left-Back,"Dec 15, 1989 (35)",England,"1,70m",left,"Jul 3, 2014",,"Jun 30, 2025",€700k,https://www.transfermarkt.com/aaron-cresswell/profil/spieler/92571
29,Aaron Wan-Bissaka,Right-Back,"Nov 26, 1997 (27)","England, DR Congo","1,83m",right,"Aug 13, 2024",,"Jun 30, 2031",€22.00m,https://www.transfermarkt.com/aaron-wan-bissaka/profil/spieler/477758
5,Vladimír Coufal,Right-Back,"Aug 22, 1992 (32)",Czech Republic,"1,74m",right,"Oct 2, 2020",,"Jun 30, 2025",€7.00m,https://www.transfermarkt.com/vladimir-coufal/profil/spieler/157672
19,Edson Álvarez,Defensive Midfield,"Oct 24, 1997 (27)",Mexico,"1,90m",right,"Aug 10, 2023",,"Jun 30, 2028",€30.00m,https://www.transfermarkt.com/edson-alvarez/profil/spieler/401356
28,Tomas Soucek,Defensive Midfield,"Feb 27, 1995 (30)",Czech Republic,"1,92m",right,"Jul 27, 2020",,"Jun 30, 2027",€22.00m,https://www.transfermarkt.com/tomas-soucek/profil/spieler/283628
24,Guido Rodríguez,Defensive Midfield,"Apr 12, 1994 (31)","Argentina, Italy","1,85m",right,"Aug 6, 2024",,"Jun 30, 2027",€12.00m,https://www.transfermarkt.com/guido-rodriguez/profil/spieler/342385
4,Carlos Soler,Central Midfield,"Jan 2, 1997 (28)",Spain,"1,80m",right,"Aug 30, 2024",,"Jun 30, 2025",€20.00m,https://www.transfermarkt.com/carlos-soler/profil/spieler/372246
8,James Ward-Prowse,Central Midfield,"Nov 1, 1994 (30)",England,"1,77m",right,"Aug 14, 2023",,"Jun 30, 2027",€10.00m,https://www.transfermarkt.com/james-ward-prowse/profil/spieler/181579
39,Andrew Irving,Central Midfield,"May 13, 2000 (24)",Scotland,"1,90m",left,"Aug 31, 2023",,"Jun 30, 2026",€5.00m,https://www.transfermarkt.com/andrew-irving/profil/spieler/430310
10,Lucas Paquetá,Attacking Midfield,"Aug 27, 1997 (27)","Brazil, Portugal","1,80m",left,"Aug 29, 2022",,"Jun 30, 2027",€35.00m,https://www.transfermarkt.com/lucas-paqueta/profil/spieler/444523
7,Crysencio Summerville,Left Winger,"Oct 30, 2001 (23)","Netherlands, Suriname","1,74m",right,"Aug 3, 2024",,"Jun 30, 2029",€22.00m,https://www.transfermarkt.com/crysencio-summerville/profil/spieler/474701
14,Mohammed Kudus,Right Winger,"Aug 2, 2000 (24)",Ghana,"1,77m",left,"Aug 27, 2023",,"Jun 30, 2028",€50.00m,https://www.transfermarkt.com/mohammed-kudus/profil/spieler/543499
20,Jarrod Bowen,Right Winger,"Dec 20, 1996 (28)",England,"1,76m",left,"Jan 31, 2020",,"Jun 30, 2030",€45.00m,https://www.transfermarkt.com/jarrod-bowen/profil/spieler/314875
17,Luis Guilherme,Right Winger,"Feb 9, 2006 (19)",Brazil,"1,75m",left,"Jul 1, 2024",,"Jun 30, 2029",€18.00m,https://www.transfermarkt.com/luis-guilherme/profil/spieler/991800
34,Evan Ferguson,Centre-Forward,"Oct 19, 2004 (20)","Ireland, England","1,88m",right,"Feb 3, 2025",,"Jun 30, 2025",€32.00m,https://www.transfermarkt.com/evan-ferguson/profil/spieler/648046
11,Niclas Füllkrug,Centre-Forward,"Feb 9, 1993 (32)",Germany,"1,89m",right,"Aug 5, 2024",,"Jun 30, 2028",€12.00m,https://www.transfermarkt.com/niclas-fullkrug/profil/spieler/75489
18,Danny Ings,Centre-Forward,"Jul 23, 1992 (32)",England,"1,77m",right,"Jan 20, 2023",,"Jun 30, 2025",€7.00m,https://www.transfermarkt.com/danny-ings/profil/spieler/134294
