Number,Name,Position,Date of Birth/Age,Nationality,Height,Foot,Signed,Previous Team,Contract Until,Market Value,Link
1,Bart Verbruggen,Goalkeeper,"Aug 18, 2002 (22)",Netherlands,"1,94m",right,"Jul 3, 2023",,"Jun 30, 2028",€25.00m,https://www.transfermarkt.com/bart-verbruggen/profil/spieler/565093
39,Carl Rushworth,Goalkeeper,"Jul 2, 2001 (23)",England,"1,91m",,"Jul 1, 2023",,"Jun 30, 2027",€3.00m,https://www.transfermarkt.com/carl-rushworth/profil/spieler/646353
23,Jason Steele,Goalkeeper,"Aug 18, 1990 (34)",England,"1,88m",right,"Jul 1, 2018",,"Jun 30, 2026",€2.00m,https://www.transfermarkt.com/jason-steele/profil/spieler/73564
37,Tom McGill,Goalkeeper,"Mar 25, 2000 (25)","Canada, England","1,85m",right,"Jul 29, 2022",,"Jun 30, 2025",€600k,https://www.transfermarkt.com/tom-mcgill/profil/spieler/406556
29,Jan Paul van Hecke,Centre-Back,"Jun 8, 2000 (24)",Netherlands,"1,89m",right,"Sep 10, 2020",,"Jun 30, 2027",€32.00m,https://www.transfermarkt.com/jan-paul-van-hecke/profil/spieler/576314
3,Igor,Centre-Back,"Feb 7, 1998 (27)",Brazil,"1,88m",left,"Jul 26, 2023",,"Jun 30, 2027",€22.00m,https://www.transfermarkt.com/igor/profil/spieler/380350
4,Adam Webster,Centre-Back,"Jan 4, 1995 (30)",England,"1,90m",right,"Aug 3, 2019",,"Jun 30, 2026",€12.00m,https://www.transfermarkt.com/adam-webster/profil/spieler/212847
5,Lewis Dunk,Centre-Back,"Nov 21, 1991 (33)",England,"1,92m",right,"Apr 30, 2010",,"Jun 30, 2026",€8.00m,https://www.transfermarkt.com/lewis-dunk/profil/spieler/148153
16,Eiran Cashin,Centre-Back,"Nov 9, 2001 (23)","Ireland, England","1,84m",left,"Jan 31, 2025",,"Jun 30, 2030",€8.00m,https://www.transfermarkt.com/eiran-cashin/profil/spieler/581330
24,Ferdi Kadıoğlu,Left-Back,"Oct 7, 1999 (25)","Türkiye, Netherlands","1,74m",right,"Aug 24, 2024",,"Jun 30, 2028",€30.00m,https://www.transfermarkt.com/ferdi-kadioglu/profil/spieler/369316
30,Pervis Estupiñán,Left-Back,"Jan 21, 1998 (27)","Ecuador, Spain","1,75m",left,"Aug 16, 2022",,"Jun 30, 2027",€30.00m,https://www.transfermarkt.com/pervis-estupinan/profil/spieler/349599
2,Tariq Lamptey,Right-Back,"Sep 30, 2000 (24)","Ghana, England","1,63m",right,"Jan 31, 2020",,"Jun 30, 2025",€12.00m,https://www.transfermarkt.com/tariq-lamptey/profil/spieler/504148
34,Joël Veltman,Right-Back,"Jan 15, 1992 (33)",Netherlands,"1,84m",right,"Jul 29, 2020",,"Jun 30, 2025",€7.00m,https://www.transfermarkt.com/joel-veltman/profil/spieler/111195
20,Carlos Baleba,Defensive Midfield,"Jan 3, 2004 (21)",Cameroon,"1,79m",left,"Aug 29, 2023",,"Jun 30, 2028",€35.00m,https://www.transfermarkt.com/carlos-baleba/profil/spieler/973085
27,Mats Wieffer,Defensive Midfield,"Nov 16, 1999 (25)",Netherlands,"1,88m",right,"Jul 5, 2024",,"Jun 30, 2029",€27.00m,https://www.transfermarkt.com/mats-wieffer/profil/spieler/415381
41,Jack Hinshelwood,Central Midfield,"Apr 11, 2005 (20)",England,"1,82m",right,"Jul 1, 2023",,"Jun 30, 2028",€24.00m,https://www.transfermarkt.com/jack-hinshelwood/profil/spieler/867688
33,Matt O'Riley,Central Midfield,"Nov 21, 2000 (24)","Denmark, England","1,89m",left,"Aug 26, 2024",,"Jun 30, 2029",€22.00m,https://www.transfermarkt.com/matt-oriley/profil/spieler/406634
26,Yasin Ayari,Central Midfield,"Oct 6, 2003 (21)","Sweden, Tunisia","1,72m",right,"Jan 30, 2023",,"Jun 30, 2027",€17.00m,https://www.transfermarkt.com/yasin-ayari/profil/spieler/667287
