Number,Name,Position,Date of Birth/Age,Nationality,Height,Foot,Signed,Previous Team,Contract Until,Market Value,Link
22,Nick Pope,Goalkeeper,"Apr 19, 1992 (33)",England,"1,98m",right,"Jul 1, 2022",,"Jun 30, 2026",€10.00m,https://www.transfermarkt.com/nick-pope/profil/spieler/192080
19,Odysseas Vlachodimos,Goalkeeper,"Apr 26, 1994 (31)","Greece, Germany","1,91m",right,"Jul 1, 2024",,-,€7.00m,https://www.transfermarkt.com/odysseas-vlachodimos/profil/spieler/124419
1,Martin Dúbravka,Goalkeeper,"Jan 15, 1989 (36)",Slovakia,"1,91m",right,"Jul 1, 2018",,"Jun 30, 2026",€1.00m,https://www.transfermarkt.com/martin-dubravka/profil/spieler/74960
29,Mark Gillespie,Goalkeeper,"Mar 27, 1992 (33)",England,"1,91m",right,"Jul 3, 2020",,"Jun 30, 2025",€300k,https://www.transfermarkt.com/mark-gillespie/profil/spieler/142389
26,John Ruddy,Goalkeeper,"Oct 24, 1986 (38)",England,"1,92m",right,"Jul 1, 2024",,"Jun 30, 2025",€200k,https://www.transfermarkt.com/john-ruddy/profil/spieler/29712
4,Sven Botman,Centre-Back,"Jan 12, 2000 (25)",Netherlands,"1,93m",left,"Jul 1, 2022",,"Jun 30, 2027",€45.00m,https://www.transfermarkt.com/sven-botman/profil/spieler/361093
5,Fabian Schär,Centre-Back,"Dec 20, 1991 (33)",Switzerland,"1,86m",right,"Jul 26, 2018",,"Jun 30, 2026",€9.00m,https://www.transfermarkt.com/fabian-schar/profil/spieler/135343
33,Dan Burn,Centre-Back,"May 9, 1992 (32)",England,"2,01m",left,"Jan 31, 2022",,"Jun 30, 2026",€7.00m,https://www.transfermarkt.com/dan-burn/profil/spieler/134270
6,Jamaal Lascelles,Centre-Back,"Nov 11, 1993 (31)","England, Barbados","1,88m",right,"Aug 9, 2014",,"Jun 30, 2025",€6.00m,https://www.transfermarkt.com/jamaal-lascelles/profil/spieler/183318
20,Lewis Hall,Left-Back,"Sep 8, 2004 (20)",England,"1,79m",left,"Jul 1, 2024",,-,€30.00m,https://www.transfermarkt.com/lewis-hall/profil/spieler/670858
13,Matt Targett,Left-Back,"Sep 18, 1995 (29)","England, Scotland","1,83m",left,"Jul 1, 2022",,"Jun 30, 2026",€8.00m,https://www.transfermarkt.com/matt-targett/profil/spieler/250478
12,Jamal Lewis,Left-Back,"Jan 25, 1998 (27)","Northern Ireland, England","1,78m",left,"Sep 8, 2020",,"Jun 30, 2025",€3.00m,https://www.transfermarkt.com/jamal-lewis/profil/spieler/346018
21,Tino Livramento,Right-Back,"Nov 12, 2002 (22)","England, Scotland","1,82m",right,"Aug 8, 2023",,"Jun 30, 2028",€35.00m,https://www.transfermarkt.com/tino-livramento/profil/spieler/503981
2,Kieran Trippier,Right-Back,"Sep 19, 1990 (34)",England,"1,73m",right,"Jan 7, 2022",,"Jun 30, 2026",€5.00m,https://www.transfermarkt.com/kieran-trippier/profil/spieler/95810
17,Emil Krafth,Right-Back,"Aug 2, 1994 (30)",Sweden,"1,84m",right,"Aug 8, 2019",,"Jun 30, 2026",€2.50m,https://www.transfermarkt.com/emil-krafth/profil/spieler/184528
39,Bruno Guimarães,Defensive Midfield,"Nov 16, 1997 (27)","Brazil, Spain","1,82m",right,"Jan 30, 2022",,"Jun 30, 2028",€80.00m,https://www.transfermarkt.com/bruno-guimaraes/profil/spieler/520624
8,Sandro Tonali,Central Midfield,"May 8, 2000 (24)",Italy,"1,81m",right,"Jul 3, 2023",,"Jun 30, 2028",€45.00m,https://www.transfermarkt.com/sandro-tonali/profil/spieler/397033
7,Joelinton,Central Midfield,"Aug 14, 1996 (28)",Brazil,"1,86m",right,"Jul 23, 2019",,"Jun 30, 2028",€40.00m,https://www.transfermarkt.com/joelinton/profil/spieler/333241
28,Joe Willock,Central Midfield,"Aug 20, 1999 (25)","England, Montserrat","1,86m",right,"Aug 13, 2021",,"Jun 30, 2027",€28.00m,https://www.transfermarkt.com/joe-willock/profil/spieler/340329
36,Sean Longstaff,Central Midfield,"Oct 30, 1997 (27)",England,"1,87m",right,"Jan 1, 2019",,"Jun 30, 2026",€22.00m,https://www.transfermarkt.com/sean-longstaff/profil/spieler/346707
67,Lewis Miley,Central Midfield,"May 1, 2006 (19)",England,"1,89m",right,"Jul 1, 2023",,"Jun 30, 2029",€22.00m,https://www.transfermarkt.com/lewis-miley/profil/spieler/922769
10,Anthony Gordon,Left Winger,"Feb 24, 2001 (24)",England,"1,83m",right,"Jan 29, 2023",,-,€65.00m,https://www.transfermarkt.com/anthony-gordon/profil/spieler/503733
11,Harvey Barnes,Left Winger,"Dec 9, 1997 (27)","England, Scotland","1,82m",right,"Jul 23, 2023",,"Jun 30, 2028",€30.00m,https://www.transfermarkt.com/harvey-barnes/profil/spieler/398065
23,Jacob Murphy,Right Winger,"Feb 24, 1995 (30)","England, Ireland","1,79m",right,"Jul 19, 2017",,"Jun 30, 2027",€16.00m,https://www.transfermarkt.com/jacob-murphy/profil/spieler/199527
14,Alexander Isak,Centre-Forward,"Sep 21, 1999 (25)","Sweden, Eritrea","1,92m",right,"Aug 26, 2022",,"Jun 30, 2028",€100.00m,https://www.transfermarkt.com/alexander-isak/profil/spieler/349066
9,Callum Wilson,Centre-Forward,"Feb 27, 1992 (33)",England,"1,80m",right,"Sep 7, 2020",,"Jun 30, 2025",€11.00m,https://www.transfermarkt.com/callum-wilson/profil/spieler/123682
18,William Osula,Centre-Forward,"Aug 4, 2003 (21)","Denmark, England","1,91m",right,"Aug 8, 2024",,"Jun 30, 2029",€7.00m,https://www.transfermarkt.com/william-osula/profil/spieler/609556
