Number,Name,Position,Date of Birth/Age,Nationality,Height,Foot,Signed,Previous Team,Contract Until,Market Value,Link
31,Ederson,Goalkeeper,"Aug 17, 1993 (31)","Brazil, Portugal","1,88m",left,"Jul 1, 2017",,"Jun 30, 2026",€25.00m,https://www.transfermarkt.com/ederson/profil/spieler/238223
18,Stefan Ortega,Goalkeeper,"Nov 6, 1992 (32)","Germany, Spain","1,85m",right,"Jul 1, 2022",,"Jun 30, 2026",€9.00m,https://www.transfermarkt.com/stefan-ortega/profil/spieler/85941
33,Scott Carson,Goalkeeper,"Sep 3, 1985 (39)",England,"1,88m",right,"Jul 20, 2021",,"Jun 30, 2025",€200k,https://www.transfermarkt.com/scott-carson/profil/spieler/14555
3,Rúben Dias,Centre-Back,"May 14, 1997 (27)",Portugal,"1,87m",right,"Sep 29, 2020",,"Jun 30, 2027",€70.00m,https://www.transfermarkt.com/ruben-dias/profil/spieler/258004
45,Abdukodir Khusanov,Centre-Back,"Feb 29, 2004 (21)",Uzbekistan,"1,86m",right,"Jan 20, 2025",,"Jun 30, 2029",€35.00m,https://www.transfermarkt.com/abdukodir-khusanov/profil/spieler/763079
6,Nathan Aké,Centre-Back,"Feb 18, 1995 (30)","Netherlands, Cote d'Ivoire","1,80m",left,"Aug 5, 2020",,"Jun 30, 2027",€32.00m,https://www.transfermarkt.com/nathan-ake/profil/spieler/177476
25,Manuel Akanji,Centre-Back,"Jul 19, 1995 (29)","Switzerland, Nigeria","1,88m",right,"Sep 1, 2022",,"Jun 30, 2027",€32.00m,https://www.transfermarkt.com/manuel-akanji/profil/spieler/284730
5,John Stones,Centre-Back,"May 28, 1994 (30)",England,"1,88m",right,"Aug 9, 2016",,"Jun 30, 2026",€30.00m,https://www.transfermarkt.com/john-stones/profil/spieler/186590
22,Vitor Reis,Centre-Back,"Jan 12, 2006 (19)",Brazil,"1,86m",right,"Jan 21, 2025",,"Jun 30, 2029",€30.00m,https://www.transfermarkt.com/vitor-reis/profil/spieler/1005575
24,Josko Gvardiol,Left-Back,"Jan 23, 2002 (23)",Croatia,"1,85m",left,"Aug 5, 2023",,"Jun 30, 2028",€75.00m,https://www.transfermarkt.com/josko-gvardiol/profil/spieler/475959
82,Rico Lewis,Right-Back,"Nov 21, 2004 (20)",England,"1,70m",right,"Jul 1, 2022",,"Jun 30, 2028",€40.00m,https://www.transfermarkt.com/rico-lewis/profil/spieler/701057
16,Rodri,Defensive Midfield,"Jun 22, 1996 (28)",Spain,"1,91m",right,"Jul 4, 2019",,"Jun 30, 2027",€130.00m,https://www.transfermarkt.com/rodri/profil/spieler/357565
14,Nico González,Central Midfield,"Jan 3, 2002 (23)",Spain,"1,88m",right,"Feb 3, 2025",,"Jun 30, 2029",€40.00m,https://www.transfermarkt.com/nico-gonzalez/profil/spieler/466805
27,Matheus Nunes,Central Midfield,"Aug 27, 1998 (26)","Portugal, Brazil","1,83m",right,"Sep 1, 2023",,"Jun 30, 2028",€35.00m,https://www.transfermarkt.com/matheus-nunes/profil/spieler/601883
8,Mateo Kovacic,Central Midfield,"May 6, 1994 (30)",Croatia,"1,77m",right,"Jul 1, 2023",,"Jun 30, 2027",€25.00m,https://www.transfermarkt.com/mateo-kovacic/profil/spieler/51471
19,İlkay Gündoğan,Central Midfield,"Oct 24, 1990 (34)",Germany,"1,80m",right,"Aug 23, 2024",,"Jun 30, 2026",€7.00m,https://www.transfermarkt.com/ilkay-gundogan/profil/spieler/53622
20,Bernardo Silva,Attacking Midfield,"Aug 10, 1994 (30)",Portugal,"1,73m",left,"Jul 1, 2017",,"Jun 30, 2026",€45.00m,https://www.transfermarkt.com/bernardo-silva/profil/spieler/241641
17,Kevin De Bruyne,Attacking Midfield,"Jun 28, 1991 (33)",Belgium,"1,81m",right,"Aug 30, 2015",,"Jun 30, 2025",€27.00m,https://www.transfermarkt.com/kevin-de-bruyne/profil/spieler/88755
30,Claudio Echeverri,Attacking Midfield,"Jan 2, 2006 (19)",Argentina,"1,70m",right,"Jan 25, 2024",,"Jun 30, 2028",€18.00m,https://www.transfermarkt.com/claudio-echeverri/profil/spieler/994536
87,James McAtee,Attacking Midfield,"Oct 18, 2002 (22)",England,"1,80m",left,"Jul 1, 2023",,"Jun 30, 2026",€18.00m,https://www.transfermarkt.com/james-mcatee/profil/spieler/583199
75,Nico O'Reilly,Attacking Midfield,"Mar 21, 2005 (20)","England, Jamaica","1,93m",left,"Jul 1, 2024",,"Jun 30, 2028",€7.00m,https://www.transfermarkt.com/nico-oreilly/profil/spieler/743413
11,Jérémy Doku,Left Winger,"May 27, 2002 (22)","Belgium, Ghana","1,73m",right,"Aug 24, 2023",,"Jun 30, 2028",€55.00m,https://www.transfermarkt.com/jeremy-doku/profil/spieler/486049
10,Jack Grealish,Left Winger,"Sep 10, 1995 (29)","England, Ireland","1,80m",right,"Aug 5, 2021",,"Jun 30, 2027",€35.00m,https://www.transfermarkt.com/jack-grealish/profil/spieler/203460
47,Phil Foden,Right Winger,"May 28, 2000 (24)",England,"1,71m",left,"Jul 1, 2017",,"Jun 30, 2027",€130.00m,https://www.transfermarkt.com/phil-foden/profil/spieler/406635
26,Savinho,Right Winger,"Apr 10, 2004 (21)",Brazil,"1,76m",left,"Jul 18, 2024",,"Jun 30, 2029",€55.00m,https://www.transfermarkt.com/savinho/profil/spieler/743591
52,Oscar Bobb,Right Winger,"Jul 12, 2003 (21)","Norway, The Gambia","1,75m",left,"Jul 1, 2023",,"Jun 30, 2029",€25.00m,https://www.transfermarkt.com/oscar-bobb/profil/spieler/661207
9,Erling Haaland,Centre-Forward,"Jul 21, 2000 (24)",Norway,"1,95m",left,"Jul 1, 2022",,"Jun 30, 2034",€200.00m,https://www.transfermarkt.com/erling-haaland/profil/spieler/418560
7,Omar Marmoush,Centre-Forward,"Feb 7, 1999 (26)","Egypt, Canada","1,83m",right,"Jan 23, 2025",,"Jun 30, 2029",€75.00m,https://www.transfermarkt.com/omar-marmoush/profil/spieler/445939
