Number,Name,Position,Date of Birth/Age,Nationality,Height,Foot,Signed,Previous Team,Contract Until,Market Value,Link
1,Dean Henderson,Goalkeeper,"Mar 12, 1997 (28)",England,"1,88m",right,"Aug 31, 2023",,"Jun 30, 2028",€15.00m,https://www.transfermarkt.com/dean-henderson/profil/spieler/258919
30,Matt Turner,Goalkeeper,"Jun 24, 1994 (30)","United States, Lithuania","1,91m",right,"Aug 30, 2024",,"Jun 30, 2025",€4.00m,https://www.transfermarkt.com/matt-turner/profil/spieler/425306
31,Remi Matthews,Goalkeeper,"Feb 10, 1994 (31)",England,"1,92m",right,"Jul 12, 2021",,"Jun 30, 2025",€500k,https://www.transfermarkt.com/remi-matthews/profil/spieler/196722
6,Marc Guéhi,Centre-Back,"Jul 13, 2000 (24)","England, Cote d'Ivoire","1,82m",right,"Jul 18, 2021",,"Jun 30, 2026",€45.00m,https://www.transfermarkt.com/marc-guehi/profil/spieler/392757
5,Maxence Lacroix,Centre-Back,"Apr 6, 2000 (25)","France, Guadeloupe","1,90m",right,"Aug 30, 2024",,"Jun 30, 2029",€22.00m,https://www.transfermarkt.com/maxence-lacroix/profil/spieler/434224
34,Chadi Riad,Centre-Back,"Jun 17, 2003 (21)","Morocco, Spain","1,87m",left,"Jul 2, 2024",,"Jun 30, 2029",€15.00m,https://www.transfermarkt.com/chadi-riad/profil/spieler/689637
26,Chris Richards,Centre-Back,"Mar 28, 2000 (25)",United States,"1,88m",right,"Jul 27, 2022",,"Jun 30, 2027",€12.00m,https://www.transfermarkt.com/chris-richards/profil/spieler/578539
3,Tyrick Mitchell,Left-Back,"Sep 1, 1999 (25)","England, Jamaica","1,81m",left,"Jul 1, 2020",,"Jun 30, 2025",€25.00m,https://www.transfermarkt.com/tyrick-mitchell/profil/spieler/730893
25,Ben Chilwell,Left-Back,"Dec 21, 1996 (28)","England, New Zealand","1,80m",left,"Feb 3, 2025",,"May 31, 2025",€18.00m,https://www.transfermarkt.com/ben-chilwell/profil/spieler/316125
12,Daniel Muñoz,Right-Back,"May 26, 1996 (28)",Colombia,"1,81m",right,"Jan 30, 2024",,"Jun 30, 2028",€25.00m,https://www.transfermarkt.com/daniel-munoz/profil/spieler/493003
17,Nathaniel Clyne,Right-Back,"Apr 5, 1991 (34)","England, Grenada","1,75m",right,"Oct 14, 2020",,"Jun 30, 2025",€1.50m,https://www.transfermarkt.com/nathaniel-clyne/profil/spieler/85177
58,Caleb Kporha,Right-Back,"Jul 15, 2006 (18)","England, Ghana",-,right,"Jul 1, 2024",,"Jun 30, 2029",€1.00m,https://www.transfermarkt.com/caleb-kporha/profil/spieler/1047261
2,Joel Ward,Right-Back,"Oct 29, 1989 (35)",England,"1,86m",right,"Jul 1, 2012",,"Jun 30, 2025",€600k,https://www.transfermarkt.com/joel-ward/profil/spieler/92572
20,Adam Wharton,Defensive Midfield,"Feb 6, 2004 (21)",England,"1,82m",left,"Feb 1, 2024",,"Jun 30, 2029",€35.00m,https://www.transfermarkt.com/adam-wharton/profil/spieler/744149
28,Cheick Doucouré,Defensive Midfield,"Jan 8, 2000 (25)",Mali,"1,80m",right,"Jul 11, 2022",,"Jun 30, 2029",€30.00m,https://www.transfermarkt.com/cheick-doucoure/profil/spieler/543387
8,Jefferson Lerma,Defensive Midfield,"Oct 25, 1994 (30)",Colombia,"1,79m",right,"Jul 1, 2023",,"Jun 30, 2026",€12.00m,https://www.transfermarkt.com/jefferson-lerma/profil/spieler/262980
42,Kaden Rodney,Defensive Midfield,"Oct 7, 2004 (20)",England,-,right,"Jul 1, 2024",,-,€200k,https://www.transfermarkt.com/kaden-rodney/profil/spieler/860078
19,Will Hughes,Central Midfield,"Apr 17, 1995 (30)",England,"1,85m",left,"Aug 28, 2021",,"Jun 30, 2027",€9.00m,https://www.transfermarkt.com/will-hughes/profil/spieler/207014
55,Justin Devenny,Central Midfield,"Oct 11, 2003 (21)","Northern Ireland, Scotland","1,84m",left,"Jul 1, 2024",,"Jun 30, 2027",€3.00m,https://www.transfermarkt.com/justin-devenny/profil/spieler/747009
10,Eberechi Eze,Attacking Midfield,"Jun 29, 1998 (26)","England, Nigeria","1,78m",right,"Aug 28, 2020",,"Jun 30, 2027",€55.00m,https://www.transfermarkt.com/eberechi-eze/profil/spieler/479999
18,Daichi Kamada,Attacking Midfield,"Aug 5, 1996 (28)",Japan,"1,80m",right,"Jul 1, 2024",,"Jun 30, 2026",€15.00m,https://www.transfermarkt.com/daichi-kamada/profil/spieler/356141
11,Matheus França,Attacking Midfield,"Apr 1, 2004 (21)",Brazil,"1,84m",right,"Aug 5, 2023",,"Jun 30, 2028",€10.00m,https://www.transfermarkt.com/matheus-franca/profil/spieler/743597
7,Ismaïla Sarr,Right Winger,"Feb 25, 1998 (27)",Senegal,"1,85m",right,"Aug 1, 2024",,"Jun 30, 2029",€22.00m,https://www.transfermarkt.com/ismaila-sarr/profil/spieler/410225
