player_id;ID_Jugador;Loan_Transfered;ID_Liga;contestant_id;ID_Equipo;player_name;Nombre_Original_Transfermarkt;Nombree_Original_FBref;Nombre_Normalizado_Capology;Link_Transfermarkt;Link_FBref;Edad;Nombre_Normalizado
2bvdj3mlti92jyqvp4ux8j5yh;545;;10;ep3im6aygoatju4u3ws8v3mog;65;D. Sanderson;Dion Sanderson;Dion Sanderson;dion_sanderson;https://www.transfermarkt.com/dion-sanderson/profil/spieler/495993;https://fbref.com/en/players/b3fa76c5/Dion-Sanderson;25;dion_sanderson
8aykdj591lych7ifwry8pqxg5;546;;10;ep3im6aygoatju4u3ws8v3mog;65;D. Hyam;Dominic Hyam;Dominic Hyam;dominic_hyam;https://www.transfermarkt.com/dominic-hyam/profil/spieler/263268;https://fbref.com/en/players/ce95958a/Dominic-Hyam;29;dominic_hyam
3ztcz2dgfniqv141w7xsky7zd;547;;10;ep3im6aygoatju4u3ws8v3mog;65;E. Dennis;Emmanuel Dennis;Emmanuel Dennis;emmanuel_dennis;https://www.transfermarkt.com/emmanuel-dennis/profil/spieler/448854;https://fbref.com/en/players/2c44a35d/Emmanuel-Dennis;27;emmanuel_dennis
3sbsa3ihdd0o5je6ez6l0cmsq;548;;10;ep3im6aygoatju4u3ws8v3mog;65;H. Leonard;Harry Leonard;Harry Leonard;harry_leonard;https://www.transfermarkt.com/harry-leonard/profil/spieler/672526;https://fbref.com/en/players/b8c665a1/Harry-Leonard;21;harry_leonard
3cpoap17njgxl0qfuh65spn1l;549;;10;ep3im6aygoatju4u3ws8v3mog;65;H. Pickering;Harry Pickering;Harry Pickering;harry_pickering;https://www.transfermarkt.com/harry-pickering/profil/spieler/426412;https://fbref.com/en/players/fd985c15/Harry-Pickering;26;harry_pickering
6aooq7bzbniotg1rhhvruzld5;550;;10;ep3im6aygoatju4u3ws8v3mog;65;H. Carter;Hayden Carter;Hayden Carter;hayden_carter;https://www.transfermarkt.com/hayden-carter/profil/spieler/503780;https://fbref.com/en/players/40f85b8f/Hayden-Carter;25;hayden_carter
9yzkqp8pfkjpcb3y6lzstpe5l;551;;10;ep3im6aygoatju4u3ws8v3mog;65;J. Rankin-Costello;Joe Rankin-Costello;Joe Rankin-Costello;joe_rankin_costello;https://www.transfermarkt.com/joe-rankin-costello/profil/spieler/411229;https://fbref.com/en/players/60f63958/Joe-Rankin-Costello;25;joe_rankin_costello
9mravxszzgv45slw106us4wdl;552;;10;ep3im6aygoatju4u3ws8v3mog;65;J. Buckley;John Buckley;John Buckley;john_buckley;https://www.transfermarkt.com/john-buckley/profil/spieler/503781;https://fbref.com/en/players/b3ac41b5/John-Buckley;25;john_buckley
3q56m7iodtqny26jeqvhwivo5;553;;10;ep3im6aygoatju4u3ws8v3mog;65;L. Travis;Lewis Travis;Lewis Travis;lewis_travis;https://www.transfermarkt.com/lewis-travis/profil/spieler/372802;https://fbref.com/en/players/33928d3a/Lewis-Travis;27;lewis_travis
28mpvdhcf5jycnaj5kxsdu1yi;554;;10;ep3im6aygoatju4u3ws8v3mog;65;M. Gueye;Makhtar Gueye;Makhtar Gueye;makhtar_gueye;https://www.transfermarkt.com/makhtar-gueye/profil/spieler/606849;https://fbref.com/en/players/92b1763b/Makhtar-Gueye;27;makhtar_gueye
dlek4e9wgzy10smm0ph933nu2;555;;10;ep3im6aygoatju4u3ws8v3mog;65;O. Beck;Owen Beck;Owen Beck;owen_beck;https://www.transfermarkt.com/owen-beck/profil/spieler/551001;https://fbref.com/en/players/a011a1e9/Owen-Beck;22;owen_beck
51e6y091ekygj4qyo05iw9q6t;556;;10;ep3im6aygoatju4u3ws8v3mog;65;R. Hedges;Ryan Hedges;Ryan Hedges;ryan_hedges;https://www.transfermarkt.com/ryan-hedges/profil/spieler/326230;https://fbref.com/en/players/c54816a4/Ryan-Hedges;29;ryan_hedges
4ecptuxoyx485mmhrubuscgyd;557;;10;ep3im6aygoatju4u3ws8v3mog;65;S. Tronstad;Sondre Tronstad;Sondre Tronstad;sondre_tronstad;https://www.transfermarkt.com/sondre-tronstad/profil/spieler/210348;https://fbref.com/en/players/50e41224/Sondre-Tronstad;29;sondre_tronstad
bzvr1umoce37zyxq8hvwu1lgp;558;;10;ep3im6aygoatju4u3ws8v3mog;65;T. Cantwell;Todd Cantwell;Todd Cantwell;todd_cantwell;https://www.transfermarkt.com/todd-cantwell/profil/spieler/332341;https://fbref.com/en/players/f63d8a4b/Todd-Cantwell;27;todd_cantwell
bce703taa20nxg814t2giuei;559;;10;ep3im6aygoatju4u3ws8v3mog;65;T. Dolan;Tyrhys Dolan;Tyrhys Dolan;tyrhys_dolan;https://www.transfermarkt.com/tyrhys-dolan/profil/spieler/647435;https://fbref.com/en/players/ce967905/Tyrhys-Dolan;23;tyrhys_dolan
7skv5ydauf4i86hywekivt7je;560;;10;ep3im6aygoatju4u3ws8v3mog;65;Y. Ohashi;Yuki Ohashi;Yuki Ohashi;yuki_ohashi;https://www.transfermarkt.com/yuki-ohashi/profil/spieler/592116;https://fbref.com/en/players/5fa86767/Yuki-Ohashi;28;yuki_ohashi
e5p0oz8nz3fvawtta6u98ow5x;561;;10;ep3im6aygoatju4u3ws8v3mog;65;Yuri Ribeiro;Yuri Ribeiro;Yuri Ribeiro;yuri_ribeiro;https://www.transfermarkt.com/yuri-ribeiro/profil/spieler/258032;https://fbref.com/en/players/284f2ce6/Yuri-Ribeiro;28;yuri_ribeiro
2yoxu5l99k95yopdj4nufask4;562;;10;ep3im6aygoatju4u3ws8v3mog;65;A. Cozier-Duberry;Amario Cozier-Duberry;Amario Duberry;amario_cozier_duberry;https://www.transfermarkt.com/amario-cozier-duberry/profil/spieler/878150;https://fbref.com/en/players/04eb7d82/Amario-Duberry;19;amario_cozier_duberry
;563;;10;ep3im6aygoatju4u3ws8v3mog;65;;Scott Wharton;Scott Wharton;scott_wharton;https://www.transfermarkt.com/scott-wharton/profil/spieler/364803;https://fbref.com/en/players/416e078e/Scott-Wharton;27;scott_wharton
7yqdri2a1wz80jfzbcyfc904p;564;;10;c5485h5qulh4l0k0py5b9xug1;66;A. Mehmeti;Anis Mehmeti;Anis Mehmeti;anis_mehmeti;https://www.transfermarkt.com/anis-mehmeti/profil/spieler/530813;https://fbref.com/en/players/48a08f79/Anis-Mehmeti;24;anis_mehmeti
cbhiq675ed1ywqpf223ias6lm;565;;10;c5485h5qulh4l0k0py5b9xug1;66;C. Pring;Cameron Pring;Cameron Pring;cameron_pring;https://www.transfermarkt.com/cameron-pring/profil/spieler/547382;https://fbref.com/en/players/01716c85/Cameron-Pring;27;cameron_pring
8azqsh9x69noyyxe508disyz8;566;;10;c5485h5qulh4l0k0py5b9xug1;66;G. Earthy;George Earthy;George Earthy;george_earthy;https://www.transfermarkt.com/george-earthy/profil/spieler/697280;https://fbref.com/en/players/123d2733/George-Earthy;20;george_earthy
4dqnk85x37sf5ef9kvk26j5k9;567;;10;c5485h5qulh4l0k0py5b9xug1;66;G. Tanner;George Tanner;George Tanner;george_tanner;https://www.transfermarkt.com/george-tanner/profil/spieler/420811;https://fbref.com/en/players/8f9c9b14/George-Tanner;25;george_tanner
5tn8g8kmd0wvnsgi5quapadp1;568;;10;c5485h5qulh4l0k0py5b9xug1;66;H. Cornick;Harry Cornick;Harry Cornick;harry_cornick;https://www.transfermarkt.com/harry-cornick/profil/spieler/255703;https://fbref.com/en/players/9169bc41/Harry-Cornick;29;harry_cornick
h4x8lz5ou8esdao80mvls9yi;569;;10;c5485h5qulh4l0k0py5b9xug1;66;H. Roberts;Haydon Roberts;Haydon Roberts;haydon_roberts;https://www.transfermarkt.com/haydon-roberts/profil/spieler/533523;https://fbref.com/en/players/a731e8a0/Haydon-Roberts;22;haydon_roberts
1la1hsnuheliwojwmcbxroy96;570;;10;c5485h5qulh4l0k0py5b9xug1;66;J. Knight;Jason Knight;Jason Knight;jason_knight;https://www.transfermarkt.com/jason-knight/profil/spieler/530780;https://fbref.com/en/players/b83ec960/Jason-Knight;24;jason_knight
2nmgtqp0gk1u32n7wu1w3597t;571;;10;c5485h5qulh4l0k0py5b9xug1;66;J. Williams;Joe Williams;Joe Williams;joe_williams;https://www.transfermarkt.com/joe-williams/profil/spieler/268185;https://fbref.com/en/players/44c38f2e/Joe-Williams;28;joe_williams
4cxq6itd7odto6vvjx4sycaju;572;;10;c5485h5qulh4l0k0py5b9xug1;66;L. McNally;Luke McNally;Luke McNally;luke_mcnally;https://www.transfermarkt.com/luke-mcnally/profil/spieler/535927;https://fbref.com/en/players/22a93e73/Luke-McNally;25;luke_mcnally
50flg4aoq4l0glnh61yzngc7p;573;;10;c5485h5qulh4l0k0py5b9xug1;66;M. McGuane;Marcus McGuane;Marcus McGuane;marcus_mcguane;https://www.transfermarkt.com/marcus-mcguane/profil/spieler/340320;https://fbref.com/en/players/781b698a/Marcus-McGuane;26;marcus_mcguane
e9j1r70xh3lz11vo7dz2ds3bp;574;;10;c5485h5qulh4l0k0py5b9xug1;66;M. Sykes;Mark Sykes;Mark Sykes;mark_sykes;https://www.transfermarkt.com/mark-sykes/profil/spieler/320403;https://fbref.com/en/players/40580929/Mark-Sykes;27;mark_sykes
bwu80wn3lca4x2txuelku0a21;575;;10;c5485h5qulh4l0k0py5b9xug1;66;M. Bird;Max Bird;Max Bird;max_bird;https://www.transfermarkt.com/max-bird/profil/spieler/486464;https://fbref.com/en/players/46d27ca0/Max-Bird;24;max_bird
cv8u668contlrp0r5wsg6quvp;576;;10;c5485h5qulh4l0k0py5b9xug1;66;M. O’Leary;Max O'Leary;Max O'Leary;max_o'leary;https://www.transfermarkt.com/max-oleary/profil/spieler/296582;https://fbref.com/en/players/a77c1ce8/Max-OLeary;28;max_o'leary
34ix43mjp0bvby0rj64mhac45;577;;10;c5485h5qulh4l0k0py5b9xug1;66;N. Wells;Nahki Wells;Nahki Wells;nahki_wells;https://www.transfermarkt.com/nahki-wells/profil/spieler/173483;https://fbref.com/en/players/b070482d/Nahki-Wells;34;nahki_wells
6o62deaqwdcrllc91hz09cct1;578;;10;c5485h5qulh4l0k0py5b9xug1;66;R. McCrorie;Ross McCrorie;Ross McCrorie;ross_mccrorie;https://www.transfermarkt.com/ross-mccrorie/profil/spieler/293746;https://fbref.com/en/players/94d628b1/Ross-McCrorie;26;ross_mccrorie
1w3kv81c65tb0e7o234yqka5m;579;;10;c5485h5qulh4l0k0py5b9xug1;66;S. Bell;Sam Bell;Sam Bell;sam_bell;https://www.transfermarkt.com/sam-bell/profil/spieler/801425;https://fbref.com/en/players/a95abffc/Sam-Bell;22;sam_bell
8k1dkx2os668fsrfz7c3jipk9;580;;10;c5485h5qulh4l0k0py5b9xug1;66;S. Twine;Scott Twine;Scott Twine;scott_twine;https://www.transfermarkt.com/scott-twine/profil/spieler/433818;https://fbref.com/en/players/5a425cab/Scott-Twine;25;scott_twine
lal5t44ynb54dhcjh3hz4jfu;581;;10;c5485h5qulh4l0k0py5b9xug1;66;S. Armstrong;Sinclair Armstrong;Sinclair Armstrong;sinclair_armstrong;https://www.transfermarkt.com/sinclair-armstrong/profil/spieler/724532;https://fbref.com/en/players/c2bf2522/Sinclair-Armstrong;21;sinclair_armstrong
8c44ama4w8abj70rkgciwlawa;582;;10;c5485h5qulh4l0k0py5b9xug1;66;S. Bajić;Stefan Bajic;Stefan Bajic;stefan_bajic;https://www.transfermarkt.com/stefan-bajic/profil/spieler/465836;https://fbref.com/en/players/be13e5a8/Stefan-Bajic;23;stefan_bajic
5fi4sga66xcx4qtwlf187logk;583;;10;c5485h5qulh4l0k0py5b9xug1;66;Y. Hirakawa;Yu Hirakawa;Yu Hirakawa;yu_hirakawa;https://www.transfermarkt.com/yu-hirakawa/profil/spieler/936237;https://fbref.com/en/players/578e7583/Yu-Hirakawa;24;yu_hirakawa
dunnmxbormx1n48wfcm4o6jmx;584;;10;c5485h5qulh4l0k0py5b9xug1;66;Z. Vyner;Zak Vyner;Zak Vyner;zak_vyner;https://www.transfermarkt.com/zak-vyner/profil/spieler/417955;https://fbref.com/en/players/a8fe5a96/Zak-Vyner;27;zak_vyner
;585;;10;c5485h5qulh4l0k0py5b9xug1;66;;Ayman Benarous;Ayman Benarous;ayman_benarous;https://www.transfermarkt.com/ayman-benarous/profil/spieler/742494;https://fbref.com/en/players/f60f6746/Ayman-Benarous;21;ayman_benarous
;586;;10;c5485h5qulh4l0k0py5b9xug1;66;;Lewis Thomas;Lewis Thomas;lewis_thomas;https://www.transfermarkt.com/lewis-thomas/profil/spieler/319306;https://fbref.com/en/players/40596197/Lewis-Thomas;27;lewis_thomas
7qzddjwh7d06ke65umodu5lh;587;;10;c5485h5qulh4l0k0py5b9xug1;66;R. Dickie;Rob Dickie;Robert Dickie;rob_dickie;https://www.transfermarkt.com/rob-dickie/profil/spieler/257437;https://fbref.com/en/players/c7dfc411/Robert-Dickie;29;rob_dickie
e18to3iy4k0dtaaav9lfntuxh;766;x;10;c5485h5qulh4l0k0py5b9xug1;66;K. Naismith;Kal Naismith;Kal Naismith;kal_naismith;https://www.transfermarkt.com/kal-naismith/profil/spieler/61011;https://fbref.com/en/players/d3ccb0ea/Kal-Naismith;33;kal_naismith
46vm60m1v8o9t0aesa0bpr42y;2300;x;10;64bxxwu2mv2qqlv0monbkj1om;67;H. Massengo;Han-Noah Massengo;Han-Noah Massengo;han_noah_massengo;https://www.transfermarkt.com/han-noah-massengo/profil/spieler/536508;https://fbref.com/en/players/eba1e557/Han-Noah-Massengo;23;han_noah_massengo
7a7fh24imj9q522a58dsg6up5;2366;x;10;64bxxwu2mv2qqlv0monbkj1om;67;A. Zaroury;Anass Zaroury;Anass Zaroury;anass_zaroury;https://www.transfermarkt.com/anass-zaroury/profil/spieler/491296;https://fbref.com/en/players/07d65234/Anass-Zaroury;24;anass_zaroury
dw5enxkcunwwewbmz8xq5ceeh;245;x;10;64bxxwu2mv2qqlv0monbkj1om;67;D. O'Shea;Dara O'Shea;Dara O'Shea;dara_o'shea;https://www.transfermarkt.com/dara-oshea/profil/spieler/401320;https://fbref.com/en/players/1d042188/Dara-OShea;26;dara_o'shea
57btqxe5sy3ygzxpp55p4umdx;3781;x;10;64bxxwu2mv2qqlv0monbkj1om;67;W. Weghorst;Wout Weghorst;Wout Weghorst;wout_weghorst;https://www.transfermarkt.com/wout-weghorst/profil/spieler/228645;https://fbref.com/en/players/c4e87b8b/Wout-Weghorst;32;wout_weghorst
5wqrzi7ar39jpu6mn8a67ngiy;4322;x;10;64bxxwu2mv2qqlv0monbkj1om;67;Z. Amdouni;Zeki Amdouni;Zeki Amdouni;zeki_amdouni;https://www.transfermarkt.com/zeki-amdouni/profil/spieler/548729;https://fbref.com/en/players/2ee5b0c9/Zeki-Amdouni;24;zeki_amdouni
9bkzl4dx3mci3w86rjpfkwowk;477;x;10;64bxxwu2mv2qqlv0monbkj1om;67;W. Odobert;Wilson Odobert;Wilson Odobert;wilson_odobert;https://www.transfermarkt.com/wilson-odobert/profil/spieler/743498;https://fbref.com/en/players/35516eac/Wilson-Odobert;20;wilson_odobert
anycrq4ug1ee012dw68tpsh2i;5087;x;10;64bxxwu2mv2qqlv0monbkj1om;67;A. Hountondji;Andr�as Hountondji;Andreas Hountondji;andreas_hountondji;https://www.transfermarkt.com/andreas-hountondji/profil/spieler/704155;https://fbref.com/en/players/02953b59/Andreas-Hountondji;22;andreas_hountondji
4cxq6itd7odto6vvjx4sycaju;572;x;10;64bxxwu2mv2qqlv0monbkj1om;67;L. McNally;Luke McNally;Luke McNally;luke_mcnally;https://www.transfermarkt.com/luke-mcnally/profil/spieler/535927;https://fbref.com/en/players/22a93e73/Luke-McNally;25;luke_mcnally
bwgjvtqtuflgq4ov3xis75vbp;588;;10;64bxxwu2mv2qqlv0monbkj1om;67;A. Barnes;Ashley Barnes;Ashley Barnes;ashley_barnes;https://www.transfermarkt.com/ashley-barnes/profil/spieler/63200;https://fbref.com/en/players/2691c772/Ashley-Barnes;35;ashley_barnes
azllk0pyzes3zxzj4z1yzd1p1;589;;10;64bxxwu2mv2qqlv0monbkj1om;67;Manuel Benson;Benson Manuel;Benson Manuel;benson_manuel;https://www.transfermarkt.com/benson-manuel/profil/spieler/322702;https://fbref.com/en/players/d7f99582/Benson-Manuel;27;benson_manuel
1xofhzib5lyqx285j8x36xg8a;590;;10;64bxxwu2mv2qqlv0monbkj1om;67;C. Egan-Riley;CJ Egan-Riley;CJ Egan-Riley;cj_egan_riley;https://www.transfermarkt.com/cj-egan-riley/profil/spieler/581669;https://fbref.com/en/players/d313e8ff/CJ-Egan-Riley;22;cj_egan_riley
9k0kubwlwu9axyiuwjp3zg2qx;591;;10;64bxxwu2mv2qqlv0monbkj1om;67;C. Roberts;Connor Roberts;Connor Roberts;connor_roberts;https://www.transfermarkt.com/connor-roberts/profil/spieler/214666;https://fbref.com/en/players/24fae784/Connor-Roberts;29;connor_roberts
6es2qusg5h5q9ricqm51j1xck;592;;10;64bxxwu2mv2qqlv0monbkj1om;67;E. Agyei;Enock Agyei;Enock Agyei;enock_agyei;https://www.transfermarkt.com/enock-agyei/profil/spieler/724041;https://fbref.com/en/players/a1dd3b81/Enock-Agyei;20;enock_agyei
;593;;10;64bxxwu2mv2qqlv0monbkj1om;67;;Etienne Green;Etienne Green;etienne_green;https://www.transfermarkt.com/etienne-green/profil/spieler/696849;https://fbref.com/en/players/667b65da/Etienne-Green;24;etienne_green
8cmkqkrjme3wb0gegzn1e6xre;594;;10;64bxxwu2mv2qqlv0monbkj1om;67;J. Anthony;Jaidon Anthony;Jaidon Anthony;jaidon_anthony;https://www.transfermarkt.com/jaidon-anthony/profil/spieler/684210;https://fbref.com/en/players/e4238fb1/Jaidon-Anthony;25;jaidon_anthony
1c4nu9s3t3p83pufjf3n3xqay;595;;10;64bxxwu2mv2qqlv0monbkj1om;67;J. Trafford;James Trafford;James Trafford;james_trafford;https://www.transfermarkt.com/james-trafford/profil/spieler/566799;https://fbref.com/en/players/259fea27/James-Trafford;22;james_trafford
8ok0giwhuu7ax85ngr8tunpey;596;;10;64bxxwu2mv2qqlv0monbkj1om;67;J. Sarmiento;Jeremy Sarmiento;Jeremy Sarmiento;jeremy_sarmiento;https://www.transfermarkt.com/jeremy-sarmiento/profil/spieler/568005;https://fbref.com/en/players/ac0d576d/Jeremy-Sarmiento;22;jeremy_sarmiento
1tuivl8zdnsaz8vbed2z582qx;597;;10;64bxxwu2mv2qqlv0monbkj1om;67;J. Worrall;Joe Worrall;Joe Worrall;joe_worrall;https://www.transfermarkt.com/joe-worrall/profil/spieler/415970;https://fbref.com/en/players/a5212312/Joe-Worrall;28;joe_worrall
b7eoho4q34nfispye73m8b00l;598;;10;64bxxwu2mv2qqlv0monbkj1om;67;J. Shelvey;Jonjo Shelvey;Jonjo Shelvey;jonjo_shelvey;https://www.transfermarkt.com/jonjo-shelvey/profil/spieler/71292;https://fbref.com/en/players/3727dd3c/Jonjo-Shelvey;33;jonjo_shelvey
d4t6vzdlry8s22l0qhm1bdn11;599;;10;64bxxwu2mv2qqlv0monbkj1om;67;J. Brownhill;Josh Brownhill;Josh Brownhill;josh_brownhill;https://www.transfermarkt.com/josh-brownhill/profil/spieler/293569;https://fbref.com/en/players/47369df8/Josh-Brownhill;29;josh_brownhill
5wmda9gxa0vtnacgb6nq13gtl;600;;10;64bxxwu2mv2qqlv0monbkj1om;67;J. Cullen;Josh Cullen;Josh Cullen;josh_cullen;https://www.transfermarkt.com/josh-cullen/profil/spieler/242606;https://fbref.com/en/players/f6d7d690/Josh-Cullen;28;josh_cullen
50nv5gr7dsp0amdt59ous8vdh;601;;10;64bxxwu2mv2qqlv0monbkj1om;67;J. Laurent;Josh Laurent;Josh Laurent;josh_laurent;https://www.transfermarkt.com/josh-laurent/profil/spieler/314241;https://fbref.com/en/players/f0068e0f/Josh-Laurent;29;josh_laurent
4ho3e7wi6z5tq8g87l8tjtwtm;602;;10;64bxxwu2mv2qqlv0monbkj1om;67;L. Koleosho;Luca Koleosho;Luca Koleosho;luca_koleosho;https://www.transfermarkt.com/luca-koleosho/profil/spieler/745461;https://fbref.com/en/players/fc076f78/Luca-Koleosho;20;luca_koleosho
21545vwheo9a30u5hgnsrecmi;603;;10;64bxxwu2mv2qqlv0monbkj1om;67;L. Foster;Lyle Foster;Lyle Foster;lyle_foster;https://www.transfermarkt.com/lyle-foster/profil/spieler/467623;https://fbref.com/en/players/f84a807c/Lyle-Foster;24;lyle_foster
6x3qvqsp90kjsps3e4wx0oxqt;604;;10;64bxxwu2mv2qqlv0monbkj1om;67;M. Edwards;Marcus Edwards;Marcus Edwards;marcus_edwards;https://www.transfermarkt.com/marcus-edwards/profil/spieler/314367;https://fbref.com/en/players/57760e66/Marcus-Edwards;26;marcus_edwards
3izhfm7i4afomephw07mp4nsa;605;;10;64bxxwu2mv2qqlv0monbkj1om;67;M. Estève;Maxime Estève;Maxime Estève;maxime_esteve;https://www.transfermarkt.com/maxime-esteve/profil/spieler/842341;https://fbref.com/en/players/1a066e69/Maxime-Esteve;22;maxime_esteve
6r4adhp9hu4ux7egwgd8j2thx;606;;10;64bxxwu2mv2qqlv0monbkj1om;67;N. Redmond;Nathan Redmond;Nathan Redmond;nathan_redmond;https://www.transfermarkt.com/nathan-redmond/profil/spieler/129078;https://fbref.com/en/players/ab651565/Nathan-Redmond;31;nathan_redmond
55u45p7vwom7civ3xy3hdf71m;607;;10;64bxxwu2mv2qqlv0monbkj1om;67;O. Sonne;Oliver Sonne;Oliver Sonne;oliver_sonne;https://www.transfermarkt.com/oliver-sonne/profil/spieler/541628;https://fbref.com/en/players/b66b8d5e/Oliver-Sonne;24;oliver_sonne
;608;;10;64bxxwu2mv2qqlv0monbkj1om;67;;Shurandy Sambo;Shurandy Sambo;shurandy_sambo;https://www.transfermarkt.com/shurandy-sambo/profil/spieler/412937;https://fbref.com/en/players/4b1d5a70/Shurandy-Sambo;23;shurandy_sambo
coupcn8k43jf15nqge220qo5x;609;;10;64bxxwu2mv2qqlv0monbkj1om;67;V. Hladký;Vaclav Hladky;Václav Hladký;vaclav_hladky;https://www.transfermarkt.com/vaclav-hladky/profil/spieler/95795;https://fbref.com/en/players/6658971d/Vaclav-Hladky;34;vaclav_hladky
7s79un28qujnx64qwl49wy4tl;610;;10;64bxxwu2mv2qqlv0monbkj1om;67;Z. Flemming;Zian Flemming;Zian Flemming;zian_flemming;https://www.transfermarkt.com/zian-flemming/profil/spieler/411537;https://fbref.com/en/players/b3f36e72/Zian-Flemming;26;zian_flemming
5o0h8eeydl8t92qp3ywekqh1x;611;;10;64bxxwu2mv2qqlv0monbkj1om;67;A. Ramsey;Aaron Ramsey;Aaron Ramsey;aaron_ramsey;https://www.transfermarkt.com/aaron-ramsey/profil/spieler/646658;https://fbref.com/en/players/e1618c22/Aaron-Ramsey;22;aaron_ramsey
7rs22vzcyiy7txf7tlcbwd7ca;612;;10;64bxxwu2mv2qqlv0monbkj1om;67;B. Humphreys;Bashir Humphreys;Bashir Humphreys;bashir_humphreys;https://www.transfermarkt.com/bashir-humphreys/profil/spieler/612517;https://fbref.com/en/players/d2b32e91/Bashir-Humphreys;22;bashir_humphreys
;613;;10;64bxxwu2mv2qqlv0monbkj1om;67;;Hannibal;Hannibal Mejbri;hannibal;https://www.transfermarkt.com/hannibal/profil/spieler/607224;https://fbref.com/en/players/ca22ccb0/Hannibal-Mejbri;22;hannibal
;614;;10;64bxxwu2mv2qqlv0monbkj1om;67;;Jaydon Banel;Jaydon Amauri Banel;jaydon_banel;https://www.transfermarkt.com/jaydon-banel/profil/spieler/706889;https://fbref.com/en/players/98e0d76c/Jaydon-Amauri-Banel;20;jaydon_banel
;615;;10;64bxxwu2mv2qqlv0monbkj1om;67;;Jordan Beyer;Jordan Beyer;jordan_beyer;https://www.transfermarkt.com/jordan-beyer/profil/spieler/403898;https://fbref.com/en/players/9af1f9ff/Jordan-Beyer;24;jordan_beyer
7vzbp0q4j4wucnzynmah15st0;616;;10;64bxxwu2mv2qqlv0monbkj1om;67;Lucas Pires;Lucas Pires;Lucas;lucas_pires;https://www.transfermarkt.com/lucas-pires/profil/spieler/927768;https://fbref.com/en/players/5d68f5b2/Lucas;23;lucas_pires
;617;;10;64bxxwu2mv2qqlv0monbkj1om;67;;Mike Trésor;Mike Trésor;mike_tresor;https://www.transfermarkt.com/mike-tresor/profil/spieler/381963;https://fbref.com/en/players/b2a81fc6/Mike-Tresor;25;mike_tresor
