Jugador,Bruto Semanal,Bruto Anual,Bonus,Expiración,Años Restantes,Remanente Bruto,Cláusula De Rescisión
Robin Gosens,"€ 71,154","€ 3,700,000",,"Jun 30, 2025",1,"€ 3,700,000",
Rolando Mandragora,"€ 56,923","€ 2,960,000",,"Jun 30, 2026",2,"€ 5,920,000",
Moise Kean,"€ 54,231","€ 2,820,000","€ 380,000","Jun 30, 2029",5,"€ 14,100,000","€ 52,000,000"
Albert Gudmundsson,"€ 54,231","€ 2,820,000",,"Jun 30, 2025",1,"€ 2,820,000",
Fabiano Parisi,"€ 53,462","€ 2,780,000","€ 560,000","Jun 30, 2028",4,"€ 11,120,000",
Danilo Cataldi,"€ 53,462","€ 2,780,000","€ 930,000","Jun 30, 2025",1,"€ 2,780,000",
Marin Pongračić,"€ 51,731","€ 2,690,000",,"Jun 30, 2029",5,"€ 13,450,000",
Lucas Beltrán,"€ 44,423","€ 2,310,000",,"Jun 30, 2028",4,"€ 9,240,000",
David de Gea,"€ 42,692","€ 2,220,000",,"Jun 30, 2025",1,"€ 2,220,000",
Andrea Colpani,"€ 42,692","€ 2,220,000","€ 1,480,000","Jun 30, 2025",1,"€ 2,220,000",
Luca Ranieri,"€ 42,692","€ 2,220,000",,"Jun 30, 2028",4,"€ 8,880,000",
Amir Richardson,"€ 42,692","€ 2,220,000",,"Jun 30, 2029",5,"€ 11,100,000",
Michael Folorunsho,"€ 42,692","€ 2,220,000",,"Jun 30, 2025",1,"€ 2,220,000",
Pablo Marí,"€ 39,423","€ 2,050,000",,"Jun 30, 2027",3,"€ 6,150,000",
Dodô,"€ 36,923","€ 1,920,000",,"Jun 30, 2027",3,"€ 5,760,000",
Edoardo Bove,"€ 35,577","€ 1,850,000",,"Jun 30, 2025",1,"€ 1,850,000",
Pietro Comuzzo,"€ 35,577","€ 1,850,000","€ 560,000","Jun 30, 2029",5,"€ 9,250,000",
Nicolò Zaniolo,"€ 35,577","€ 1,850,000",,"Jun 30, 2025",1,"€ 1,850,000",
Pietro Terracciano,"€ 32,115","€ 1,670,000",,"Jun 30, 2026",2,"€ 3,340,000",
Nicolò Fagioli,"€ 26,731","€ 1,390,000",,"Jun 30, 2025",1,"€ 1,390,000",
Cher Ndour,"€ 21,346","€ 1,110,000",,"Jun 30, 2029",5,"€ 5,550,000",
Jonathan Ikoné,"€ 20,962","€ 1,090,000",,"Jun 30, 2026",2,"€ 2,180,000",
Yacine Adli,"€ 19,808","€ 1,030,000",,"Jun 30, 2025",1,"€ 1,030,000",
Tommaso Martinelli,"€ 17,885","€ 930,000",,"Jun 30, 2029",5,"€ 4,650,000",
Matías Moreno,"€ 14,231","€ 740,000",,"Jun 30, 2029",5,"€ 3,700,000",
Riccardo Sottil,"€ 10,769","€ 560,000",,"Jun 30, 2027",3,"€ 1,680,000",
Antonín Barák,,,,"Jun 30, 2026",2,,
Josip Brekalo,,,,"Jun 30, 2026",2,,
