Jugador,Bruto Semanal,Bruto Anual,Bonus,Expiración,Años Restantes,Remanente Bruto,Cláusula De Rescisión
Maximilian Arnold,"€ 105,769","€ 5,500,000",,"Jun 30, 2026",2,"€ 11,000,000",
Lovro Majer,"€ 90,769","€ 4,720,000",,"Jun 30, 2028",4,"€ 18,880,000",
Aster Vranckx,"€ 72,692","€ 3,780,000",,"Jun 30, 2029",5,"€ 18,900,000",
Yannick Gerhardt,"€ 69,231","€ 3,600,000",,"Jun 30, 2025",1,"€ 3,600,000",
Andreas Skov Olsen,"€ 65,385","€ 3,400,000",,"Jun 30, 2029",5,"€ 17,000,000",
Mattias Svanberg,"€ 54,423","€ 2,830,000",,"Jun 30, 2027",3,"€ 8,490,000",
Sebastiaan Bornauw,"€ 54,231","€ 2,820,000",,"Jun 30, 2026",2,"€ 5,640,000",
Jonas Wind,"€ 39,231","€ 2,040,000",,"Jun 30, 2026",2,"€ 4,080,000",
Lukas Nmecha,"€ 38,462","€ 2,000,000",,"Jun 30, 2025",1,"€ 2,000,000",
Patrick Wimmer,"€ 38,462","€ 2,000,000",,"Jun 30, 2027",3,"€ 6,000,000",
Joakim Maehle,"€ 36,538","€ 1,900,000",,"Jun 30, 2027",3,"€ 5,700,000",
Denis Vavro,"€ 36,346","€ 1,890,000",,"Jun 30, 2025",1,"€ 1,890,000",
Rogério,"€ 32,692","€ 1,700,000",,"Jun 30, 2027",3,"€ 5,100,000",
Kamil Grabara,"€ 28,846","€ 1,500,000",,"Jun 30, 2025",1,"€ 1,500,000",
Tiago Tomás,"€ 28,846","€ 1,500,000",,"Jun 30, 2027",3,"€ 4,500,000",
Kevin Behrens,"€ 25,000","€ 1,300,000",,"Jun 30, 2025",1,"€ 1,300,000",
Mads Roerslev Rasmussen,"€ 23,654","€ 1,230,000",,"Jun 30, 2025",1,"€ 1,230,000",
Jakub Kaminski,"€ 22,115","€ 1,150,000",,"Jun 30, 2027",3,"€ 3,450,000",
Pavao Pervan,"€ 18,269","€ 950,000",,"Jun 30, 2026",2,"€ 1,900,000",
Kevin Paredes,"€ 17,308","€ 900,000",,"Jun 30, 2026",2,"€ 1,800,000",
Kilian Fischer,"€ 16,731","€ 870,000",,"Jun 30, 2027",3,"€ 2,610,000",
Konstantinos Koulierakis,"€ 14,423","€ 750,000",,"Jun 30, 2029",5,"€ 3,750,000",
Marius Müller,"€ 14,423","€ 750,000",,"Jun 30, 2025",1,"€ 750,000",
Bartosz Bialek,"€ 9,038","€ 470,000",,"Jun 30, 2025",1,"€ 470,000",
Mohamed Amoura,"€ 9,038","€ 470,000",,"Jun 30, 2025",1,"€ 470,000",
Bence Dárdai,"€ 7,885","€ 410,000",,"Jun 30, 2025",1,"€ 410,000",
Niklas Klinger,"€ 5,769","€ 300,000",,"Jun 30, 2025",1,"€ 300,000",
David Odogu,"€ 2,308","€ 120,000",,"Jun 30, 2025",1,"€ 120,000",
Bennit Bröger,"€ 2,308","€ 120,000",,"Jun 30, 2025",1,"€ 120,000",
Mathys Angély,"€ 1,923","€ 100,000",,"Jun 30, 2025",1,"€ 100,000",
