Jugador,Bruto Semanal,Bruto Anual,Bonus,Expiración,Años Restantes,Remanente Bruto,Cláusula De Rescisión
Kai Havertz,"€ 332,072","€ 17,267,730","€ 3,083,523","Jun 30, 2028",4,"€ 69,070,922",
Gabriel Jesus,"€ 314,282","€ 16,342,673",,"Jun 30, 2027",3,"€ 49,028,020",
Martin Ødegaard,"€ 284,633","€ 14,800,912","€ 3,700,228","Jun 30, 2028",4,"€ 59,203,647",
Declan Rice,"€ 284,633","€ 14,800,912",,"Jun 30, 2028",4,"€ 59,203,647",
Thomas Partey,"€ 237,194","€ 12,334,093",,"Jun 30, 2025",1,"€ 12,334,093",
Bukayo Saka,"€ 231,264","€ 12,025,741","€ 6,167,047","Jun 30, 2027",3,"€ 36,077,223",
William Saliba,"€ 225,334","€ 11,717,389",,"Jun 30, 2027",3,"€ 35,152,166",
Gabriel Martinelli,"€ 213,475","€ 11,100,684",,"Jun 30, 2027",3,"€ 33,302,052",
Ben White,"€ 177,896","€ 9,250,570",,"Jun 30, 2028",4,"€ 37,002,280",
Oleksandr Zinchenko,"€ 177,896","€ 9,250,570",,"Jun 30, 2026",2,"€ 18,501,140",
Mikel Merino,"€ 154,176","€ 8,017,161",,"Jun 30, 2028",4,"€ 32,068,642",
Riccardo Calafiori,"€ 142,316","€ 7,400,456",,"Jun 30, 2029",5,"€ 37,002,280",
Raheem Sterling,"€ 130,457","€ 6,783,751",,"May 31, 2025",1,"€ 6,783,751",
Jorginho,"€ 130,457","€ 6,783,751",,"Jun 30, 2025",1,"€ 6,783,751",
Kieran Tierney,"€ 130,457","€ 6,783,751",,"Jun 30, 2025",1,"€ 6,783,751",
Takehiro Tomiyasu,"€ 118,597","€ 6,167,047",,"Jun 30, 2026",2,"€ 12,334,093",
David Raya,"€ 118,597","€ 6,167,047",,"Jun 30, 2028",4,"€ 24,668,186",
Gabriel Magalhães,"€ 118,597","€ 6,167,047",,"Jun 30, 2027",3,"€ 18,501,140",
Jurrien Timber,"€ 106,737","€ 5,550,342","€ 1,850,114","Jun 30, 2028",4,"€ 22,201,368",
Leandro Trossard,"€ 106,737","€ 5,550,342",,"Jun 30, 2026",2,"€ 11,100,684",
Jakub Kiwior,"€ 68,786","€ 3,576,887",,"Jun 30, 2028",4,"€ 14,307,548",
Neto,"€ 59,299","€ 3,083,523",,"Jun 30, 2025",1,"€ 3,083,523",
Ethan Nwaneri,"€ 7,116","€ 370,023",,"Jun 30, 2025",1,"€ 370,023",
Myles Lewis-Skelly,"€ 4,744","€ 246,682",,"Jun 30, 2025",1,"€ 246,682",
Karl Hein,,,,"Jun 30, 2026",2,,
Albert Sambi Lokonga,,,,"Jun 30, 2026",2,,
Maldini Kacurri,,,,"Jun 30, 2025",1,,
Nuno Tavares,,,,"Jun 30, 2025",1,,
