Jugador,Bruto Semanal,Bruto Anual,Bonus,Expiración,Años Restantes,Remanente Bruto,Cláusula De Rescisión
Guilherme,"€ 29,423","€ 1,530,000",,"Jun 30, 2025",1,"€ 1,530,000",
Umut Nayir,"€ 22,500","€ 1,170,000",,"Jun 30, 2026",2,"€ 2,340,000",
Alassane Ndao,"€ 19,231","€ 1,000,000",,"Jun 30, 2026",2,"€ 2,000,000",
Riechedly Bazoer,"€ 17,500","€ 910,000",,"Jun 30, 2026",2,"€ 1,820,000",
Adil Demirbağ,"€ 12,885","€ 670,000",,"Jun 30, 2027",3,"€ 2,010,000",
Pedrinho,"€ 11,538","€ 600,000",,"Jun 30, 2027",3,"€ 1,800,000",
Danijel Aleksic,"€ 11,154","€ 580,000",,"Jun 30, 2026",2,"€ 1,160,000",
Marko Jevtovic,"€ 11,154","€ 580,000",,"Jun 30, 2026",2,"€ 1,160,000",
Jakub Slowik,"€ 10,000","€ 520,000",,"Jun 30, 2025",1,"€ 520,000",
Filip Damjanovic,"€ 9,615","€ 500,000",,"Jun 30, 2026",2,"€ 1,000,000",
Nikola Boranijasevic,"€ 9,615","€ 500,000",,"Jun 30, 2025",1,"€ 500,000",
Morten Bjørlo,"€ 8,654","€ 450,000",,"Jun 30, 2027",3,"€ 1,350,000",
Emmanuel Boateng,"€ 7,692","€ 400,000",,"Jun 30, 2026",2,"€ 800,000",
Yusuf Erdoğan,"€ 7,692","€ 400,000",,"Jun 30, 2026",2,"€ 800,000",
Hamidou Keyta,"€ 7,692","€ 400,000",,"Jun 30, 2026",2,"€ 800,000",
Melih İbrahimoğlu,"€ 6,346","€ 330,000",,"Jun 30, 2027",3,"€ 990,000",
Deniz Ertaş,"€ 6,346","€ 330,000",,"Jun 30, 2027",3,"€ 990,000",
Josip Calusic,"€ 6,346","€ 330,000",,"Jun 30, 2026",2,"€ 660,000",
Blaz Kramer,"€ 6,346","€ 330,000",,"Jun 30, 2027",3,"€ 990,000",
Louka Prip,"€ 4,808","€ 250,000",,"Jun 30, 2025",1,"€ 250,000",
Tunahan Taşçı,"€ 4,808","€ 250,000",,"Jun 30, 2027",3,"€ 750,000",
Rıdvan Dönmez,"€ 2,885","€ 150,000",,"Jun 30, 2029",5,"€ 750,000",
Kaan Akyazı,"€ 2,885","€ 150,000",,"Jun 30, 2028",4,"€ 600,000",
Abdurrahman Üresin,"€ 2,885","€ 150,000",,"Jun 30, 2028",4,"€ 600,000",
Yasir Subaşı,"€ 2,500","€ 130,000",,"Jun 30, 2025",1,"€ 130,000",
Uğurcan Yazğılı,"€ 2,308","€ 120,000",,"Jun 30, 2026",2,"€ 240,000",
Oğulcan Ülgün,"€ 1,923","€ 100,000",,"Jun 30, 2026",2,"€ 200,000",
Ahmet Daş,"€ 1,923","€ 100,000",,"Jun 30, 2028",4,"€ 400,000",
Egemen Aydın,"€ 1,346","€ 70,000",,"Jun 30, 2027",3,"€ 210,000",
Melih Bostan,"€ 1,346","€ 70,000",,"Jun 30, 2027",3,"€ 210,000",
