Jugador,Bruto Semanal,Bruto Anual,Bonus,Expiración,Años Restantes,Remanente Bruto,Cláusula De Rescisión
Luka Kulenovic,"€ 6,731","€ 350,000",,"Jun 30, 2028",4,"€ 1,400,000",
Suf Podgoreanu,"€ 5,769","€ 300,000",,"Jun 30, 2025",1,"€ 300,000",
Mario Engels,"€ 5,769","€ 300,000",,"Jun 30, 2027",3,"€ 900,000",
Damon Mirani,"€ 5,769","€ 300,000",,"Jun 30, 2027",3,"€ 900,000",
Kelvin Leerdam,"€ 4,615","€ 240,000",,"Jun 30, 2025",1,"€ 240,000",
Thomas Bruns,"€ 4,615","€ 240,000",,"Jun 30, 2026",2,"€ 480,000",
Daniël van Kaam,"€ 4,615","€ 240,000",,"Jun 30, 2027",3,"€ 720,000",
Jan Zamburek,"€ 4,615","€ 240,000",,"Jun 30, 2028",4,"€ 960,000",
Brian De Keersmaecker,"€ 4,615","€ 240,000",,"Jun 30, 2028",4,"€ 960,000",
Jizz Hornkamp,"€ 3,654","€ 190,000",,"Jun 30, 2026",2,"€ 380,000",
Ivan Mesik,"€ 3,462","€ 180,000",,"Jun 30, 2028",4,"€ 720,000",
Lorenzo Milani,"€ 3,462","€ 180,000",,"Jun 30, 2028",4,"€ 720,000",
Justin Hoogma,"€ 3,269","€ 170,000",,"Jun 30, 2026",2,"€ 340,000",
Nikolai Laursen,"€ 2,885","€ 150,000",,"Jun 30, 2025",1,"€ 150,000",
Jordy Bruijn,"€ 2,885","€ 150,000",,"Jun 30, 2026",2,"€ 300,000",
Jannes Wieckhoff,"€ 2,885","€ 150,000",,"Jun 30, 2026",2,"€ 300,000",
Sem Scheperman,"€ 2,885","€ 150,000",,"Jun 30, 2026",2,"€ 300,000",
Fabian de Keijzer,"€ 2,885","€ 150,000",,"Jun 30, 2027",3,"€ 450,000",
Stijn Bultman,"€ 2,308","€ 120,000",,"Jun 30, 2026",2,"€ 240,000",
Sava-Arangel Cestic,"€ 2,308","€ 120,000",,"Jun 30, 2026",2,"€ 240,000",
Mats Rots,"€ 2,308","€ 120,000",,"Jun 30, 2025",1,"€ 120,000",
Timo Jansink,"€ 1,923","€ 100,000",,"Jun 30, 2029",5,"€ 500,000",
Robin Mantel,"€ 1,923","€ 100,000",,"Jun 30, 2026",2,"€ 200,000",
Bryan Limbombe,"€ 1,923","€ 100,000",,"Jun 30, 2027",3,"€ 300,000",
Juho Talvitie,"€ 1,923","€ 100,000",,"Jun 30, 2025",1,"€ 100,000",
Diego van Oorschot,"€ 1,731","€ 90,000",,"Jun 30, 2027",3,"€ 270,000",
Mimeirhel Benita,"€ 1,731","€ 90,000",,"Jun 30, 2025",1,"€ 90,000",
Jop Tijink,"€ 1,346","€ 70,000",,"Jun 30, 2026",2,"€ 140,000",
Giandro Sambo,"€ 1,154","€ 60,000",,"Jun 30, 2027",3,"€ 180,000",
