Jugador,Bruto Semanal,Bruto Anual,Bonus,Expiración,Años Restantes,Remanente Bruto,Cláusula De Rescisión
Abdoulaye Doucouré,"€ 154,176","€ 8,017,161",,"Jun 30, 2025",1,"€ 8,017,161",
Jordan Pickford,"€ 148,246","€ 7,708,808",,"Jun 30, 2027",3,"€ 23,126,425",
Idrissa Gueye,"€ 142,316","€ 7,400,456",,"Jun 30, 2025",1,"€ 7,400,456",
Dominic Calvert-Lewin,"€ 118,597","€ 6,167,047",,"Jun 30, 2025",1,"€ 6,167,047",
James Tarkowski,"€ 118,597","€ 6,167,047",,"Jun 30, 2026",2,"€ 12,334,093",
Jack Harrison,"€ 106,737","€ 5,550,342",,"Jun 30, 2025",1,"€ 5,550,342",
Michael Keane,"€ 94,878","€ 4,933,637",,"Jun 30, 2025",1,"€ 4,933,637",
Vitaliy Mykolenko,"€ 68,786","€ 3,576,887",,"Jun 30, 2026",2,"€ 7,153,774",
Séamus Coleman,"€ 65,228","€ 3,391,876",,"Jun 30, 2025",1,"€ 3,391,876",
Orel Mangala,"€ 59,299","€ 3,083,523",,"Jun 30, 2025",1,"€ 3,083,523",
Beto,"€ 59,299","€ 3,083,523",,"Jun 30, 2027",3,"€ 9,250,570",
Jesper Lindstrøm,"€ 59,299","€ 3,083,523",,"Jun 30, 2025",1,"€ 3,083,523",
Iliman Ndiaye,"€ 53,369","€ 2,775,171",,"Jun 30, 2029",5,"€ 13,875,855",
Ashley Young,"€ 47,439","€ 2,466,819",,"Jun 30, 2025",1,"€ 2,466,819",
Armando Broja,"€ 47,439","€ 2,466,819",,"May 31, 2025",1,"€ 2,466,819",
Jake O'Brien,"€ 41,509","€ 2,158,466",,"Jun 30, 2028",4,"€ 8,633,865",
Jarrad Branthwaite,"€ 41,509","€ 2,158,466",,"Jun 30, 2027",3,"€ 6,475,399",
James Garner,"€ 35,579","€ 1,850,114",,"Jun 30, 2026",2,"€ 3,700,228",
Asmir Begovic,"€ 35,579","€ 1,850,114",,"Jun 30, 2025",1,"€ 1,850,114",
Youssef Chermiti,"€ 35,579","€ 1,850,114",,"Jun 30, 2027",3,"€ 5,550,342",
Nathan Patterson,"€ 33,207","€ 1,726,773",,"Jun 30, 2027",3,"€ 5,180,319",
Dwight McNeil,"€ 29,649","€ 1,541,762",,"Jun 30, 2027",3,"€ 4,625,285",
Carlos Alcaraz,"€ 23,719","€ 1,233,409",,"Jun 30, 2025",1,"€ 1,233,409",
Tim Iroegbunam,"€ 23,719","€ 1,233,409",,"Jun 30, 2027",3,"€ 3,700,228",
Mason Holgate,"€ 23,719","€ 1,233,409","€ 1,233,409","Jun 30, 2025",1,"€ 1,233,409",
João Virgínia,"€ 8,895","€ 462,528",,"Jun 30, 2025",1,"€ 462,528",
Billy Crellin,"€ 4,744","€ 246,682",,"Jun 30, 2025",1,"€ 246,682",
Francis Okoronkwo,"€ 1,779","€ 92,506",,"Jun 30, 2026",2,"€ 185,011",
Harry Tyrer,,,,"Jun 30, 2026",2,,
Elijah Campbell,,,,"Jun 30, 2025",1,,
Jenson Metcalfe,,,,"Jun 30, 2026",2,,
Neal Maupay,,,,"Jun 30, 2026",2,,
Harrison Armstrong,,,,"Jun 30, 2028",4,,
