Jugador,Bruto Semanal,Bruto Anual,Bonus,Expiración,Años Restantes,Remanente Bruto,Cláusula De Rescisión
Arthur,"€ 100,192","€ 5,210,000",,"Jun 30, 2025",1,"€ 5,210,000",
David López,"€ 72,115","€ 3,750,000",,"Jun 30, 2026",2,"€ 7,500,000",
Oriol Romeu,"€ 67,308","€ 3,500,000","€ 500,000","Jun 30, 2025",1,"€ 3,500,000","€ 400,000,000"
Donny van de Beek,"€ 60,192","€ 3,130,000","€ 1,040,000","Jun 30, 2028",4,"€ 12,520,000",
Arnaut Danjuma,"€ 60,192","€ 3,130,000",,"Jun 30, 2025",1,"€ 3,130,000",
Bryan Gil,"€ 48,077","€ 2,500,000",,"Jun 30, 2025",1,"€ 2,500,000",
Portu,"€ 34,615","€ 1,800,000",,"Jun 30, 2027",3,"€ 5,400,000",
Daley Blind,"€ 34,231","€ 1,780,000",,"Jun 30, 2026",2,"€ 3,560,000",
Abel Ruiz,"€ 31,923","€ 1,660,000",,"Jun 30, 2029",5,"€ 8,300,000",
Iván Martín,"€ 31,923","€ 1,660,000","€ 420,000","Jun 30, 2028",4,"€ 6,640,000",
Viktor Tsyhankov,"€ 26,923","€ 1,400,000","€ 280,000","Jun 30, 2027",3,"€ 4,200,000","€ 30,000,000"
Ladislav Krejci,"€ 23,846","€ 1,240,000",,"Jun 30, 2029",5,"€ 6,200,000",
Arnau Martínez,"€ 23,846","€ 1,240,000",,"Jun 30, 2027",3,"€ 3,720,000",
Paulo Gazzaniga,"€ 23,846","€ 1,240,000",,"Jun 30, 2027",3,"€ 3,720,000",
Miguel Gutiérrez,"€ 23,846","€ 1,240,000",,"Jun 30, 2027",3,"€ 3,720,000","€ 35,000,000"
Cristhian Stuani,"€ 23,077","€ 1,200,000",,"Jun 30, 2026",2,"€ 2,400,000",
Yangel Herrera,"€ 21,154","€ 1,100,000",,"Jun 30, 2027",3,"€ 3,300,000",
Yáser Asprilla,"€ 20,000","€ 1,040,000",,"Jun 30, 2030",6,"€ 6,240,000",
Bojan Miovski,"€ 13,846","€ 720,000",,"Jun 30, 2028",4,"€ 2,880,000",
Juanpe,"€ 11,538","€ 600,000",,"Jun 30, 2025",1,"€ 600,000",
Alejandro Francés,"€ 10,000","€ 520,000",,"Jun 30, 2029",5,"€ 2,600,000",
Juan Carlos,"€ 7,115","€ 370,000",,"Jun 30, 2025",1,"€ 370,000",
Gabriel Misehouy,"€ 3,462","€ 180,000",,"Jun 30, 2028",4,"€ 720,000",
Jhon Solís,"€ 3,462","€ 180,000",,"Jun 30, 2028",4,"€ 720,000",
Min-su Kim,"€ 3,462","€ 180,000",,"Jun 30, 2027",3,"€ 540,000",
Vladyslav Krapyvtsov,"€ 3,462","€ 180,000",,"Jun 30, 2029",5,"€ 900,000",
