Jugador,Bruto Semanal,Bruto Anual,Bonus,Expiración,Años Restantes,Remanente Bruto,Cláusula De Rescisión
Troy Parrott,"€ 18,846","€ 980,000",,"Jun 30, 2029",5,"€ 4,900,000",
Jeroen Zoet,"€ 16,923","€ 880,000",,"Jun 30, 2027",3,"€ 2,640,000",
Denso Kasius,"€ 16,923","€ 880,000",,"Jun 30, 2027",3,"€ 2,640,000",
Seiya Maikuma,"€ 15,000","€ 780,000",,"Jun 30, 2028",4,"€ 3,120,000",
Jordy Clasie,"€ 13,269","€ 690,000",,"Jun 30, 2028",4,"€ 2,760,000",
Sven Mijnans,"€ 11,538","€ 600,000",,"Jun 30, 2028",4,"€ 2,400,000",
Bruno Martins Indi,"€ 11,538","€ 600,000",,"Jun 30, 2025",1,"€ 600,000",
Alexandre Penetra,"€ 10,000","€ 520,000",,"Jun 30, 2028",4,"€ 2,080,000",
David Møller Wolfe,"€ 8,077","€ 420,000",,"Jun 30, 2028",4,"€ 1,680,000",
Mexx Meerdink,"€ 7,692","€ 400,000",,"Jun 30, 2030",6,"€ 2,400,000",
Kristijan Belic,"€ 7,692","€ 400,000",,"Jun 30, 2028",4,"€ 1,600,000",
Peer Koopmeiners,"€ 7,692","€ 400,000",,"Jun 30, 2028",4,"€ 1,600,000",
Wouter Goes,"€ 6,923","€ 360,000",,"Jun 30, 2028",4,"€ 1,440,000",
Ibrahim Sadiq,"€ 6,923","€ 360,000",,"Jun 30, 2028",4,"€ 1,440,000",
Lewis Schouten,"€ 5,769","€ 300,000",,"Jun 30, 2027",3,"€ 900,000",
Jayden Addai,"€ 4,615","€ 240,000",,"Jun 30, 2028",4,"€ 960,000",
Rome Jayden Owusu-Oduro,"€ 4,615","€ 240,000",,"Jun 30, 2028",4,"€ 960,000",
Ruben van Bommel,"€ 3,846","€ 200,000",,"Jun 30, 2027",3,"€ 600,000",
Mees de Wit,"€ 3,462","€ 180,000",,"Jun 30, 2027",3,"€ 540,000",
Kees Smit,"€ 3,462","€ 180,000",,"Jun 30, 2028",4,"€ 720,000",
Ro-Zangelo Daal,"€ 2,885","€ 150,000",,"Jun 30, 2028",4,"€ 600,000",
Hobie Verhulst,"€ 2,885","€ 150,000",,"Jun 30, 2025",1,"€ 150,000",
Zico Buurmeester,"€ 1,731","€ 90,000",,"Jun 30, 2026",2,"€ 180,000",
Ernest Poku,"€ 1,538","€ 80,000",,"Jun 30, 2026",2,"€ 160,000",
Daniël Virginio Deen,"€ 1,538","€ 80,000",,"Jun 30, 2025",1,"€ 80,000",
Sem Westerveld,"€ 1,154","€ 60,000",,"Jun 30, 2026",2,"€ 120,000",
Mayckel Lahdo,"€ 1,154","€ 60,000",,"Jun 30, 2027",3,"€ 180,000",
Maxim Dekker,"€ 1,154","€ 60,000",,"Jun 30, 2026",2,"€ 120,000",
