Jugador,País,Posc,Edad,PJ,Titular,Mín,90 s,Gls.,Ass,G+A,G-TP,TP,TPint,TA,TR,Gls..1,Ast,G+A.1,G-TP.1,G+A-TP,Partidos,Dis,DaP,% de TT,T/90,TalArc/90,G/T,G/TalArc,Dist,GC,GC90,DaPC,Salvadas,% Salvadas,PG,PE,PP,PaC,PaC%,PD,PD,PD,PD,PC,% Salvadas_penales,Mn/PJ,% min,Mn/arranque,Compl,Sup,Mn/Sust,Partidos como sustituto,PPP,onG,onGA,+/-,+/-90,Dentro-Fuera,2a amarilla,Fls,FR,PA,Pcz,Int,TklG,Penal ejecutado,Penal concedido,link
Muhammed Şengezer,trTUR,PO,28-115,30,30,"2,700",30.0,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Partidos,0.0,0.0,,0.0,0.0,,,,42.0,1.35,116.0,77.0,66.4,15.0,6.0,10.0,10.0,32.3,3.0,3.0,3.0,3.0,0.0,25.0,90,96.9,90,31,0,,0,1.65,53,42,+11,+0.35,+2.35,0.0,1.0,5.0,0.0,0.0,1.0,0.0,,,/es/jugadores/fa71b998/Muhammed-Sengezer
Krzysztof Piątek,plPOL,DL,29-303,29,26,"2,349",26.1,20,2,22,15,5,6,5,1,0.77,0.08,0.84,0.57,0.65,Partidos,98.0,49.0,50.0,3.62,1.81,0.16,0.33,,,,,,,,,,,,,,,,,,81,84.5,87,13,3,27,0,1.60,43,35,+8,+0.30,+0.09,0.0,31.0,47.0,11.0,11.0,2.0,9.0,,,/es/jugadores/17f3620a/Krzysztof-Piatek
Olivier Kemen,cmCMR,"CC,DF",28-284,28,24,"2,208",24.5,1,8,9,1,0,0,6,0,0.04,0.33,0.37,0.04,0.37,Partidos,19.0,4.0,21.1,0.75,0.16,0.05,0.25,,,,,,,,,,,,,,,,,,79,79.3,86,12,4,32,0,1.66,44,35,+9,+0.35,+0.35,0.0,44.0,49.0,6.0,62.0,12.0,26.0,,,/es/jugadores/22f1de6c/Olivier-Kemen
Jerome Opoku,ghGHA,DF,26-198,28,24,"2,160",24.0,2,2,4,1,1,2,8,1,0.08,0.08,0.17,0.04,0.12,Partidos,16.0,8.0,50.0,0.64,0.32,0.06,0.13,,,,,,,,,,,,,,,,,,78,78.1,87,22,4,22,0,1.52,44,36,+8,+0.32,+0.18,1.0,29.0,36.0,1.0,12.0,29.0,18.0,,,/es/jugadores/091d6ee5/Jerome-Opoku
Léo Duarte,brBRA,DF,28-287,25,24,"2,106",23.4,1,0,1,1,0,0,1,0,0.04,0.00,0.04,0.04,0.04,Partidos,15.0,4.0,26.7,0.61,0.16,0.07,0.25,,,,,,,,,,,,,,,,,,84,76.3,88,21,1,5,0,1.58,39,31,+8,+0.33,+0.20,0.0,17.0,26.0,2.0,9.0,15.0,25.0,,,/es/jugadores/73ddc40c/Leo-Duarte
Deniz Turuc,trTUR,"CC,DL",32-091,29,24,"2,050",22.8,5,6,11,5,0,0,9,1,0.22,0.26,0.48,0.22,0.48,Partidos,36.0,15.0,41.7,1.53,0.64,0.14,0.33,,,,,,,,,,,,,,,,,,70,73.3,81,10,5,17,0,1.57,37,28,+9,+0.38,+0.38,1.0,22.0,29.0,3.0,164.0,7.0,9.0,,,/es/jugadores/ed140063/Deniz-Turuc
Crespo,ptPOR,CC,28-231,26,22,"1,884",20.9,2,2,4,2,0,0,9,0,0.10,0.10,0.19,0.10,0.19,Partidos,23.0,6.0,26.1,1.05,0.27,0.09,0.33,,,,,,,,,,,,,,,,,,73,68.5,82,12,4,23,1,1.70,36,30,+6,+0.27,-0.02,0.0,53.0,59.0,1.0,30.0,33.0,39.0,,,/es/jugadores/922dfade/Crespo
Berat Özdemir,trTUR,CC,26-342,30,21,"1,878",20.9,0,2,2,0,0,0,6,0,0.00,0.10,0.10,0.00,0.10,Partidos,10.0,1.0,10.0,0.46,0.05,0.0,0.0,,,,,,,,,,,,,,,,,,63,67.8,80,13,9,20,0,1.65,37,27,+10,+0.46,+0.56,0.0,18.0,30.0,0.0,11.0,37.0,27.0,,,/es/jugadores/90ba61ce/Berat-Ozdemir
Lucas Lima,brBRA,DF,33-202,20,18,"1,650",18.3,0,1,1,0,0,0,1,0,0.00,0.05,0.05,0.00,0.05,Partidos,2.0,0.0,0.0,0.11,0.0,0.0,,,,,,,,,,,,,,,,,,,83,57.3,88,17,2,31,5,1.45,27,19,+8,+0.44,+0.36,0.0,26.0,19.0,5.0,61.0,28.0,20.0,,,/es/jugadores/0f52f925/Lucas-Lima
Ousseynou Ba,snSEN,DF,29-170,19,18,"1,511",16.8,0,0,0,0,0,0,7,1,0.00,0.00,0.00,0.00,0.00,Partidos,4.0,0.0,0.0,0.24,0.0,0.0,,,,,,,,,,,,,,,,,,,80,52.5,84,14,1,8,5,1.68,28,23,+5,+0.30,+0.03,0.0,41.0,10.0,0.0,0.0,24.0,20.0,,,/es/jugadores/60c07b31/Ousseynou-Ba
Ömer Ali Şahiner,trTUR,"DF,CC",33-118,18,15,"1,225",13.6,1,1,2,1,0,0,5,0,0.07,0.07,0.15,0.07,0.15,Partidos,5.0,4.0,80.0,0.34,0.27,0.2,0.25,,,,,,,,,,,,,,,,,,69,45.7,80,8,3,10,2,1.58,23,17,+6,+0.41,+0.24,0.0,14.0,9.0,1.0,20.0,8.0,12.0,,,/es/jugadores/2b59d76f/Omer-Ali-Sahiner
João Figueiredo,brBRA,"CC,DL",28-338,29,12,"1,274",14.2,6,0,6,5,1,1,2,0,0.42,0.00,0.42,0.35,0.35,Partidos,33.0,18.0,54.5,2.3,1.26,0.15,0.28,,,,,,,,,,,,,,,,,,43,44.8,76,2,18,21,1,1.60,22,24,-2,-0.14,-0.76,0.0,32.0,22.0,5.0,15.0,10.0,6.0,,,/es/jugadores/804f159a/Joao-Figueiredo
Davidson da Luz Pereira,brBRA,CC,34-056,19,11,"1,026",11.4,3,0,3,3,0,0,1,0,0.26,0.00,0.26,0.26,0.26,Partidos,12.0,5.0,41.7,1.05,0.44,0.25,0.6,,,,,,,,,,,,,,,,,,54,35.6,74,2,8,26,1,1.63,18,15,+3,+0.26,-0.03,0.0,15.0,20.0,2.0,23.0,11.0,21.0,,,/es/jugadores/b0c12a65/Davidson-da-Luz-Pereira
Onur Ergün,,"CC,DF",32-166,17,11,962,10.7,0,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,Partidos,6.0,1.0,16.7,0.56,0.09,0.0,0.0,,,,,,,,,,,,,,,,,,57,33.4,76,4,6,21,2,1.59,19,14,+5,+0.47,+0.28,0.0,11.0,3.0,0.0,4.0,20.0,20.0,,,/es/jugadores/e887928a/Onur-Ergun
Hamza Güreler,trTUR,DF,19-020,18,10,"1,050",11.7,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Partidos,2.0,1.0,50.0,0.17,0.09,0.0,0.0,,,,,,,,,,,,,,,,,,58,36.5,85,9,8,25,11,1.72,22,21,+1,+0.09,-0.31,0.0,15.0,8.0,0.0,3.0,17.0,15.0,,,/es/jugadores/089c2240/Hamza-Gureler
Yusuf Sari,trTUR,"CC,DL",26-161,12,9,738,8.2,3,1,4,3,0,0,0,0,0.37,0.12,0.49,0.37,0.49,Partidos,16.0,6.0,37.5,1.75,0.65,0.25,0.67,,,,,,,,,,,,,,,,,,63,28.6,79,2,3,11,1,1.69,15,16,-1,-0.11,-0.55,0.0,5.0,7.0,0.0,51.0,6.0,4.0,,,/es/jugadores/a2da58b1/Yusuf-Sari
