Jugador,País,Posc,Edad,PJ,Titular,Mín,90 s,Gls.,Ass,G+A,G-TP,TP,TPint,TA,TR,Gls..1,Ast,G+A.1,G-TP.1,G+A-TP,Partidos,Dis,DaP,% de TT,T/90,TalArc/90,G/T,G/TalArc,Dist,GC,GC90,DaPC,Salvadas,% Salvadas,PG,PE,PP,PaC,PaC%,PD,PD,PD,PD,PC,% Salvadas_penales,Mn/PJ,% min,Mn/arranque,Compl,Sup,Mn/Sust,Partidos como sustituto,PPP,onG,onGA,+/-,+/-90,Dentro-Fuera,2a amarilla,Fls,FR,PA,Pcz,Int,TklG,Penal ejecutado,Penal concedido,link
Philippe Keny,snSEN,"DL,CC",25-347,23,8,767,8.5,3,3,6,3,0,0,3,0,0.35,0.35,0.70,0.35,0.70,Partidos,21.0,7.0,33.3,2.45,0.82,0.14,0.43,,,,,,,,,,,,,,,,,,32,26.8,76,3,16,10,6,1.75,18,15,+3,+0.35,+0.09,0.0,13.0,19.0,6.0,11.0,1.0,2.0,,,/es/jugadores/cdb63f81/Philippe-Keny
Serdar Gürler,trTUR,"CC,DL",33-228,12,8,644,7.2,1,1,2,1,0,0,1,0,0.14,0.14,0.28,0.14,0.28,Partidos,15.0,5.0,33.3,2.1,0.7,0.07,0.2,,,,,,,,,,,,,,,,,,54,22.4,67,0,4,27,10,1.25,12,11,+1,+0.14,-0.18,0.0,5.0,13.0,5.0,22.0,2.0,11.0,,,/es/jugadores/8d2ad5c0/Serdar-Gurler
Berkay Özcan,trTUR,CC,27-074,11,6,573,6.4,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Partidos,8.0,2.0,25.0,1.26,0.31,0.0,0.0,,,,,,,,,,,,,,,,,,52,19.9,76,2,5,24,1,1.45,10,10,0,0.00,-0.35,0.0,2.0,10.0,0.0,2.0,1.0,1.0,,,/es/jugadores/31114001/Berkay-Ozcan
Christopher Operi,ciCIV,DF,28-001,6,5,462,5.1,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Partidos,4.0,2.0,50.0,0.65,0.33,0.0,0.0,,,,,,,,,,,,,,,,,,79,19.2,90,5,1,13,1,2.14,13,9,+4,+0.65,+0.46,0.0,9.0,9.0,0.0,17.0,6.0,6.0,,,/es/jugadores/914bb955/Christopher-Operi
,Tiempo Jugado,Rendimiento,Por 90 Minutos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jugador,País,Posc,Edad,PJ,Titular,Mín,90 s,Gls.,Ass,G+A,G-TP,TP,TPint,TA,TR,Gls.,Ast,G+A,G-TP,G+A-TP,Partidos,,,,,,,,,,,,,,,,,,,,,,,,,Mn/PJ,% min,Mn/arranque,Compl,Sup,Mn/Sust,Partidos como sustituto,PPP,onG,onGA,+/-,+/-90,Dentro-Fuera,,,,,,,,,,
Ivan Brnić,hrCRO,"CC,DL",23-250,8,5,372,4.1,2,0,2,2,0,0,0,0,0.48,0.00,0.48,0.48,0.48,Partidos,10.0,6.0,60.0,2.24,1.35,0.3,0.5,,,,,,,,,,,,,,,,,,45,13.9,65,0,4,19,1,1.67,9,6,+3,+0.67,+0.46,0.0,1.0,2.0,2.0,25.0,0.0,1.0,,,/es/jugadores/4dbf6ef0/Ivan-Brnic
Dimitris Pelkas,grGRE,CC,31-186,11,3,285,3.2,0,2,2,0,0,0,0,1,0.00,0.63,0.63,0.00,0.63,Partidos,6.0,1.0,16.7,1.89,0.32,0.0,0.0,,,,,,,,,,,,,,,,,,26,9.9,60,0,8,13,5,1.55,7,7,0,0.00,-0.31,0.0,10.0,3.0,1.0,19.0,3.0,2.0,,,/es/jugadores/33bd3dae/Dimitris-Pelkas
Umut Güneş,trTUR,CC,25-045,7,3,277,3.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Partidos,6.0,2.0,33.3,1.85,0.62,0.0,0.0,,,,,,,,,,,,,,,,,,37,10.1,72,0,5,15,2,1.88,4,6,-2,-0.62,-1.00,0.0,10.0,2.0,3.0,0.0,4.0,2.0,,,/es/jugadores/b40fec30/Umut-Gunes
Ömer Faruk Beyaz,trTUR,CC,21-244,11,2,186,2.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Partidos,4.0,1.0,25.0,1.94,0.48,0.0,0.0,,,,,,,,,,,,,,,,,,17,6.5,56,0,9,8,14,1.27,3,6,-3,-1.45,-1.85,0.0,6.0,3.0,0.0,0.0,1.0,0.0,,,/es/jugadores/8307b663/Omer-Faruk-Beyaz
Deniz Dilmen,,PO,19-329,1,1,90,1.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Partidos,0.0,0.0,,0.0,0.0,,,,3.0,3.0,7.0,4.0,57.1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,90,3.1,90,1,0,,28,0.00,1,3,-2,-2.00,-2.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,/es/jugadores/f4a8c4ea/Deniz-Dilmen
Patryk Szysz,plPOL,DL,27-029,3,1,72,0.8,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Partidos,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,24,2.5,59,0,2,7,5,1.33,2,2,0,0.00,-0.29,0.0,0.0,1.0,0.0,0.0,3.0,0.0,,,/es/jugadores/a55550eb/Patryk-Szysz
Matchoi Djaló,ptPOR,CC,22-020,8,0,67,0.7,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Partidos,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,8,2.3,,0,8,8,20,0.88,4,2,+2,+2.69,+2.46,0.0,2.0,5.0,0.0,2.0,0.0,3.0,,,/es/jugadores/a4cfe0ea/Matchoi-Djalo
Festy Ebosele,ieIRL,"DF,CC",22-271,3,0,14,0.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Partidos,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,4,0.6,,0,4,4,2,2.25,1,1,0,0.00,-0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,/es/jugadores/dbfa4f16/Festy-Ebosele
Emre Kaplan,trTUR,DF,24-108,2,0,7,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Partidos,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,4,0.2,,0,2,4,15,3.00,1,0,+1,+12.86,+12.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,/es/jugadores/0eac2f24/Emre-Kaplan
Halit Acun,,DF,19-118,0,0,,,,,,,,,,,,,,,,Partidos,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,2,,,,,,,,,,,,,,,,/es/jugadores/75035500/Halit-Acun
Volkan Babacan,trTUR,PO,36-262,0,0,,,,,,,,,,,,,,,,Partidos,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,13,,,,,,,,,,,,,,,,/es/jugadores/6e905b8d/Volkan-Babacan
Metin Emre Karaal,trTUR,CC,22-105,0,0,,,,,,,,,,,,,,,,Partidos,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,1,,,,,,,,,,,,,,,,/es/jugadores/8a3898fc/Metin-Emre-Karaal
Burak Kavraz,,DF,19-360,0,0,,,,,,,,,,,,,,,,Partidos,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,3,,,,,,,,,,,,,,,,/es/jugadores/1aac3a11/Burak-Kavraz
Abdoulaye Yoro,ciCIV,DL,18-139,0,0,,,,,,,,,,,,,,,,Partidos,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,1,,,,,,,,,,,,,,,,/es/jugadores/7b2c3926/Abdoulaye-Yoro
