Jugador,Bruto Semanal,Bruto Anual,Bonus,Expiración,Años Restantes,Remanente Bruto,Cláusula De Rescisión
Bernd Leno,"€ 154,176","€ 8,017,161",,"Jun 30, 2027",3,"€ 24,051,482",
Reiss Nelson,"€ 118,597","€ 6,167,047",,"Jun 30, 2025",1,"€ 6,167,047",
Raúl Jiménez,"€ 118,597","€ 6,167,047","€ 1,233,409","Jun 30, 2026",2,"€ 12,334,093",
Joachim Andersen,"€ 106,737","€ 5,550,342",,"Jun 30, 2029",5,"€ 27,751,710",
Alex Iwobi,"€ 94,878","€ 4,933,637",,"Jun 30, 2028",4,"€ 19,734,549",
Issa Diop,"€ 83,018","€ 4,316,933",,"Jun 30, 2027",3,"€ 12,950,798",
Adama Traoré,"€ 77,088","€ 4,008,580",,"Jun 30, 2026",2,"€ 8,017,161",
Timothy Castagne,"€ 77,088","€ 4,008,580",,"Jun 30, 2027",3,"€ 12,025,741",
Saša Lukić,"€ 74,716","€ 3,885,239",,"Jun 30, 2027",3,"€ 11,655,718",
Emile Smith Rowe,"€ 71,158","€ 3,700,228",,"Jun 30, 2029",5,"€ 18,501,140",
Sander Berge,"€ 65,228","€ 3,391,876",,"Jun 30, 2029",5,"€ 16,959,378",
Willian,"€ 59,299","€ 3,083,523",,"Jun 30, 2025",1,"€ 3,083,523",
Andreas Pereira,"€ 59,299","€ 3,083,523",,"Jun 30, 2026",2,"€ 6,167,047",
Antonee Robinson,"€ 59,299","€ 3,083,523",,"Jun 30, 2028",4,"€ 12,334,093",
Harrison Reed,"€ 59,299","€ 3,083,523",,"Jun 30, 2027",3,"€ 9,250,570",
Kenny Tete,"€ 59,299","€ 3,083,523",,"Jun 30, 2025",1,"€ 3,083,523",
Calvin Bassey,"€ 53,369","€ 2,775,171",,"Jun 30, 2027",3,"€ 8,325,513",
Ryan Sessegnon,"€ 53,369","€ 2,775,171",,"Jun 30, 2026",2,"€ 5,550,342",
Carlos Vinícius,"€ 47,439","€ 2,466,819",,"Jun 30, 2025",1,"€ 2,466,819",
Harry Wilson,"€ 41,509","€ 2,158,466",,"Jun 30, 2026",2,"€ 4,316,933",
Tom Cairney,"€ 35,579","€ 1,850,114",,"Jun 30, 2025",1,"€ 1,850,114",
Jorge Cuenca,"€ 29,649","€ 1,541,762",,"Jun 30, 2028",4,"€ 6,167,047",
Steven Benda,"€ 11,860","€ 616,705",,"Jun 30, 2026",2,"€ 1,233,409",
Rodrigo Muniz,"€ 8,895","€ 462,528",,"Jun 30, 2026",2,"€ 925,057",
Luke Harris,"€ 5,930","€ 308,352",,"Jun 30, 2026",2,"€ 616,705",
Martial Godo,"€ 3,558","€ 185,011",,"Jun 30, 2028",4,"€ 740,046",
Josh King,"€ 2,372","€ 123,341",,"Jun 30, 2025",1,"€ 123,341",
Harvey Araujo,,,,"Jun 30, 2027",3,,
Oliver Sanderson,,,,"Jun 30, 2026",2,,
