Jugador,Bruto Semanal,Bruto Anual,Bonus,Expiración,Años Restantes,Remanente Bruto,Cláusula De Rescisión
Barry Bannan,"€ 28,509","€ 1,482,463",,"Jun 30, 2025",1,"€ 1,482,463",
Yan Valery,"€ 23,719","€ 1,233,409",,"Jun 30, 2025",1,"€ 1,233,409",
Dominic Iorfa,"€ 23,719","€ 1,233,409",,"Jun 30, 2026",2,"€ 2,466,819",
Iké Ugbo,"€ 23,719","€ 1,233,409",,"Jun 30, 2025",1,"€ 1,233,409",
Josh Windass,"€ 23,719","€ 1,233,409",,"Jun 30, 2026",2,"€ 2,466,819",
Nathaniel Chalobah,"€ 23,719","€ 1,233,409",,"Jun 30, 2025",1,"€ 1,233,409",
Stuart Armstrong,"€ 23,719","€ 1,233,409",,"Jun 30, 2025",1,"€ 1,233,409",
Callum Paterson,"€ 21,347","€ 1,110,068",,"Jun 30, 2025",1,"€ 1,110,068",
Jamal Lowe,"€ 21,347","€ 1,110,068",,"Jun 30, 2025",1,"€ 1,110,068",
Michael Smith,"€ 20,754","€ 1,079,233",,"Jun 30, 2026",2,"€ 2,158,466",
Max Lowe,"€ 20,162","€ 1,048,398",,"Jun 30, 2025",1,"€ 1,048,398",
Michael Ihiekwe,"€ 18,018","€ 936,917",,"Jun 30, 2025",1,"€ 936,917",
Liam Palmer,"€ 14,232","€ 740,046",,"Jun 30, 2025",1,"€ 740,046",
Di'Shon Bernard,"€ 11,860","€ 616,705",,"Jun 30, 2025",1,"€ 616,705",
Marvin Johnson,"€ 11,860","€ 616,705",,"Jun 30, 2025",1,"€ 616,705",
Svante Ingelsson,"€ 11,860","€ 616,705",,"Jun 30, 2025",1,"€ 616,705",
Anthony Musaba,"€ 11,860","€ 616,705",,"Jun 30, 2026",2,"€ 1,233,409",
Olaf Kobacki,"€ 9,488","€ 493,364",,"Jun 30, 2028",4,"€ 1,973,455",
Ben Hamer,"€ 8,895","€ 462,528",,"Jun 30, 2025",1,"€ 462,528",
Ibrahim Cissoko,"€ 8,895","€ 462,528",,"Jun 30, 2025",1,"€ 462,528",
Akin Famewo,"€ 8,667","€ 450,669",,"Jun 30, 2025",1,"€ 450,669",
James Beadle,"€ 5,930","€ 308,352",,"May 31, 2025",1,"€ 308,352",
Shea Charles,"€ 3,558","€ 185,011",,"May 31, 2025",1,"€ 185,011",
Charlie McNeill,"€ 2,965","€ 154,176",,"Jun 30, 2025",1,"€ 154,176",
Pol Valentín,"€ 2,372","€ 123,341",,"Jun 30, 2025",1,"€ 123,341",
Djeidi Gassama,"€ 1,779","€ 92,506",,"Jun 30, 2026",2,"€ 185,011",
Pierce Charles,"€ 1,779","€ 92,506",,"Jun 30, 2025",1,"€ 92,506",
