Jugador,Bruto Semanal,Bruto Anual,Bonus,Expiración,Años Restantes,Remanente Bruto,Cláusula De Rescisión
Nathaniel Phillips,"€ 53,369","€ 2,775,171",,"May 31, 2025",1,"€ 2,775,171",
Matt Clarke,"€ 23,719","€ 1,233,409",,"Jun 30, 2028",4,"€ 4,933,637",
Ben Osborn,"€ 20,754","€ 1,079,233",,"Jun 30, 2026",2,"€ 2,158,466",
Jerry Yates,"€ 14,825","€ 770,881",,"May 31, 2025",1,"€ 770,881",
Kayden Jackson,"€ 14,232","€ 740,046",,"Jun 30, 2026",2,"€ 1,480,091",
Sondre Langås,"€ 11,860","€ 616,705",,"Jun 30, 2029",5,"€ 3,083,523",
Jacob Widell Zetterström,"€ 10,081","€ 524,199",,"Jun 30, 2027",3,"€ 1,572,597",
Ryan Nyambe,"€ 9,488","€ 493,364",,"Jun 30, 2027",3,"€ 1,480,091",
Ebou Adams,"€ 9,351","€ 486,248",,"Jun 30, 2027",3,"€ 1,458,744",
Lars-Jørgen Salvesen,"€ 8,895","€ 462,528",,"Jun 30, 2027",3,"€ 1,387,585",
Tom Barkhuizen,"€ 8,667","€ 450,669",,"Jun 30, 2025",1,"€ 450,669",
Marcus Harness,"€ 8,302","€ 431,693",,"May 31, 2025",1,"€ 431,693",
Craig Forsyth,"€ 8,302","€ 431,693",,"Jun 30, 2025",1,"€ 431,693",
Kane Wilson,"€ 7,709","€ 400,858",,"Jun 30, 2026",2,"€ 801,716",
Conor Washington,"€ 7,709","€ 400,858",,"Jun 30, 2025",1,"€ 400,858",
Callum Elder,"€ 7,709","€ 400,858",,"Jun 30, 2026",2,"€ 801,716",
Nathaniel Méndez-Laing,"€ 7,116","€ 370,023",,"Jun 30, 2026",2,"€ 740,046",
Joe Ward,"€ 5,930","€ 308,352",,"Jun 30, 2026",2,"€ 616,705",
Curtis Nelson,"€ 5,930","€ 308,352",,"Jun 30, 2026",2,"€ 616,705",
Liam Thompson,"€ 4,744","€ 246,682",,"Jun 30, 2025",1,"€ 246,682",
Josh Vickers,"€ 4,744","€ 246,682",,"Jun 30, 2026",2,"€ 493,364",
Corey Blackett-Taylor,"€ 4,744","€ 246,682",,"Jun 30, 2027",3,"€ 740,046",
Kenzo Goudmijn,"€ 4,151","€ 215,847",,"Jun 30, 2028",4,"€ 863,387",
Jake Rooney,"€ 3,558","€ 185,011",,"Jun 30, 2026",2,"€ 370,023",
David Ozoh,"€ 2,372","€ 123,341",,"May 31, 2025",1,"€ 123,341",
Rohan Luthra,"€ 1,779","€ 92,506",,"Jun 30, 2025",1,"€ 92,506",
Dajaune Brown,"€ 1,779","€ 92,506",,"Jun 30, 2027",3,"€ 277,517",
Harrison Armstrong,"€ 1,423","€ 74,005",,"May 31, 2025",1,"€ 74,005",
Darren Robinson,"€ 1,186","€ 61,670",,"Jun 30, 2026",2,"€ 123,341",
