Jugador,Bruto Semanal,Bruto Anual,Bonus,Expiración,Años Restantes,Remanente Bruto,Cláusula De Rescisión
Nahki Wells,"€ 32,021","€ 1,665,103",,"Jun 30, 2025",1,"€ 1,665,103",
Luke McNally,"€ 23,719","€ 1,233,409",,"Jun 30, 2028",4,"€ 4,933,637",
Scott Twine,"€ 17,790","€ 925,057",,"Jun 30, 2028",4,"€ 3,700,228",
Harry Cornick,"€ 17,790","€ 925,057",,"Jun 30, 2026",2,"€ 1,850,114",
Cameron Pring,"€ 17,790","€ 925,057",,"Jun 30, 2026",2,"€ 1,850,114",
Jason Knight,"€ 17,790","€ 925,057",,"Jun 30, 2027",3,"€ 2,775,171",
Joe Williams,"€ 17,790","€ 925,057",,"Jun 30, 2027",3,"€ 2,775,171",
Sinclair Armstrong,"€ 11,860","€ 616,705",,"Jun 30, 2028",4,"€ 2,466,819",
Zak Vyner,"€ 11,860","€ 616,705",,"Jun 30, 2026",2,"€ 1,233,409",
Marcus McGuane,"€ 11,860","€ 616,705",,"Jun 30, 2026",2,"€ 1,233,409",
Rob Dickie,"€ 11,860","€ 616,705",,"Jun 30, 2026",2,"€ 1,233,409",
Mark Sykes,"€ 11,632","€ 604,845",,"Jun 30, 2025",1,"€ 604,845",
Anis Mehmeti,"€ 10,674","€ 555,034",,"Jun 30, 2026",2,"€ 1,110,068",
George Tanner,"€ 9,488","€ 493,364",,"Jun 30, 2026",2,"€ 986,727",
Stefan Bajic,"€ 7,983","€ 415,090",,"Jun 30, 2025",1,"€ 415,090",
Ayman Benarous,"€ 6,842","€ 355,791",,"Jun 30, 2025",1,"€ 355,791",
Yu Hirakawa,"€ 5,930","€ 308,352",,"Jun 30, 2025",1,"€ 308,352",
Ross McCrorie,"€ 5,930","€ 308,352",,"Jun 30, 2026",2,"€ 616,705",
Max Bird,"€ 3,649","€ 189,755",,"Jun 30, 2027",3,"€ 569,266",
Max O'Leary,"€ 2,281","€ 118,597",,"Jun 30, 2026",2,"€ 237,194",
Sam Bell,"€ 2,281","€ 118,597",,"Jun 30, 2025",1,"€ 118,597",
George Earthy,"€ 1,779","€ 92,506",,"May 31, 2025",1,"€ 92,506",
Haydon Roberts,"€ 1,779","€ 92,506",,"Jun 30, 2026",2,"€ 185,011",
Lewis Thomas,"€ 1,597","€ 83,018",,"Jun 30, 2025",1,"€ 83,018",
