Jugador,Bruto Semanal,Bruto Anual,Bonus,Expiración,Años Restantes,Remanente Bruto,Cláusula De Rescisión
Marcos Alonso,"€ 60,000","€ 3,120,000",,"Jun 30, 2025",1,"€ 3,120,000",
Iago Aspas,"€ 55,769","€ 2,900,000",,"Jun 30, 2026",2,"€ 5,800,000",
Fran Beltrán,"€ 48,077","€ 2,500,000",,"Jun 30, 2026",2,"€ 5,000,000",
Vicente Guaita,"€ 46,154","€ 2,400,000",,"Jun 30, 2025",1,"€ 2,400,000",
Ilaix Moriba,"€ 31,154","€ 1,620,000",,"Jun 30, 2025",1,"€ 1,620,000",
Borja Iglesias,"€ 30,769","€ 1,600,000",,"Jun 30, 2025",1,"€ 1,600,000",
Franco Cervi,"€ 23,077","€ 1,200,000",,"Jun 30, 2026",2,"€ 2,400,000",
Óscar Mingueza,"€ 22,115","€ 1,150,000",,"Jun 30, 2026",2,"€ 2,300,000",
Javier Manquillo,"€ 21,923","€ 1,140,000",,"Jun 30, 2025",1,"€ 1,140,000",
Carl Starfelt,"€ 21,154","€ 1,100,000",,"Jun 30, 2027",3,"€ 3,300,000",
Mihailo Ristic,"€ 20,192","€ 1,050,000",,"Jun 30, 2026",2,"€ 2,100,000",
Iván Villar,"€ 20,000","€ 1,040,000",,"Jun 30, 2027",3,"€ 3,120,000",
Hugo Álvarez,"€ 18,077","€ 940,000",,"Jun 30, 2028",4,"€ 3,760,000",
Jailson,"€ 17,885","€ 930,000",,"Jun 30, 2025",1,"€ 930,000",
Williot Swedberg,"€ 11,923","€ 620,000",,"Jun 30, 2027",3,"€ 1,860,000",
Javi Rodríguez,"€ 11,923","€ 620,000",,"Jun 30, 2028",4,"€ 2,480,000",
Sergio Carreira,"€ 11,538","€ 600,000",,"Jun 30, 2025",1,"€ 600,000",
Hugo Sotelo,"€ 10,000","€ 520,000",,"Jun 30, 2028",4,"€ 2,080,000",
Alfon González,"€ 6,923","€ 360,000",,"Jun 30, 2025",1,"€ 360,000",
Iker Losada,"€ 6,154","€ 320,000",,"Jun 30, 2025",1,"€ 320,000",
Damián Rodríguez,"€ 3,077","€ 160,000",,"Jun 30, 2028",4,"€ 640,000",
Carlos Domínguez,"€ 2,885","€ 150,000",,"Jun 30, 2026",2,"€ 300,000",
Pablo Durán,"€ 2,692","€ 140,000",,"Jun 30, 2027",3,"€ 420,000",
