Jugador,Bruto Semanal,Bruto Anual,Bonus,Expiración,Años Restantes,Remanente Bruto,Cláusula De Rescisión
Kalvin Phillips,"€ 177,896","€ 9,250,570",,"Jun 30, 2025",1,"€ 9,250,570",
Ben Godfrey,"€ 88,948","€ 4,625,285",,"Jun 30, 2025",1,"€ 4,625,285",
Axel Tuanzebe,"€ 47,439","€ 2,466,819",,"Jun 30, 2025",1,"€ 2,466,819",
Jens Cajuste,"€ 41,509","€ 2,158,466",,"Jun 30, 2025",1,"€ 2,158,466",
Arijanet Muric,"€ 41,509","€ 2,158,466",,"Jun 30, 2028",4,"€ 8,633,865",
Dara O'Shea,"€ 41,509","€ 2,158,466",,"Jun 30, 2029",5,"€ 10,792,332",
Ben Johnson,"€ 35,579","€ 1,850,114",,"Jun 30, 2028",4,"€ 7,400,456",
Samy Morsy,"€ 35,579","€ 1,850,114",,"Jun 30, 2026",2,"€ 3,700,228",
George Hirst,"€ 32,614","€ 1,695,938",,"Jun 30, 2027",3,"€ 5,087,813",
Jaden Philogene-Bidace,"€ 29,649","€ 1,541,762",,"Jun 30, 2029",5,"€ 7,708,808",
Sammie Szmodics,"€ 29,649","€ 1,541,762",,"Jun 30, 2028",4,"€ 6,167,047",
Chiedozie Ogbene,"€ 29,649","€ 1,541,762",,"Jun 30, 2028",4,"€ 6,167,047",
Leif Davis,"€ 29,649","€ 1,541,762",,"Jun 30, 2028",4,"€ 6,167,047",
Jack Clarke,"€ 29,649","€ 1,541,762",,"Jun 30, 2029",5,"€ 7,708,808",
Jacob Greaves,"€ 29,649","€ 1,541,762",,"Jun 30, 2029",5,"€ 7,708,808",
Liam Delap,"€ 23,719","€ 1,233,409",,"Jun 30, 2029",5,"€ 6,167,047","€ 35,579,115"
Christian Walton,"€ 23,719","€ 1,233,409",,"Jun 30, 2026",2,"€ 2,466,819",
Conor Townsend,"€ 17,790","€ 925,057",,"Jun 30, 2026",2,"€ 1,850,114",
Conor Chaplin,"€ 17,790","€ 925,057",,"Jun 30, 2026",2,"€ 1,850,114",
Julio Enciso,"€ 17,790","€ 925,057",,"Jun 30, 2025",1,"€ 925,057",
Luke Woolfenden,"€ 14,825","€ 770,881",,"Jun 30, 2027",3,"€ 2,312,642",
Alex Palmer,"€ 14,232","€ 740,046",,"Jun 30, 2028",4,"€ 2,960,182",
Wes Burns,"€ 11,860","€ 616,705",,"Jun 30, 2026",2,"€ 1,233,409",
Massimo Luongo,"€ 11,860","€ 616,705",,"Jun 30, 2025",1,"€ 616,705",
Jack Taylor,"€ 11,860","€ 616,705",,"Jun 30, 2026",2,"€ 1,233,409",
Cameron Burgess,"€ 9,488","€ 493,364",,"Jun 30, 2025",1,"€ 493,364",
Nathan Broadhead,"€ 7,116","€ 370,023",,"Jun 30, 2026",2,"€ 740,046",
Omari Hutchinson,"€ 7,116","€ 370,023",,"Jun 30, 2029",5,"€ 1,850,114",
Harry Clarke,"€ 5,930","€ 308,352",,"Jun 30, 2026",2,"€ 616,705",
Cieran Slicker,"€ 3,558","€ 185,011",,"Jun 30, 2028",4,"€ 740,046",
Cameron Humphreys,"€ 3,558","€ 185,011",,"Jun 30, 2026",2,"€ 370,023",
Marcus Harness,"€ 3,558","€ 185,011",,"Jun 30, 2025",1,"€ 185,011",
Ali Al-Hamadi,"€ 3,558","€ 185,011",,"Jun 30, 2028",4,"€ 740,046",
Elkan Baggott,,,,"Jun 30, 2025",1,,
