Jugador,Bruto Semanal,Bruto Anual,Bonus,Expiración,Años Restantes,Remanente Bruto,Cláusula De Rescisión
Ezequiel Ponce,"€ 43,455","€ 2,259,648",,"Jun 30, 2027",3,"€ 6,778,945",
Erik Sviatchenko,"€ 13,155","€ 684,070",,"Dec 31, 2026",2,"€ 1,368,139",
Artur,"€ 11,882","€ 617,873",,"Dec 31, 2025",1,"€ 617,873",
Amine Bassi,"€ 10,270","€ 534,018",,"Dec 31, 2025",1,"€ 534,018",
Griffin Dorsey,"€ 8,063","€ 419,271",,"Dec 31, 2025",1,"€ 419,271",
Franco Escobar,"€ 8,063","€ 419,271",,"Dec 31, 2025",1,"€ 419,271",
Sebastian Kowalczyk,"€ 7,825","€ 406,913",,"Dec 31, 2025",1,"€ 406,913",
Lawrence Ennali,"€ 7,639","€ 397,204",,"Dec 31, 2026",2,"€ 794,408",
Daniel Steres,"€ 7,639","€ 397,204",,"Dec 31, 2025",1,"€ 397,204",
Andrew Tarbell,"€ 4,244","€ 220,669",,"Dec 31, 2025",1,"€ 220,669",
Ethan Bartlow,"€ 4,244","€ 220,669",,"Dec 31, 2025",1,"€ 220,669",
Nelson Quiñónes,"€ 3,938","€ 204,777",,"Dec 31, 2025",1,"€ 204,777",
Brooklyn Raines,"€ 1,697","€ 88,268",,"Dec 31, 2025",1,"€ 88,268",
Exon Arzú,"€ 1,523","€ 79,190",,"Dec 31, 2026",2,"€ 158,380",
Gabriel Segal,"€ 1,212","€ 63,024",,"Dec 31, 2025",1,"€ 63,024",
Stephen Annor Gyamfi,"€ 1,212","€ 63,024",,"Dec 31, 2025",1,"€ 63,024",
Nicolás Lodeiro,,,,"Dec 31, 2025",1,,
Ondrej Lingr,,,,"Jun 30, 2028",4,,
Pablo Ortiz,,,,"Dec 31, 2025",1,,
Sebastián Rodríguez,,,,"Dec 31, 2026",2,,
Jonathan Bond,,,,"Dec 31, 2026",2,,
Érik Dueñas,,,,"Dec 31, 2025",1,,
Blake Gillingham,,,,"Dec 31, 2025",1,,
Femi Awodesu,,,,"Dec 31, 2025",1,,
Toyosi Olusanya,,,,"Dec 31, 2026",2,,
Jack McGlynn,,,,"Dec 31, 2025",1,,
Jimmy Maurer,,,,"Dec 31, 2026",2,,
Duane Holmes,,,,"Dec 31, 2026",2,,
Júnior Urso,,,,"Dec 31, 2025",1,,
Michael Halliday,,,,"Dec 31, 2025",1,,
