Jugador,Bruto Semanal,Bruto Anual,Bonus,Expiración,Años Restantes,Remanente Bruto,Cláusula De Rescisión
Jamiro Monteiro,"€ 18,846","€ 980,000",,"Jun 30, 2026",2,"€ 1,960,000",
Anselmo García MacNulty,"€ 11,346","€ 590,000",,"Jun 30, 2026",2,"€ 1,180,000",
Filip Krastev,"€ 10,000","€ 520,000",,"Jun 30, 2025",1,"€ 520,000",
Simon Graves,"€ 9,423","€ 490,000",,"Jun 30, 2025",1,"€ 490,000",
Younes Namli,"€ 9,423","€ 490,000",,"Jun 30, 2025",1,"€ 490,000",
Ryan Thomas,"€ 9,231","€ 480,000",,"Jun 30, 2027",3,"€ 1,440,000",
Dylan Vente,"€ 8,846","€ 460,000",,"Jun 30, 2025",1,"€ 460,000",
Sherel Floranus,"€ 6,731","€ 350,000",,"Jun 30, 2027",3,"€ 1,050,000",
Thomas Buitink,"€ 5,769","€ 300,000",,"Jun 30, 2027",3,"€ 900,000",
Tristan Gooijer,"€ 5,769","€ 300,000",,"Jun 30, 2025",1,"€ 300,000",
Davy van den Berg,"€ 5,769","€ 300,000",,"Jun 30, 2025",1,"€ 300,000",
Olivier Aertssen,"€ 4,615","€ 240,000",,"Jun 30, 2027",3,"€ 720,000",
Thierry Lutonda,"€ 4,615","€ 240,000",,"Jun 30, 2026",2,"€ 480,000",
Damian van der Haar,"€ 2,885","€ 150,000",,"Jun 30, 2028",4,"€ 600,000",
Kaj de Rooij,"€ 2,885","€ 150,000",,"Jun 30, 2026",2,"€ 300,000",
Odysseus Velanas,"€ 2,885","€ 150,000",,"Jun 30, 2026",2,"€ 300,000",
Kenneth Vermeer,"€ 2,885","€ 150,000",,"Jun 30, 2025",1,"€ 150,000",
Mike Hauptmeijer,"€ 2,308","€ 120,000",,"Jun 30, 2027",3,"€ 360,000",
Jasper Schendelaar,"€ 2,308","€ 120,000",,"Jun 30, 2026",2,"€ 240,000",
Anouar El Azzouzi,"€ 1,731","€ 90,000",,"Jun 30, 2026",2,"€ 180,000",
Dylan Mbayo,"€ 1,538","€ 80,000",,"Jun 30, 2025",1,"€ 80,000",
Teun Gijselhart,"€ 1,346","€ 70,000",,"Jun 30, 2026",2,"€ 140,000",
Duke Verduin,"€ 1,154","€ 60,000",,"Jun 30, 2025",1,"€ 60,000",
Nick Fichtinger,€ 962,"€ 50,000",,"Jun 30, 2026",2,"€ 100,000",
Samir Lagsir,€ 962,"€ 50,000",,"Jun 30, 2026",2,"€ 100,000",
Eliano Reijnders,€ 962,"€ 50,000",,"Jun 30, 2027",3,"€ 150,000",
