Jugador,Bruto Semanal,Bruto Anual,Bonus,Expiración,Años Restantes,Remanente Bruto,Cláusula De Rescisión
Enzo Le Fée,"€ 80,053","€ 4,162,756",,"Jun 30, 2025",1,"€ 4,162,756",
Chris Mepham,"€ 29,649","€ 1,541,762",,"May 31, 2025",1,"€ 1,541,762",
Daniel Ballard,"€ 29,649","€ 1,541,762",,"Jun 30, 2028",4,"€ 6,167,047",
Salis Abdul Samed,"€ 17,790","€ 925,057",,"Jun 30, 2025",1,"€ 925,057",
Wilson Isidor,"€ 17,790","€ 925,057",,"Jun 30, 2028",4,"€ 3,700,228",
Alan Browne,"€ 17,790","€ 925,057",,"Jun 30, 2027",3,"€ 2,775,171",
Patrick Roberts,"€ 14,825","€ 770,881",,"Jun 30, 2026",2,"€ 1,541,762",
Jobe Bellingham,"€ 14,825","€ 770,881",,"Jun 30, 2028",4,"€ 3,083,523",
Anthony Patterson,"€ 11,860","€ 616,705",,"Jun 30, 2028",4,"€ 2,466,819",
Dennis Cirkin,"€ 11,860","€ 616,705",,"Jun 30, 2026",2,"€ 1,233,409",
Ian Poveda,"€ 10,674","€ 555,034",,"Jun 30, 2027",3,"€ 1,665,103",
Luke O'Nien,"€ 8,895","€ 462,528",,"Jun 30, 2026",2,"€ 925,057",
Simon Moore,"€ 8,302","€ 431,693",,"Jun 30, 2026",2,"€ 863,387",
Eliezer Mayenda,"€ 7,709","€ 400,858",,"Jun 30, 2028",4,"€ 1,603,432",
Blondy Nna Noukeu,"€ 7,116","€ 370,023",,"Jun 30, 2026",2,"€ 740,046",
Aji Alese,"€ 7,116","€ 370,023",,"Jun 30, 2027",3,"€ 1,110,068",
Jewison Bennette,"€ 5,930","€ 308,352",,"Jun 30, 2026",2,"€ 616,705",
Leo Fuhr Hjelde,"€ 5,930","€ 308,352",,"Jun 30, 2028",4,"€ 1,233,409",
Niall Huggins,"€ 5,930","€ 308,352",,"Jun 30, 2026",2,"€ 616,705",
Romaine Mundle,"€ 5,930","€ 308,352",,"Jun 30, 2028",4,"€ 1,233,409",
Trai Hume,"€ 3,558","€ 185,011",,"Jun 30, 2027",3,"€ 555,034",
Jenson Seelt,"€ 3,558","€ 185,011",,"Jun 30, 2028",4,"€ 740,046",
Joe Anderson,"€ 3,558","€ 185,011",,"Jun 30, 2026",2,"€ 370,023",
Milan Aleksic,"€ 3,558","€ 185,011",,"Jun 30, 2028",4,"€ 740,046",
Ahmed Abdullahi,"€ 2,372","€ 123,341",,"Jun 30, 2028",4,"€ 493,364",
Chris Rigg,"€ 1,779","€ 92,506",,"Jun 30, 2027",3,"€ 277,517",
Tom Watson,"€ 1,779","€ 92,506",,"Jun 30, 2026",2,"€ 185,011",
Dan Neil,"€ 1,597","€ 83,018",,"Jun 30, 2026",2,"€ 166,036",
