Jugador,Bruto Semanal,Bruto Anual,Bonus,Expiración,Años Restantes,Remanente Bruto,Cláusula De Rescisión
Thiago Martins,"€ 33,949","€ 1,765,350",,"Dec 31, 2025",1,"€ 1,765,350",
Hannes Wolf,"€ 23,764","€ 1,235,745",,"Dec 31, 2027",3,"€ 3,707,235",
Keaton Parks,"€ 15,277","€ 794,408",,"Dec 31, 2026",2,"€ 1,588,815",
Birk Risa,"€ 11,203","€ 582,566",,"Dec 31, 2025",1,"€ 582,566",
Andrés Perea,"€ 9,760","€ 507,538",,"Dec 31, 2025",1,"€ 507,538",
Julián Fernández,"€ 9,574","€ 497,829",,"Dec 31, 2027",3,"€ 1,493,486",
Agustín Ojeda,"€ 8,148","€ 423,684",,"Dec 31, 2028",4,"€ 1,694,736",
Maxi Moralez,"€ 8,148","€ 423,684",,"Dec 31, 2025",1,"€ 423,684",
Monsef Bakrar,"€ 6,111","€ 317,763",,"Dec 31, 2026",2,"€ 635,526",
Tayvon Gray,"€ 5,941","€ 308,936",,"Dec 31, 2025",1,"€ 308,936",
Alonso Martínez,"€ 5,092","€ 264,803",,"Dec 31, 2027",3,"€ 794,408",
Matt Freese,"€ 4,244","€ 220,669",,"Dec 31, 2026",2,"€ 441,338",
Strahinja Tanasijević,"€ 4,074","€ 211,842",,"Dec 31, 2025",1,"€ 211,842",
Mitja Ilenič,"€ 4,074","€ 211,842",,"Dec 31, 2026",2,"€ 423,684",
Kevin O'Toole,"€ 2,971","€ 154,468",,"Dec 31, 2025",1,"€ 154,468",
Justin Haak,"€ 2,546","€ 132,401",,"Dec 31, 2025",1,"€ 132,401",
Máximo Carrizo,"€ 1,523","€ 79,190",,"Dec 31, 2027",3,"€ 237,570",
Malachi Jones,"€ 1,212","€ 63,024",,"Dec 31, 2026",2,"€ 126,048",
Jonathan Shore,"€ 1,212","€ 63,024",,"Dec 31, 2027",3,"€ 189,072",
Drew Baiera,"€ 1,212","€ 63,024",,"Dec 31, 2027",3,"€ 189,072",
Alex Rando,"€ 1,212","€ 63,024",,"Dec 31, 2025",1,"€ 63,024",
Tomás Romero,"€ 1,212","€ 63,024",,"Dec 31, 2025",1,"€ 63,024",
Zidane Yañez,"€ 1,212","€ 63,024",,"Dec 31, 2028",4,"€ 252,096",
Prince Amponsah,,,,"Dec 31, 2025",1,,
Aiden O'Neill,,,,"Dec 31, 2028",4,,
Max Murray,,,,"Dec 31, 2025",1,,
Jacob Arroyave,,,,"Dec 31, 2027",3,,
Greg Ranjitsingh,,,,"Dec 31, 2026",2,,
Nico Cavallo,,,,"Dec 31, 2025",1,,
