Number,Name,Position,Date of Birth/Age,Nationality,Height,Foot,Signed,Previous Team,Contract Until,Market Value,Link
1,Iván Villar,Goalkeeper,"Jul 9, 1997 (27)",Spain,"1,86m",right,"Jul 1, 2019",,"Jun 30, 2027",€900k,https://www.transfermarkt.com/ivan-villar/profil/spieler/297194
13,Vicente Guaita,Goalkeeper,"Jan 10, 1987 (38)",Spain,"1,90m",right,"Sep 1, 2023",,"Jun 30, 2025",€800k,https://www.transfermarkt.com/vicente-guaita/profil/spieler/64399
32,Javi Rodríguez,Centre-Back,"Jun 27, 2003 (21)",Spain,"1,78m",right,"Jul 1, 2024",,"Jun 30, 2028",€10.00m,https://www.transfermarkt.com/javi-rodriguez/profil/spieler/1076815
2,Carl Starfelt,Centre-Back,"Jun 1, 1995 (29)",Sweden,"1,87m",right,"Aug 10, 2023",,"Jun 30, 2027",€6.00m,https://www.transfermarkt.com/carl-starfelt/profil/spieler/258987
24,Carlos Domínguez,Centre-Back,"Feb 11, 2001 (24)",Spain,"1,87m",left,"Jan 1, 2023",,"Jun 30, 2026",€2.50m,https://www.transfermarkt.com/carlos-dominguez/profil/spieler/636093
29,Yoel Lago,Centre-Back,"Mar 25, 2004 (21)",Spain,"1,85m",right,,,"Jun 30, 2027",€200k,https://www.transfermarkt.com/yoel-lago/profil/spieler/939374
20,Marcos Alonso,Left-Back,"Dec 28, 1990 (34)",Spain,"1,88m",left,"Aug 28, 2024",,"Jun 30, 2025",€1.80m,https://www.transfermarkt.com/marcos-alonso/profil/spieler/112515
21,Mihailo Ristic,Left-Back,"Oct 31, 1995 (29)","Serbia, Bosnia-Herzegovina","1,80m",left,"Sep 1, 2023",,"Jun 30, 2026",€900k,https://www.transfermarkt.com/mihailo-ristic/profil/spieler/271455
3,Óscar Mingueza,Right-Back,"May 13, 1999 (25)",Spain,"1,84m",right,"Jul 30, 2022",,"Jun 30, 2026",€20.00m,https://www.transfermarkt.com/oscar-mingueza/profil/spieler/331505
5,Sergio Carreira,Right-Back,"Oct 13, 2000 (24)",Spain,"1,70m",right,"Jul 1, 2021",,"Jun 30, 2025",€3.00m,https://www.transfermarkt.com/sergio-carreira/profil/spieler/545647
22,Javier Manquillo,Right-Back,"May 5, 1994 (31)",Spain,"1,78m",right,"Jan 21, 2024",,"Jun 30, 2025",€1.80m,https://www.transfermarkt.com/javier-manquillo/profil/spieler/162029
25,Damián Rodríguez,Defensive Midfield,"Mar 17, 2003 (22)",Spain,"1,80m",left,"Jul 18, 2024",,"Jun 30, 2028",€3.00m,https://www.transfermarkt.com/damian-rodriguez/profil/spieler/715628
16,Jailson,Defensive Midfield,"Sep 7, 1995 (29)",Brazil,"1,87m",right,"Jan 1, 2024",,"Jun 30, 2025",€1.50m,https://www.transfermarkt.com/jailson/profil/spieler/366948
8,Fran Beltrán,Central Midfield,"Feb 3, 1999 (26)",Spain,"1,65m",right,"Aug 1, 2018",,"Jun 30, 2026",€6.00m,https://www.transfermarkt.com/fran-beltran/profil/spieler/423444
4,Hugo Sotelo,Central Midfield,"Dec 19, 2003 (21)",Spain,"1,80m",right,"Jul 1, 2023",,"Jun 30, 2028",€5.00m,https://www.transfermarkt.com/hugo-sotelo/profil/spieler/892221
6,Ilaix Moriba,Central Midfield,"Jan 19, 2003 (22)","Guinea, Spain","1,85m",right,"Aug 7, 2024",,"Jun 30, 2025",€4.00m,https://www.transfermarkt.com/ilaix-moriba/profil/spieler/617074
23,Hugo Álvarez,Left Winger,"Jul 2, 2003 (21)",Spain,"1,76m",right,"Jul 18, 2024",,"Jun 30, 2028",€7.50m,https://www.transfermarkt.com/hugo-alvarez/profil/spieler/892929
19,Williot Swedberg,Left Winger,"Feb 1, 2004 (21)",Sweden,"1,87m",right,"Jul 1, 2022",,"Jun 30, 2027",€5.00m,https://www.transfermarkt.com/williot-swedberg/profil/spieler/764859
12,Alfon González,Left Winger,"May 4, 1999 (26)",Spain,"1,72m",,"Jul 1, 2024",,"Jun 30, 2025",€2.00m,https://www.transfermarkt.com/alfon-gonzalez/profil/spieler/357628
11,Franco Cervi,Left Winger,"May 26, 1994 (30)","Argentina, Italy","1,66m",left,"Jul 5, 2021",,"Jun 30, 2026",€900k,https://www.transfermarkt.com/franco-cervi/profil/spieler/341110
28,Fer López,Right Winger,"May 24, 2004 (20)",Spain,"1,88m",left,,,"Jun 30, 2028",€1.50m,https://www.transfermarkt.com/fer-lopez/profil/spieler/1064471
14,Iker Losada,Second Striker,"Aug 1, 2001 (23)",Spain,"1,75m",right,"Jan 30, 2025",,"Jun 30, 2025",€1.80m,https://www.transfermarkt.com/iker-losada/profil/spieler/632741
18,Pablo Durán,Centre-Forward,"May 25, 2001 (23)",Spain,"1,76m",right,"Jul 18, 2024",,"Jun 30, 2027",€3.50m,https://www.transfermarkt.com/pablo-duran/profil/spieler/905997
7,Borja Iglesias,Centre-Forward,"Jan 17, 1993 (32)",Spain,"1,87m",right,"Jul 19, 2024",,"Jun 30, 2025",€3.00m,https://www.transfermarkt.com/borja-iglesias/profil/spieler/278359
10,Iago Aspas,Centre-Forward,"Aug 1, 1987 (37)",Spain,"1,76m",left,"Jul 7, 2015",,"Jun 30, 2026",€2.50m,https://www.transfermarkt.com/iago-aspas/profil/spieler/72047
