Number,Name,Position,Date of Birth/Age,Nationality,Height,Foot,Signed,Previous Team,Contract Until,Market Value,Link
25,Fran Vieites,Goalkeeper,"May 7, 1999 (25)",Spain,"1,96m",left,"Jul 1, 2024",,"Jun 30, 2026",€800k,https://www.transfermarkt.com/fran-vieites/profil/spieler/551182
13,Adrián,Goalkeeper,"Jan 3, 1987 (38)",Spain,"1,90m",right,"Jul 8, 2024",,"Jun 30, 2026",€500k,https://www.transfermarkt.com/adrian/profil/spieler/71271
6,Natan,Centre-Back,"Feb 6, 2001 (24)",Brazil,"1,88m",left,"Aug 15, 2024",,"Jun 30, 2025",€9.00m,https://www.transfermarkt.com/natan/profil/spieler/735568
3,Diego Llorente,Centre-Back,"Aug 16, 1993 (31)",Spain,"1,86m",right,"Jul 9, 2024",,"Jun 30, 2028",€6.00m,https://www.transfermarkt.com/diego-llorente/profil/spieler/246291
5,Marc Bartra,Centre-Back,"Jan 15, 1991 (34)",Spain,"1,84m",right,"Jul 24, 2023",,"Jun 30, 2027",€1.00m,https://www.transfermarkt.com/marc-bartra/profil/spieler/99922
15,Romain Perraud,Left-Back,"Sep 22, 1997 (27)",France,"1,73m",left,"Jul 1, 2024",,"Jun 30, 2029",€5.00m,https://www.transfermarkt.com/romain-perraud/profil/spieler/318523
12,Ricardo Rodríguez,Left-Back,"Aug 25, 1992 (32)","Switzerland, Chile","1,82m",left,"Aug 5, 2024",,"Jun 30, 2026",€2.50m,https://www.transfermarkt.com/ricardo-rodriguez/profil/spieler/86784
24,Aitor Ruibal,Right-Back,"Mar 22, 1996 (29)",Spain,"1,76m",right,"Jul 1, 2019",,"Jun 30, 2028",€3.50m,https://www.transfermarkt.com/aitor-ruibal/profil/spieler/378139
2,Héctor Bellerín,Right-Back,"Mar 19, 1995 (30)",Spain,"1,78m",right,"Jul 18, 2023",,"Jun 30, 2028",€3.00m,https://www.transfermarkt.com/hector-bellerin/profil/spieler/191217
40,Ángel Ortiz,Right-Back,"Jul 25, 2004 (20)",Spain,"1,67m",right,"Jan 1, 2025",,"Jun 30, 2025",€2.50m,https://www.transfermarkt.com/angel-ortiz/profil/spieler/933908
23,Youssouf Sabaly,Right-Back,"Mar 5, 1993 (32)","Senegal, France","1,73m",right,"Jul 1, 2021",,"Jun 30, 2026",€2.00m,https://www.transfermarkt.com/youssouf-sabaly/profil/spieler/135492
4,Johnny Cardoso,Defensive Midfield,"Sep 20, 2001 (23)","United States, Italy","1,86m",right,"Jan 1, 2024",,"Jun 30, 2030",€20.00m,https://www.transfermarkt.com/johnny-cardoso/profil/spieler/689505
21,Marc Roca,Defensive Midfield,"Nov 26, 1996 (28)",Spain,"1,84m",left,"Jul 1, 2024",,"Jun 30, 2029",€8.00m,https://www.transfermarkt.com/marc-roca/profil/spieler/336869
14,William Carvalho,Defensive Midfield,"Apr 7, 1992 (33)","Portugal, Angola","1,87m",right,"Jul 13, 2018",,"Jun 30, 2026",€2.00m,https://www.transfermarkt.com/william-carvalho/profil/spieler/100131
20,Giovani Lo Celso,Central Midfield,"Apr 9, 1996 (29)","Argentina, Italy","1,77m",left,"Aug 30, 2024",,"Jun 30, 2028",€20.00m,https://www.transfermarkt.com/giovani-lo-celso/profil/spieler/348795
16,Sergi Altimira,Central Midfield,"Aug 25, 2001 (23)",Spain,"1,88m",right,"Aug 11, 2023",,"Jun 30, 2029",€10.00m,https://www.transfermarkt.com/sergi-altimira/profil/spieler/466801
46,Mateo Flores,Central Midfield,"Apr 7, 2004 (21)",Spain,"1,78m",left,,,"Jun 30, 2029",€1.00m,https://www.transfermarkt.com/mateo-flores/profil/spieler/1061283
18,Pablo Fornals,Attacking Midfield,"Feb 22, 1996 (29)",Spain,"1,78m",right,"Feb 1, 2024",,"Jun 30, 2029",€6.00m,https://www.transfermarkt.com/pablo-fornals/profil/spieler/357885
22,Isco,Attacking Midfield,"Apr 21, 1992 (33)",Spain,"1,76m",right,"Jul 26, 2023",,"Jun 30, 2027",€6.00m,https://www.transfermarkt.com/isco/profil/spieler/85288
10,Abde Ezzalzouli,Left Winger,"Dec 17, 2001 (23)","Morocco, Spain","1,77m",right,"Sep 1, 2023",,"Jun 30, 2029",€12.00m,https://www.transfermarkt.com/abde-ezzalzouli/profil/spieler/724520
36,Jesús Rodríguez,Left Winger,"Nov 21, 2005 (19)",Spain,"1,85m",right,"Jan 1, 2025",,"Jun 30, 2029",€10.00m,https://www.transfermarkt.com/jesus-rodriguez/profil/spieler/1190411
7,Antony,Right Winger,"Feb 24, 2000 (25)",Brazil,"1,72m",left,"Jan 25, 2025",,"Jun 30, 2025",€20.00m,https://www.transfermarkt.com/antony/profil/spieler/602105
19,Cucho Hernández,Centre-Forward,"Apr 20, 1999 (26)","Colombia, Spain","1,76m",right,"Feb 3, 2025",,"Jun 30, 2030",€18.00m,https://www.transfermarkt.com/cucho-hernandez/profil/spieler/459463
9,Chimy Ávila,Centre-Forward,"Feb 6, 1994 (31)","Argentina, Spain","1,72m",right,"Feb 1, 2024",,"Jun 30, 2027",€2.50m,https://www.transfermarkt.com/chimy-avila/profil/spieler/167721
11,Cédric Bakambu,Centre-Forward,"Apr 11, 1991 (34)","DR Congo, France","1,82m",right,"Feb 1, 2024",,"Jun 30, 2026",€1.80m,https://www.transfermarkt.com/cedric-bakambu/profil/spieler/127048
