Number,Name,Position,Date of Birth/Age,Nationality,Height,Foot,Signed,Previous Team,Contract Until,Market Value,Link
13,Augusto Batalla,Goalkeeper,"Apr 30, 1996 (29)","Argentina, Italy","1,86m",right,"Aug 23, 2024",,"Jun 30, 2025",€6.00m,https://www.transfermarkt.com/augusto-batalla/profil/spieler/275218
1,Dani Cárdenas,Goalkeeper,"Mar 28, 1997 (28)",Spain,"1,86m",right,"Aug 18, 2023",,"Jun 30, 2027",€1.80m,https://www.transfermarkt.com/dani-cardenas/profil/spieler/397676
16,Abdul Mumin,Centre-Back,"Jun 6, 1998 (26)","Ghana, Nigeria","1,88m",right,"Sep 1, 2022",,"Jun 30, 2026",€5.00m,https://www.transfermarkt.com/abdul-mumin/profil/spieler/451801
24,Florian Lejeune,Centre-Back,"May 20, 1991 (33)",France,"1,90m",right,"Jul 28, 2023",,"Jun 30, 2027",€2.80m,https://www.transfermarkt.com/florian-lejeune/profil/spieler/127108
27,Pelayo Fernández,Centre-Back,"Apr 29, 2003 (22)",Spain,"1,93m",right,"Jul 2, 2024",,"Jun 30, 2028",€500k,https://www.transfermarkt.com/pelayo-fernandez/profil/spieler/692208
5,Aridane Hernández,Centre-Back,"Mar 23, 1989 (36)",Spain,"1,88m",right,"Jul 5, 2023",,"Jun 30, 2025",€400k,https://www.transfermarkt.com/aridane-hernandez/profil/spieler/82503
3,Pep Chavarría,Left-Back,"Apr 10, 1998 (27)",Spain,"1,74m",left,"Aug 31, 2022",,"Jun 30, 2027",€3.50m,https://www.transfermarkt.com/pep-chavarria/profil/spieler/596122
22,Alfonso Espino,Left-Back,"Jan 5, 1992 (33)","Uruguay, Spain","1,72m",left,"Jul 17, 2023",,"Jun 30, 2026",€1.50m,https://www.transfermarkt.com/alfonso-espino/profil/spieler/311044
2,Andrei Rațiu,Right-Back,"Jun 20, 1998 (26)","Romania, Spain","1,83m",right,"Aug 26, 2023",,"Jun 30, 2028",€12.00m,https://www.transfermarkt.com/andrei-ratiu/profil/spieler/527966
20,Iván Balliu,Right-Back,"Jan 1, 1992 (33)","Albania, Spain","1,72m",right,"Jul 14, 2021",,"Jun 30, 2027",€1.50m,https://www.transfermarkt.com/ivan-balliu/profil/spieler/85295
15,Gerard Gumbau,Defensive Midfield,"Dec 18, 1994 (30)",Spain,"1,88m",left,"Jul 15, 2024",,"Jun 30, 2025",€2.00m,https://www.transfermarkt.com/gerard-gumbau/profil/spieler/268670
23,Óscar Valentín,Central Midfield,"Aug 20, 1994 (30)",Spain,"1,77m",right,"Jul 1, 2019",,"Jun 30, 2027",€3.50m,https://www.transfermarkt.com/oscar-valentin/profil/spieler/517753
17,Unai López,Central Midfield,"Oct 30, 1995 (29)",Spain,"1,70m",right,"Jul 1, 2022",,"Jun 30, 2026",€2.80m,https://www.transfermarkt.com/unai-lopez/profil/spieler/192009
4,Pedro Díaz,Central Midfield,"Jun 5, 1998 (26)",Spain,"1,80m",right,"Aug 5, 2024",,"Jun 30, 2028",€2.50m,https://www.transfermarkt.com/pedro-diaz/profil/spieler/363057
6,Pathé Ciss,Central Midfield,"Mar 16, 1994 (31)",Senegal,"1,86m",right,"Jul 28, 2021",,"Jun 30, 2027",€2.00m,https://www.transfermarkt.com/pathe-ciss/profil/spieler/525578
11,Randy Nteka,Attacking Midfield,"Dec 6, 1997 (27)","Angola, France","1,89m",left,"Jul 28, 2021",,"Jun 30, 2028",€1.50m,https://www.transfermarkt.com/randy-nteka/profil/spieler/560483
25,Joni Montiel,Attacking Midfield,"Sep 3, 1998 (26)",Spain,"1,73m",left,"Jul 1, 2017",,"Jun 30, 2025",€900k,https://www.transfermarkt.com/joni-montiel/profil/spieler/343273
8,Oscar Trejo,Attacking Midfield,"Apr 26, 1988 (37)","Argentina, Italy","1,80m",right,"Jul 1, 2017",,"Jun 30, 2025",€800k,https://www.transfermarkt.com/oscar-trejo/profil/spieler/30321
18,Álvaro García,Left Winger,"Oct 27, 1992 (32)",Spain,"1,67m",both,"Aug 23, 2018",,"Jun 30, 2028",€2.50m,https://www.transfermarkt.com/alvaro-garcia/profil/spieler/257062
19,Jorge de Frutos,Right Winger,"Feb 20, 1997 (28)",Spain,"1,73m",right,"Aug 17, 2023",,"Jun 30, 2028",€4.00m,https://www.transfermarkt.com/jorge-de-frutos/profil/spieler/455181
21,Adrián Embarba,Right Winger,"May 7, 1992 (32)",Spain,"1,73m",right,"Jul 26, 2024",,"Jun 30, 2025",€1.50m,https://www.transfermarkt.com/adrian-embarba/profil/spieler/288318
7,Isi Palazón,Second Striker,"Dec 27, 1994 (30)",Spain,"1,69m",left,"Jan 23, 2020",,"Jun 30, 2028",€4.00m,https://www.transfermarkt.com/isi-palazon/profil/spieler/362086
14,Sergio Camello,Centre-Forward,"Feb 10, 2001 (24)",Spain,"1,82m",right,"Aug 17, 2023",,"Jun 30, 2027",€3.50m,https://www.transfermarkt.com/sergio-camello/profil/spieler/505674
9,Raúl de Tomás,Centre-Forward,"Oct 17, 1994 (30)","Spain, Dominican Republic","1,80m",right,"Sep 13, 2022",,"Jun 30, 2027",€800k,https://www.transfermarkt.com/raul-de-tomas/profil/spieler/162038
12,Sergi Guardiola,Centre-Forward,"May 29, 1991 (33)",Spain,"1,85m",left,"Sep 4, 2024",,"Jun 30, 2025",€600k,https://www.transfermarkt.com/sergi-guardiola/profil/spieler/256429
