Number,Name,Position,Date of Birth/Age,Nationality,Height,Foot,Signed,Previous Team,Contract Until,Market Value,Link
25,Giorgi Mamardashvili,Goalkeeper,"Sep 29, 2000 (24)",Georgia,"1,97m",left,"Aug 28, 2024",,"Jun 30, 2025",€30.00m,https://www.transfermarkt.com/giorgi-mamardashvili/profil/spieler/502676
13,Stole Dimitrievski,Goalkeeper,"Dec 25, 1993 (31)","North Macedonia, Spain","1,88m",right,"Jul 1, 2024",,"Jun 30, 2026",€3.00m,https://www.transfermarkt.com/stole-dimitrievski/profil/spieler/165467
1,Jaume Doménech,Goalkeeper,"Nov 5, 1990 (34)",Spain,"1,85m",right,"Jul 1, 2015",,"Jun 30, 2025",€600k,https://www.transfermarkt.com/jaume-domenech/profil/spieler/227805
3,Cristhian Mosquera,Centre-Back,"Jun 27, 2004 (20)","Spain, Colombia","1,91m",right,"Jan 1, 2023",,"Jun 30, 2026",€30.00m,https://www.transfermarkt.com/cristhian-mosquera/profil/spieler/646750
24,Yarek Gasiorowski,Centre-Back,"Jan 12, 2005 (20)","Spain, Poland","1,92m",left,"Oct 1, 2023",,"Jun 30, 2027",€12.00m,https://www.transfermarkt.com/yarek-gasiorowski/profil/spieler/895334
15,César Tárrega,Centre-Back,"Feb 26, 2002 (23)",Spain,"1,94m",right,"Jan 18, 2024",,"Jun 30, 2028",€6.00m,https://www.transfermarkt.com/cesar-tarrega/profil/spieler/707274
4,Mouctar Diakhaby,Centre-Back,"Dec 19, 1996 (28)","Guinea, France","1,92m",right,"Jul 1, 2018",,"Jun 30, 2027",€2.00m,https://www.transfermarkt.com/mouctar-diakhaby/profil/spieler/346289
14,José Gayà,Left-Back,"May 25, 1995 (29)",Spain,"1,72m",left,"Jul 1, 2014",,"Jun 30, 2027",€15.00m,https://www.transfermarkt.com/jose-gaya/profil/spieler/221322
21,Jesús Vázquez,Left-Back,"Jan 2, 2003 (22)",Spain,"1,82m",left,"Jan 1, 2022",,"Jun 30, 2026",€3.00m,https://www.transfermarkt.com/jesus-vazquez/profil/spieler/623024
19,Max Aarons,Right-Back,"Jan 4, 2000 (25)","England, Jamaica","1,77m",right,"Jan 13, 2025",,"Jun 30, 2025",€12.00m,https://www.transfermarkt.com/max-aarons/profil/spieler/471690
-,Thierry Correia,Right-Back,"Mar 9, 1999 (26)","Portugal, Cape Verde","1,76m",right,"Sep 2, 2019",,"Jun 30, 2026",€6.00m,https://www.transfermarkt.com/thierry-correia/profil/spieler/367466
20,Dimitri Foulquier,Right-Back,"Mar 23, 1993 (32)","Guadeloupe, France","1,83m",right,"Aug 30, 2021",,"Jun 30, 2025",€2.00m,https://www.transfermarkt.com/dimitri-foulquier/profil/spieler/170472
18,Pepelu,Defensive Midfield,"Aug 11, 1998 (26)",Spain,"1,86m",right,"Jul 8, 2023",,"Jun 30, 2028",€12.00m,https://www.transfermarkt.com/pepelu/profil/spieler/328480
5,Enzo Barrenechea,Defensive Midfield,"May 22, 2001 (23)",Argentina,"1,86m",right,"Aug 30, 2024",,"Jun 30, 2025",€7.50m,https://www.transfermarkt.com/enzo-barrenechea/profil/spieler/671915
6,Hugo Guillamón,Defensive Midfield,"Jan 31, 2000 (25)",Spain,"1,78m",right,"Jul 1, 2020",,"Jun 30, 2026",€5.00m,https://www.transfermarkt.com/hugo-guillamon/profil/spieler/495629
8,Javi Guerra,Central Midfield,"May 13, 2003 (21)",Spain,"1,87m",right,"Jul 1, 2023",,"Jun 30, 2027",€20.00m,https://www.transfermarkt.com/javi-guerra/profil/spieler/834764
10,André Almeida,Attacking Midfield,"May 30, 2000 (24)",Portugal,"1,76m",right,"Aug 25, 2022",,"Jun 30, 2028",€8.00m,https://www.transfermarkt.com/andre-almeida/profil/spieler/375382
17,Iván Jaime,Attacking Midfield,"Sep 26, 2000 (24)",Spain,"1,80m",right,"Feb 3, 2025",,"Jun 30, 2025",€7.00m,https://www.transfermarkt.com/ivan-jaime/profil/spieler/610335
32,Martín Tejón,Attacking Midfield,"Apr 12, 2004 (21)",Spain,"1,65m",right,,,"Jun 30, 2026",€500k,https://www.transfermarkt.com/martin-tejon/profil/spieler/941883
22,Luis Rioja,Left Winger,"Oct 16, 1993 (31)",Spain,"1,76m",left,"Aug 22, 2024",,"Jun 30, 2026",€2.00m,https://www.transfermarkt.com/luis-rioja/profil/spieler/278837
7,Sergi Canós,Left Winger,"Feb 2, 1997 (28)",Spain,"1,77m",right,"Aug 20, 2023",,"Jun 30, 2027",€1.50m,https://www.transfermarkt.com/sergi-canos/profil/spieler/251845
