Number,Name,Position,Date of Birth/Age,Nationality,Height,Foot,Signed,Previous Team,Contract Until,Market Value,Link
13,Karl Hein,Goalkeeper,"Apr 13, 2002 (23)",Estonia,"1,93m",right,"Aug 13, 2024",,"Jun 30, 2025",€3.00m,https://www.transfermarkt.com/karl-hein/profil/spieler/493513
1,André Ferreira,Goalkeeper,"May 29, 1996 (28)",Portugal,"1,93m",right,"Jul 1, 2024",,"Jun 30, 2027",€800k,https://www.transfermarkt.com/andre-ferreira/profil/spieler/290346
15,Eray Cömert,Centre-Back,"Feb 4, 1998 (27)","Switzerland, Türkiye","1,83m",right,"Jul 10, 2024",,"Jun 30, 2025",€2.50m,https://www.transfermarkt.com/eray-comert/profil/spieler/298583
5,Javi Sánchez,Centre-Back,"Mar 14, 1997 (28)",Spain,"1,89m",right,"Jul 1, 2020",,"Jun 30, 2026",€1.80m,https://www.transfermarkt.com/javi-sanchez/profil/spieler/340853
6,Cenk Özkacar,Centre-Back,"Oct 6, 2000 (24)",Türkiye,"1,90m",left,"Aug 29, 2024",,"Jun 30, 2025",€1.50m,https://www.transfermarkt.com/cenk-ozkacar/profil/spieler/615350
3,David Torres,Centre-Back,"Mar 5, 2003 (22)",Spain,"1,82m",left,"Jul 1, 2023",,"Jun 30, 2026",€1.40m,https://www.transfermarkt.com/david-torres/profil/spieler/857832
16,Joseph Aidoo,Centre-Back,"Sep 29, 1995 (29)",Ghana,"1,81m",right,"Jan 30, 2025",,"Jun 30, 2025",€1.40m,https://www.transfermarkt.com/joseph-aidoo/profil/spieler/358250
39,Adam Aznou,Left-Back,"Jun 2, 2006 (18)","Morocco, Spain","1,78m",left,"Feb 3, 2025",,"Jun 30, 2025",€3.00m,https://www.transfermarkt.com/adam-aznou/profil/spieler/938146
17,Henrique Silva,Left-Back,"Apr 25, 1994 (31)",Brazil,"1,73m",left,"Mar 11, 2025",,"Jun 30, 2025",€600k,https://www.transfermarkt.com/henrique-silva/profil/spieler/204072
22,Antonio Candela,Right-Back,"Apr 27, 2000 (25)",Italy,"1,85m",right,"Feb 3, 2025",,"Jun 30, 2025",€2.00m,https://www.transfermarkt.com/antonio-candela/profil/spieler/392881
2,Luis Pérez,Right-Back,"Feb 4, 1995 (30)",Spain,"1,73m",right,"Aug 4, 2020",,"Jun 30, 2025",€1.50m,https://www.transfermarkt.com/luis-perez/profil/spieler/358115
8,Florian Grillitsch,Defensive Midfield,"Aug 7, 1995 (29)",Austria,"1,87m",right,"Feb 3, 2025",,"Jun 30, 2025",€3.00m,https://www.transfermarkt.com/florian-grillitsch/profil/spieler/195736
12,Mario Martín,Defensive Midfield,"Mar 5, 2004 (21)",Spain,"1,77m",right,"Aug 23, 2024",,"Jun 30, 2025",€1.50m,https://www.transfermarkt.com/mario-martin/profil/spieler/948273
20,Stanko Juric,Defensive Midfield,"Aug 16, 1996 (28)",Croatia,"1,88m",right,"Jul 1, 2024",,"Jun 30, 2027",€1.50m,https://www.transfermarkt.com/stanko-juric/profil/spieler/388125
4,Tamás Nikitscher,Central Midfield,"Nov 3, 1999 (25)",Hungary,"1,93m",right,"Jan 29, 2025",,"Jun 30, 2028",€1.00m,https://www.transfermarkt.com/tamas-nikitscher/profil/spieler/633056
21,Selim Amallah,Attacking Midfield,"Nov 15, 1996 (28)","Morocco, Belgium","1,85m",right,"Jan 31, 2023",,"Jun 30, 2027",€1.80m,https://www.transfermarkt.com/selim-amallah/profil/spieler/377219
28,Chuki,Attacking Midfield,"Apr 29, 2004 (21)",Spain,-,left,"Jul 1, 2024",,"Jun 30, 2025",€1.00m,https://www.transfermarkt.com/chuki/profil/spieler/926763
11,Raúl Moro,Left Winger,"Dec 5, 2002 (22)",Spain,"1,69m",right,"Jul 1, 2024",,"Jun 30, 2028",€5.00m,https://www.transfermarkt.com/raul-moro/profil/spieler/624942
18,Darwin Machís,Left Winger,"Feb 7, 1993 (32)","Venezuela, Spain","1,71m",right,"Jan 19, 2023",,"Jun 30, 2026",€1.00m,https://www.transfermarkt.com/darwin-machis/profil/spieler/211251
24,Kenedy,Left Winger,"Feb 8, 1996 (29)",Brazil,"1,80m",left,"Sep 1, 2022",,"Jun 30, 2027",€300k,https://www.transfermarkt.com/kenedy/profil/spieler/281404
19,Amath Ndiaye,Right Winger,"Jul 16, 1996 (28)","Senegal, Spain","1,73m",right,"Jul 1, 2024",,"Jun 30, 2027",€1.00m,https://www.transfermarkt.com/amath-ndiaye/profil/spieler/339820
23,Anuar,Right Winger,"Jan 15, 1995 (30)","Morocco, Spain","1,73m",right,"Jul 1, 2017",,"Jun 30, 2025",€900k,https://www.transfermarkt.com/anuar/profil/spieler/327126
10,Iván Sánchez,Right Winger,"Sep 23, 1992 (32)",Spain,"1,69m",left,"Jul 1, 2022",,"Jun 30, 2025",€600k,https://www.transfermarkt.com/ivan-sanchez/profil/spieler/221311
14,Juanmi Latasa,Centre-Forward,"Mar 23, 2001 (24)",Spain,"1,92m",left,"Aug 14, 2024",,"Jun 30, 2029",€2.50m,https://www.transfermarkt.com/juanmi-latasa/profil/spieler/623521
7,Mamadou Sylla,Centre-Forward,"Mar 20, 1994 (31)","Senegal, Spain","1,80m",right,"Sep 1, 2023",,"Jun 30, 2026",€1.50m,https://www.transfermarkt.com/mamadou-sylla/profil/spieler/166683
9,Marcos André,Centre-Forward,"Oct 20, 1996 (28)","Brazil, Spain","1,85m",right,"Aug 29, 2023",,"Jun 30, 2029",€1.20m,https://www.transfermarkt.com/marcos-andre/profil/spieler/481084
