Number,Name,Position,Date of Birth/Age,Nationality,Height,Foot,Signed,Previous Team,Contract Until,Market Value,Link
1,Sergio Herrera,Goalkeeper,"Jun 5, 1993 (31)",Spain,"1,92m",right,"Jul 12, 2017",,"Jun 30, 2026",€4.00m,https://www.transfermarkt.com/sergio-herrera/profil/spieler/248738
13,Aitor Fernández,Goalkeeper,"May 3, 1991 (34)",Spain,"1,82m",right,"Jul 2, 2022",,"Jun 30, 2027",€1.50m,https://www.transfermarkt.com/aitor-fernandez/profil/spieler/118997
22,Enzo Boyomo,Centre-Back,"Oct 7, 2001 (23)","Cameroon, France","1,84m",right,"Aug 29, 2024",,"May 30, 2029",€20.00m,https://www.transfermarkt.com/enzo-boyomo/profil/spieler/541555
5,Jorge Herrando,Centre-Back,"Feb 28, 2001 (24)",Spain,"1,92m",left,"Jul 1, 2023",,"Jun 30, 2027",€4.00m,https://www.transfermarkt.com/jorge-herrando/profil/spieler/555500
24,Alejandro Catena,Centre-Back,"Oct 28, 1994 (30)",Spain,"1,94m",right,"Jul 1, 2023",,"Jun 30, 2028",€4.00m,https://www.transfermarkt.com/alejandro-catena/profil/spieler/449796
4,Unai García,Centre-Back,"Feb 3, 1992 (33)",Spain,"1,86m",right,"Jul 1, 2015",,"Jun 30, 2025",€1.00m,https://www.transfermarkt.com/unai-garcia/profil/spieler/197122
23,Abel Bretones,Left-Back,"Aug 21, 2000 (24)",Spain,"1,88m",left,"Jul 5, 2024",,"Jun 30, 2029",€3.00m,https://www.transfermarkt.com/abel-bretones/profil/spieler/658115
3,Juan Cruz,Left-Back,"Jul 28, 1992 (32)",Spain,"1,82m",left,"Aug 30, 2020",,"Jun 30, 2026",€1.80m,https://www.transfermarkt.com/juan-cruz/profil/spieler/169497
12,Jesús Areso,Right-Back,"Jul 2, 1999 (25)",Spain,"1,82m",right,"Jul 1, 2021",,"Jun 30, 2026",€8.00m,https://www.transfermarkt.com/jesus-areso/profil/spieler/488626
15,Rubén Peña,Right-Back,"Jul 18, 1991 (33)",Spain,"1,70m",right,"Jul 1, 2022",,"Jun 30, 2025",€1.80m,https://www.transfermarkt.com/ruben-pena/profil/spieler/238868
6,Lucas Torró,Defensive Midfield,"Jul 19, 1994 (30)",Spain,"1,90m",right,"Aug 4, 2020",,"Jun 30, 2027",€3.50m,https://www.transfermarkt.com/lucas-torro/profil/spieler/213670
18,Iker Muñoz,Defensive Midfield,"Sep 5, 2002 (22)",Spain,"1,80m",right,"Jul 1, 2023",,"Jun 30, 2027",€3.00m,https://www.transfermarkt.com/iker-munoz/profil/spieler/710677
7,Jon Moncayola,Central Midfield,"May 13, 1998 (26)",Spain,"1,82m",right,"Jul 1, 2019",,"Jun 30, 2031",€7.00m,https://www.transfermarkt.com/jon-moncayola/profil/spieler/552425
8,Pablo Ibáñez,Central Midfield,"Sep 20, 1998 (26)",Spain,"1,79m",right,"Jul 1, 2022",,"Jun 30, 2025",€2.30m,https://www.transfermarkt.com/pablo-ibanez/profil/spieler/785353
10,Aimar Oroz,Attacking Midfield,"Nov 27, 2001 (23)",Spain,"1,77m",right,"Jul 1, 2022",,"Jun 30, 2029",€15.00m,https://www.transfermarkt.com/aimar-oroz/profil/spieler/634131
19,Bryan Zaragoza,Left Winger,"Sep 9, 2001 (23)",Spain,"1,64m",right,"Aug 9, 2024",,"Jun 30, 2025",€12.00m,https://www.transfermarkt.com/bryan-zaragoza/profil/spieler/713644
16,Moi Gómez,Left Winger,"Jun 23, 1994 (30)",Spain,"1,76m",right,"Jul 28, 2022",,"Jun 30, 2027",€3.00m,https://www.transfermarkt.com/moi-gomez/profil/spieler/175449
20,José Manuel Arnáiz,Left Winger,"Apr 15, 1995 (30)",Spain,"1,73m",right,"Jul 1, 2023",,"Jun 30, 2025",€1.80m,https://www.transfermarkt.com/jose-manuel-arnaiz/profil/spieler/364603
14,Rubén García,Right Winger,"Jul 14, 1993 (31)",Spain,"1,72m",left,"Jul 1, 2019",,"Jun 30, 2026",€2.00m,https://www.transfermarkt.com/ruben-garcia/profil/spieler/213260
11,Kike Barja,Right Winger,"Apr 1, 1997 (28)",Spain,"1,79m",right,"Jan 1, 2018",,"Jun 30, 2026",€1.80m,https://www.transfermarkt.com/kike-barja/profil/spieler/298575
17,Ante Budimir,Centre-Forward,"Jul 22, 1991 (33)",Croatia,"1,90m",left,"Jul 1, 2021",,"Jun 30, 2027",€5.00m,https://www.transfermarkt.com/ante-budimir/profil/spieler/46413
9,Raúl García,Centre-Forward,"Nov 3, 2000 (24)",Spain,"1,92m",right,"Aug 10, 2023",,"Jun 30, 2028",€3.50m,https://www.transfermarkt.com/raul-garcia/profil/spieler/631002
