Jugador,Bruto Semanal,Bruto Anual,Bonus,Expiración,Años Restantes,Remanente Bruto,Cláusula De Rescisión
Gerard Moreno,"€ 69,615","€ 3,620,000",,"Jun 30, 2027",3,"€ 10,860,000","€ 100,000,000"
Dani Parejo,"€ 60,000","€ 3,120,000",,"Jun 30, 2026",2,"€ 6,240,000",
Nicolas Pépé,"€ 60,000","€ 3,120,000",,"Jun 30, 2026",2,"€ 6,240,000",
Eric Bailly,"€ 60,000","€ 3,120,000",,"Jun 30, 2025",1,"€ 3,120,000",
Denis Suárez,"€ 60,000","€ 3,120,000",,"Jun 30, 2026",2,"€ 6,240,000",
Alfonso Pedraza,"€ 42,308","€ 2,200,000",,"Jun 30, 2026",2,"€ 4,400,000",
Ayoze Pérez,"€ 40,000","€ 2,080,000",,"Jun 30, 2028",4,"€ 8,320,000",
Juan Foyth,"€ 38,462","€ 2,000,000",,"Jun 30, 2026",2,"€ 4,000,000","€ 42,000,000"
Álex Baena,"€ 38,462","€ 2,000,000",,"Jun 30, 2028",4,"€ 8,000,000","€ 60,000,000"
Pape Gueye,"€ 36,154","€ 1,880,000",,"Jun 30, 2028",4,"€ 7,520,000",
Logan Costa,"€ 31,923","€ 1,660,000",,"Jun 30, 2030",6,"€ 9,960,000",
Santi Comesaña,"€ 30,000","€ 1,560,000",,"Jun 30, 2028",4,"€ 6,240,000",
Tajon Buchanan,"€ 30,000","€ 1,560,000",,"Jun 30, 2025",1,"€ 1,560,000",
Sergi Cardona,"€ 30,000","€ 1,560,000",,"Jun 30, 2027",3,"€ 4,680,000",
Luiz Júnior,"€ 28,077","€ 1,460,000",,"Jun 30, 2030",6,"€ 8,760,000",
Yeremi Pino,"€ 25,962","€ 1,350,000",,"Jun 30, 2027",3,"€ 4,050,000","€ 80,000,000"
Willy Kambwala,"€ 20,000","€ 1,040,000",,"Jun 30, 2029",5,"€ 5,200,000",
Kiko Femenía,"€ 19,231","€ 1,000,000",,"Jun 30, 2025",1,"€ 1,000,000",
Thierno Barry,"€ 17,692","€ 920,000",,"Jun 30, 2029",5,"€ 4,600,000",
Diego Conde,"€ 16,154","€ 840,000",,"Jun 30, 2029",5,"€ 4,200,000",
Ilias Akhomach,"€ 11,538","€ 600,000",,"Jun 30, 2026",2,"€ 1,200,000",
Pau Navarro,"€ 10,000","€ 520,000",,"Jun 30, 2030",6,"€ 3,120,000",
Iker Álvarez,"€ 6,154","€ 320,000",,"Jun 30, 2026",2,"€ 640,000",
