Jugador,Bruto Semanal,Bruto Anual,Bonus,Expiración,Años Restantes,Remanente Bruto,Cláusula De Rescisión
Alexandre Lacazette,"€ 115,385","€ 6,000,000",,"Jun 30, 2025",1,"€ 6,000,000",
Corentin Tolisso,"€ 104,808","€ 5,450,000",,"Jun 30, 2027",3,"€ 16,350,000",
Nemanja Matic,"€ 92,692","€ 4,820,000",,"Jun 30, 2026",2,"€ 9,640,000",
Rayan Cherki,"€ 76,923","€ 4,000,000",,"Jun 30, 2026",2,"€ 8,000,000",
Nicolás Tagliafico,"€ 70,000","€ 3,640,000","€ 1,820,000","Jun 30, 2025",1,"€ 3,640,000",
Moussa Niakhaté,"€ 70,000","€ 3,640,000",,"Jun 30, 2028",4,"€ 14,560,000",
Thiago Almada,"€ 66,346","€ 3,450,000",,"Jun 30, 2025",1,"€ 3,450,000",
Georges Mikautadze,"€ 62,885","€ 3,270,000",,"Jun 30, 2028",4,"€ 13,080,000",
Jordan Veretout,"€ 62,885","€ 3,270,000",,"Jun 30, 2026",2,"€ 6,540,000",
Ernest Nuamah,"€ 52,308","€ 2,720,000",,"Jun 30, 2028",4,"€ 10,880,000",
Duje Caleta-Car,"€ 45,385","€ 2,360,000",,"Jun 30, 2027",3,"€ 7,080,000",
Ainsley Maitland-Niles,"€ 42,308","€ 2,200,000",,"Jun 30, 2027",3,"€ 6,600,000",
Tanner Tessmann,"€ 41,923","€ 2,180,000",,"Jun 30, 2029",5,"€ 10,900,000",
Abner,"€ 28,077","€ 1,460,000",,"Jun 30, 2029",5,"€ 7,300,000",
Clinton Mata,"€ 21,154","€ 1,100,000",,"Jun 30, 2026",2,"€ 2,200,000",
Malick Fofana,"€ 19,231","€ 1,000,000",,"Jun 30, 2028",4,"€ 4,000,000",
Lucas Perri,"€ 17,308","€ 900,000",,"Jun 30, 2028",4,"€ 3,600,000",
Paul Akouokou,"€ 14,423","€ 750,000",,"Jun 30, 2027",3,"€ 2,250,000",
Warmed Omari,"€ 12,308","€ 640,000",,"Jun 30, 2025",1,"€ 640,000",
Saël Kumbedi,"€ 9,231","€ 480,000",,"Jun 30, 2027",3,"€ 1,440,000",
Justin Bengui Joao,"€ 6,923","€ 360,000",,"Jun 30, 2028",4,"€ 1,440,000",
Rémy Descamps,"€ 5,192","€ 270,000",,"Jun 30, 2027",3,"€ 810,000",
