Jugador,Bruto Semanal,Bruto Anual,Bonus,Expiración,Años Restantes,Remanente Bruto,Cláusula De Rescisión
Victor Edvardsen,"€ 5,577","€ 290,000",,"Jun 30, 2026",2,"€ 580,000",
Luca Plogmann,"€ 4,615","€ 240,000",,"Jun 30, 2026",2,"€ 480,000",
Evert Linthorst,"€ 4,615","€ 240,000",,"Jun 30, 2026",2,"€ 480,000",
Gerrit Nauber,"€ 4,615","€ 240,000",,"Jun 30, 2026",2,"€ 480,000",
Joris Kramer,"€ 4,615","€ 240,000",,"Jun 30, 2028",4,"€ 960,000",
Mats Deijl,"€ 4,615","€ 240,000",,"Jun 30, 2027",3,"€ 720,000",
Søren Tengstedt,"€ 4,231","€ 220,000",,"Jun 30, 2027",3,"€ 660,000",
Julius Dirksen,"€ 3,846","€ 200,000",,"Jun 30, 2027",3,"€ 600,000",
Calvin Twigt,"€ 3,846","€ 200,000",,"Jun 30, 2028",4,"€ 800,000",
Oliver Antman,"€ 3,846","€ 200,000",,"Jun 30, 2027",3,"€ 600,000",
Oskar Sivertsen,"€ 3,462","€ 180,000",,"Jun 30, 2028",4,"€ 720,000",
Oscar Pettersson,"€ 3,462","€ 180,000",,"Jun 30, 2028",4,"€ 720,000",
Aske Adelgaard,"€ 3,462","€ 180,000",,"Jun 30, 2028",4,"€ 720,000",
Finn Stokkers,"€ 2,885","€ 150,000",,"Jun 30, 2026",2,"€ 300,000",
Jari De Busser,"€ 2,885","€ 150,000",,"Jun 30, 2027",3,"€ 450,000",
Mathis Suray,"€ 2,885","€ 150,000",,"Jun 30, 2027",3,"€ 450,000",
Dean James,"€ 2,885","€ 150,000",,"Jun 30, 2028",4,"€ 600,000",
Milan Smit,"€ 2,308","€ 120,000",,"Jun 30, 2028",4,"€ 480,000",
Jakob Breum,"€ 2,308","€ 120,000",,"Jun 30, 2027",3,"€ 360,000",
Pim Saathof,"€ 1,731","€ 90,000",,"Jun 30, 2027",3,"€ 270,000",
Robbin Weijenberg,"€ 1,731","€ 90,000",,"Jun 30, 2025",1,"€ 90,000",
Luca Everink,"€ 1,731","€ 90,000",,"Jun 30, 2026",2,"€ 180,000",
Enric Llansana,"€ 1,346","€ 70,000",,"Jun 30, 2026",2,"€ 140,000",
Sven Jansen,"€ 1,154","€ 60,000",,"Jun 30, 2025",1,"€ 60,000",
Nando Verdoni,"€ 1,154","€ 60,000",,"Jun 30, 2025",1,"€ 60,000",
