Jugador,Bruto Semanal,Bruto Anual,Bonus,Expiración,Años Restantes,Remanente Bruto,Cláusula De Rescisión
Harry Kane,"€ 480,769","€ 25,000,000",,"Jun 30, 2027",3,"€ 75,000,000","€ 65,000,000"
Manuel Neuer,"€ 403,846","€ 21,000,000",,"Jun 30, 2026",2,"€ 42,000,000",
Joshua Kimmich,"€ 384,615","€ 20,000,000",,"Jun 30, 2029",5,"€ 100,000,000",
Jamal Musiala,"€ 362,885","€ 18,870,000","€ 6,600,000","Jun 30, 2030",6,"€ 113,220,000","€ 175,000,000"
Serge Gnabry,"€ 362,885","€ 18,870,000",,"Jun 30, 2026",2,"€ 37,740,000",
Kingsley Coman,"€ 326,923","€ 17,000,000",,"Jun 30, 2027",3,"€ 51,000,000",
Thomas Müller,"€ 288,462","€ 15,000,000","€ 2,000,000","Jun 30, 2025",1,"€ 15,000,000",
Alphonso Davies,"€ 288,462","€ 15,000,000","€ 5,000,000","Jun 30, 2030",6,"€ 90,000,000",
Leroy Sané,"€ 288,462","€ 15,000,000","€ 5,000,000","Jun 30, 2025",1,"€ 15,000,000",
Michael Olise,"€ 259,615","€ 13,500,000",,"Jun 30, 2029",5,"€ 67,500,000",
Leon Goretzka,"€ 250,000","€ 13,000,000","€ 4,000,000","Jun 30, 2026",2,"€ 26,000,000",
Min-jae Kim,"€ 230,769","€ 12,000,000",,"Jun 30, 2028",4,"€ 48,000,000","€ 110,000,000"
João Palhinha,"€ 192,308","€ 10,000,000","€ 2,000,000","Jun 30, 2028",4,"€ 40,000,000",
Dayot Upamecano,"€ 192,308","€ 10,000,000",,"Jun 30, 2026",2,"€ 20,000,000","€ 120,000,000"
Konrad Laimer,"€ 173,077","€ 9,000,000",,"Jun 30, 2027",3,"€ 27,000,000",
Raphaël Guerreiro,"€ 153,846","€ 8,000,000",,"Jun 30, 2026",2,"€ 16,000,000",
Josip Stanisic,"€ 126,923","€ 6,600,000",,"Jun 30, 2029",5,"€ 33,000,000",
Alexander Nübel,"€ 125,000","€ 6,500,000",,"Jun 30, 2029",5,"€ 32,500,000",
Eric Dier,"€ 96,154","€ 5,000,000",,"Jun 30, 2025",1,"€ 5,000,000",
Hiroki Ito,"€ 72,692","€ 3,780,000",,"Jun 30, 2028",4,"€ 15,120,000",
Sacha Boey,"€ 57,692","€ 3,000,000",,"Jun 30, 2028",4,"€ 12,000,000",
Sven Ulreich,"€ 38,462","€ 2,000,000",,"Jun 30, 2025",1,"€ 2,000,000",
Aleksandar Pavlovic,"€ 34,615","€ 1,800,000",,"Jun 30, 2029",5,"€ 9,000,000",
Daniel Peretz,"€ 28,846","€ 1,500,000",,"Jun 30, 2028",4,"€ 6,000,000",
Bryan Zaragoza,"€ 18,077","€ 940,000","€ 1,880,000","Jun 30, 2029",5,"€ 4,700,000",
Arijon Ibrahimovic,"€ 14,423","€ 750,000",,"Jun 30, 2027",3,"€ 2,250,000",
Jonas Urbig,"€ 12,692","€ 660,000",,"Jun 30, 2029",5,"€ 3,300,000",
Gabriel Vidovic,"€ 10,769","€ 560,000",,"Jun 30, 2026",2,"€ 1,120,000",
Tarek Buchmann,"€ 2,885","€ 150,000",,"Jun 30, 2026",2,"€ 300,000",
