Jugador,Bruto Semanal,Bruto Anual,Bonus,Expiración,Años Restantes,Remanente Bruto,Cláusula De Rescisión
Nuno Santos,"€ 10,000","€ 520,000",,"Jun 30, 2027",3,"€ 1,560,000",
Tiago Silva,"€ 7,500","€ 390,000",,"Jun 30, 2026",2,"€ 780,000",
Gustavo Silva,"€ 7,308","€ 380,000",,"Jun 30, 2028",4,"€ 1,520,000",
Samu,"€ 7,308","€ 380,000",,"Jun 30, 2027",3,"€ 1,140,000",
Mikel Villanueva,"€ 7,308","€ 380,000",,"Jun 30, 2025",1,"€ 380,000",
Tomás Händel,"€ 7,308","€ 380,000",,"Jun 30, 2029",5,"€ 1,900,000",
Nélson Oliveira,"€ 7,308","€ 380,000",,"Jun 30, 2026",2,"€ 760,000",
João Mendes,"€ 6,538","€ 340,000",,"Jun 30, 2025",1,"€ 340,000",
Beni,"€ 5,769","€ 300,000",,"Jun 30, 2029",5,"€ 1,500,000",
Filipe Relvas,"€ 5,769","€ 300,000",,"Jun 30, 2028",4,"€ 1,200,000",
João Mendes,"€ 5,769","€ 300,000",,"Jun 30, 2028",4,"€ 1,200,000",
Maga,"€ 5,769","€ 300,000",,"Jun 30, 2027",3,"€ 900,000",
Jesús Ramírez,"€ 5,385","€ 280,000",,"Jun 30, 2027",3,"€ 840,000",
Toni Borevković,"€ 4,615","€ 240,000",,"Jun 30, 2026",2,"€ 480,000",
Bruno Varela,"€ 4,231","€ 220,000",,"Jun 30, 2026",2,"€ 440,000",
Bruno Gaspar,"€ 4,231","€ 220,000",,"Jun 30, 2026",2,"€ 440,000",
Óscar Rivas,"€ 3,846","€ 200,000",,"Jun 30, 2028",4,"€ 800,000",
Charles,"€ 3,462","€ 180,000",,"Jun 30, 2027",3,"€ 540,000",
Úmaro Embaló,"€ 2,885","€ 150,000",,"Jun 30, 2025",1,"€ 150,000",
Vando Félix,"€ 2,885","€ 150,000",,"Jun 30, 2029",5,"€ 750,000",
Marco Cruz,"€ 2,885","€ 150,000",,"Jun 30, 2028",4,"€ 600,000",
Telmo Arcanjo,"€ 2,308","€ 120,000",,"Jun 30, 2027",3,"€ 360,000",
Dieu-Merci Michel,"€ 2,308","€ 120,000",,"Jun 30, 2027",3,"€ 360,000",
Hevertton,"€ 2,308","€ 120,000",,"Jun 30, 2025",1,"€ 120,000",
Jota Oliveira,"€ 1,731","€ 90,000",,"Jun 30, 2027",3,"€ 270,000",
Gui,"€ 1,346","€ 70,000",,"Jun 30, 2025",1,"€ 70,000",
