Jugador,Bruto Semanal,Bruto Anual,Bonus,Expiración,Años Restantes,Remanente Bruto,Cláusula De Rescisión
Mattia Zaccagni,"€ 106,923","€ 5,560,000","€ 930,000","Jun 30, 2029",5,"€ 27,800,000",
Elseid Hysaj,"€ 99,808","€ 5,190,000",,"Jun 30, 2026",2,"€ 10,380,000",
Alessio Romagnoli,"€ 99,808","€ 5,190,000","€ 1,110,000","Jun 30, 2027",3,"€ 15,570,000",
Adam Marusic,"€ 78,269","€ 4,070,000",,"Jun 30, 2025",1,"€ 4,070,000",
Samuel Gigot,"€ 78,269","€ 4,070,000",,"Jun 30, 2025",1,"€ 4,070,000",
Nicolò Rovella,"€ 71,154","€ 3,700,000",,"Jun 30, 2025",1,"€ 3,700,000","€ 50,000,000"
Ivan Provedel,"€ 71,154","€ 3,700,000",,"Jun 30, 2027",3,"€ 11,100,000",
Nuno Tavares,"€ 71,154","€ 3,700,000",,"Jun 30, 2025",1,"€ 3,700,000",
Matías Vecino,"€ 64,038","€ 3,330,000",,"Jun 30, 2025",1,"€ 3,330,000",
Mattéo Guendouzi,"€ 61,731","€ 3,210,000",,"Jun 30, 2028",4,"€ 12,840,000","€ 50,000,000"
Manuel Lazzari,"€ 60,577","€ 3,150,000",,"Jun 30, 2027",3,"€ 9,450,000",
Pedro,"€ 54,231","€ 2,820,000",,"Jun 30, 2025",1,"€ 2,820,000",
Boulaye Dia,"€ 49,231","€ 2,560,000",,"Jun 30, 2026",2,"€ 5,120,000","€ 50,000,000"
Luca Pellegrini,"€ 46,346","€ 2,410,000",,"Jun 30, 2025",1,"€ 2,410,000",
Fisayo Dele-Bashiru,"€ 46,346","€ 2,410,000",,"Jun 30, 2025",1,"€ 2,410,000",
Tijjani Noslin,"€ 46,346","€ 2,410,000","€ 740,000","Jun 30, 2029",5,"€ 12,050,000","€ 70,000,000"
Valentín Castellanos,"€ 44,423","€ 2,310,000",,"Jun 30, 2028",4,"€ 9,240,000",
Patric,"€ 42,692","€ 2,220,000",,"Jun 30, 2027",3,"€ 6,660,000",
Toma Bašić,"€ 39,423","€ 2,050,000",,"Jun 30, 2026",2,"€ 4,100,000",
Gustav Isaksen,"€ 36,923","€ 1,920,000",,"Jun 30, 2028",4,"€ 7,680,000",
Loum Tchaouna,"€ 35,577","€ 1,850,000",,"Jun 30, 2029",5,"€ 9,250,000","€ 60,000,000"
Gaetano Castrovilli,"€ 35,577","€ 1,850,000",,"Jun 30, 2027",3,"€ 5,550,000",
Reda Belahyane,"€ 28,462","€ 1,480,000",,"Jun 30, 2029",5,"€ 7,400,000",
Mario Gila,"€ 24,615","€ 1,280,000",,"Jun 30, 2027",3,"€ 3,840,000",
Christos Mandas,"€ 19,808","€ 1,030,000",,"Jun 30, 2029",5,"€ 5,150,000",
André Anderson,"€ 17,885","€ 930,000",,"Jun 30, 2025",1,"€ 930,000",
Oliver Provstgaard,"€ 17,885","€ 930,000",,"Jun 30, 2029",5,"€ 4,650,000",
Arijon Ibrahimovic,"€ 15,962","€ 830,000",,"Jun 30, 2025",1,"€ 830,000",
Cristo Muñoz,"€ 4,231","€ 220,000",,"Jun 30, 2027",3,"€ 660,000",
Filipe Bordon,"€ 3,269","€ 170,000",,"Jun 30, 2027",3,"€ 510,000",
Davide Renzetti,"€ 2,885","€ 150,000",,"Jun 30, 2027",3,"€ 450,000",
Alessio Furlanetto,"€ 2,115","€ 110,000",,"Jun 30, 2028",4,"€ 440,000",
